keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
social death,Frank B. Wilderson III,"Wilderson's Afro-pessimism adapts Orlando Patterson's social death to argue that Blackness occupies a structural position of the Slave (natal alienation, dishonor, gratuitous violence) that grounds, rather than is an exception to, the modern world order.",On Failing to Get Out,Jerome Dent,JCMS,Vol 63 No 3,2024,https://doi.org/10.1353/cj.2024.a927684,"Reading Jordan Peele's Get Out, yokes horror to the slave narrative and the psychoanalytics of spectatorship, arguing the film stages a subject split of irresistible collusion between protagonist and antagonist rather than clean resistance.",abstract-only
afterlife of slavery,Saidiya Hartman,"Hartman coined the afterlife of slavery to name how slavery's racialized regimes of property, dispossession and premature death persist into the present, structuring Black life long after formal abolition.",Material Afterlives: The Quilted Poetics of Daughters of the Dust (1991) and Lemonade (2016),Alexandra Grieve,JCMS,Vol 63 No 4,2024,https://doi.org/10.1353/cj.2024.a934548,"Reads the intertextual quilted poetics linking Julie Dash's Daughters of the Dust and Beyonce's Lemonade, arguing both confront the material legacies of racialized exploitation and reproduce Black women's diasporic genealogies.",abstract-only
heterotopia,Michel Foucault,"Foucault's heterotopia theorizes space as socially produced and politically charged, sites that mirror, contest or invert the dominant order, rather than as a neutral container for events.",Vicissitudes of the Underworld: Spatiality and Political Discourse in Hong Kong Gangster Films,Lei Chin-Pang,JCMS,Vol 63 No 4,2024,https://doi.org/10.1353/cj.2024.a934546,"Through the Infernal Affairs trilogy, the Election series and Trivisa, argues that Hong Kong gangster films use spatiality to construct an implicit political discourse about the city across two decades.",abstract-only
biopolitics,Michel Foucault,"Foucault's biopolitics names the modern state's power over life (the regulation of bodies, reproduction and sexuality), explaining how legal constructions of privacy and the home operate to govern female sexuality.","Enter Your Chambers and Shut Your Doors behind You: Bodily Containment, Proliferation, and the Right to Privacy in American Law and Gothic Horror",Emily Naser-Hall,JCMS,Vol 63 No 3,2024,https://doi.org/10.1353/cj.2024.a927687,"Argues U.S. privacy/birth-control rulings cast the home as a safe container for female sexuality, while Gothic-horror films (The Birds, Night of the Living Dead) render the inside/outside boundary artificial and porous.",abstract-only
precarity,Lauren Berlant,Berlant theorized precarity to name the eroded sense of stability and affective exhaustion produced when neoliberal capitalism withdraws guarantees of the good life from ordinary subjects.,Precarious Hours: Contingency and the Temporality of Live Streaming,Chenshu Zhou,Camera Obscura,Vol 40 No 3 (120),2025,https://doi.org/10.1215/02705346-11959212,"Analyzing three documentaries about Chinese live streamers, argues streamers try to entrepreneurialize time but get stuck in a protracted present, binding live streaming's appeal to lived conditions of precarity displayed on screen.",abstract-only
contingency,Mary Ann Doane,"Doane theorized cinematic contingency to explain how modern media capture and structure the unpredictable, fleeting, non-repeatable moment, organizing the experience of time and the present.",Precarious Hours: Contingency and the Temporality of Live Streaming,Chenshu Zhou,Camera Obscura,Vol 40 No 3 (120),2025,https://doi.org/10.1215/02705346-11959212,Uses contingency to characterize the temporal experience of live streaming (the lure of what might happen in real time) and connects that temporality to streamers' precarious labor.,abstract-only
opacity,Edouard Glissant,"Glissant coined opacity (the right to opacity) to defend the colonized/racialized other's right not to be made fully transparent or knowable, refusing the demand that comprehension be a precondition of coexistence.","Forever Opaque: Glissant, Laplanche, and Return to Seoul",Homay King,Camera Obscura,Vol 40 No 3 (120),2025,https://read.dukeupress.edu/camera-obscura/article/40/3%20(120)/107/405523,"Reading Davy Chou's Return to Seoul (2022), a portrait of a Korean-French adoptee, argues the film stages opacity against the desire to render self and other transparent, modeling living alongside one another without mastery.",abstract-only
enigmatic signifier,Jean Laplanche,"Laplanche theorized the enigmatic signifier/message to explain how the unconscious is formed by messages from the other that the subject can never fully decode, founding a self opaque even to itself.","Forever Opaque: Glissant, Laplanche, and Return to Seoul",Homay King,Camera Obscura,Vol 40 No 3 (120),2025,https://read.dukeupress.edu/camera-obscura/article/40/3%20(120)/107/405523,"Pairs the enigmatic signifier with Glissant's opacity to read the adoptee protagonist's self-estrangement in Return to Seoul, arguing the film questions the fiction of a self transparent to itself.",abstract-only
observational mode,Bill Nichols,"Nichols theorized documentary modes (including the observational mode) to distinguish how nonfiction films position the viewer and make truth-claims, with the observational mode withholding commentary to imply unmediated access to events.","Feminist Observation: The Case of Un processo per stupro (A Trial for Rape, 1979)",Erika Balsom,Camera Obscura,Vol 40 No 3 (120),2025,https://read.dukeupress.edu/camera-obscura/article-abstract/40/3%20(120)/1/405519,"Reading the 1979 Italian collective video of a gang-rape trial broadcast on RAI 2, argues the feminist filmmakers adopted the observational mode (rather than 1970s feminism's intimacy) to contest sexual violence in the legal system.",abstract-only
trans of color critique,Whit Pow,"Trans of color critique extends Roderick Ferguson's queer of color critique to analyze how racialized and gendered logics jointly govern bodies, here applied to how visual/computational technologies inherit medical regimes of surveillance.",How the Computer Taught Us to See,Whit Pow,Camera Obscura,Vol 39 No 2 (116),2024,https://read.dukeupress.edu/camera-obscura/article-abstract/39/2%20(116)/1/390495,"Placing computer history (Xerox GUIs), medical history (DSM revisions) and queer/trans history side by side (1973-1981), argues that screen-based computer vision recapitulated the racialized and gendered logics of medical surveillance.",abstract-only
surface reading,Stephen Best and Sharon Marcus,"Best and Marcus proposed surface reading as a method that attends to what is manifest on a text's surface rather than excavating hidden depths, resisting the suspicious hermeneutics of symptomatic reading.",Just Be There: Ethics and Aesthetics of the Surface in Mike Mills's 20th Century Women,Camera Obscura,Camera Obscura,Vol 39 No 2 (116),2024,https://read.dukeupress.edu/camera-obscura/article/39/2%20(116)/105/390494,"Reading Mike Mills's 20th Century Women (2016), argues the film enacts surface reading, recuperating the surface as a zone of lasting mystery and an ethics of openness that refuses appropriative knowledge.",abstract-only
compulsory sexuality,Adrienne Rich,"Rich coined compulsory heterosexuality to name how heterosexuality is socially enforced as the default; asexuality studies extends this to compulsory sexuality, the assumption that everyone is or should be sexual.",Aromantic Comedy: The Aro/Ace Aesthetics of Together Together,Julia Leyda and Nicole Seymour,Camera Obscura,Vol 39 No 2 (116),2024,https://read.dukeupress.edu/camera-obscura/issue/39/2%20(116),"Reading the surrogacy comedy Together Together (2021), argues its focus on a platonic, nonsexual, intergenerational friendship challenges compulsory sexuality and shows asexuality studies as fertile ground for feminist film studies.",abstract-only
necropolitics,Achille Mbembe,"Mbembe coined necropolitics to describe sovereignty exercised as the power to dictate who may live and who must die, designating populations as disposable in the service of capital and the state.",Castle & Crook: Necroliberalism and Cartographies of Abandonment in Maquilapolis and Senorita Extraviada,Edward Avila,Camera Obscura,Vol 39 No 1 (115),2024,https://read.dukeupress.edu/camera-obscura/article/39/1%20(115)/1/387275,"Reading the documentaries Maquilapolis (2006) and Senorita Extraviada (2001), argues both map the necropolitical spatial logics of post-NAFTA neoliberal modernization on the US-Mexico border, coining necroliberalism.",abstract-only
desire-based research,Eve Tuck,"Tuck called for desire-based research to replace damage-centered framings of Indigenous and marginalized communities, foregrounding complexity, hope and survivance rather than reducing people to brokenness.","Reading Border through Desire: Queer Indigenous Theory, Nordic Settler Colonialism, and Trans Aesthetics",Kata Kyrola,Camera Obscura,Vol 38 No 3 (114),2023,https://read.dukeupress.edu/camera-obscura/article-abstract/38/3%20(114)/77/383730,"Reading Ali Abbasi's Border (2018) about gender-fluid trolls, uses Tuck's desire-based research plus queer Indigenous theory to argue the film can sensitize viewers to gender variance and to the Nordic settler-colonial trauma of the Sami.",abstract-only
the impasse,Lauren Berlant,"Berlant theorized the impasse as the stretched-out, suspended present in which subjects tread water amid attrition, a holding pattern produced when the fantasy of forward-moving good-life progress breaks down.","Surviving the Reset: Speedrunning Spyro, Trans Mundanity, and Playing in the Impasse",Madison Schmalzer,Camera Obscura,Vol 39 No 3 (117),2024,https://doi.org/10.1215/02705346-11365903,"Through autoethnography of speedrunning Spyro while transitioning, argues both videogame play and trans life are lived in Berlant's impasse, defined by prolonged waiting and negative affects like boredom and frustration.",abstract-only
environmental form,Brian R. Jacobson,Jacobson coins the downstream as a formal-aesthetic category to name how a film can deliver ecological critique not through plot but through audio-visual technique that makes viewers perceptually trace cascading effects of human action.,Evil Does Not Exist: Downstream Environmental Form,Brian R. Jacobson,Film Quarterly,Vol 78 No 2,2024,https://doi.org/10.1525/fq.2024.78.2.18,"Reading Ryusuke Hamaguchi's Evil Does Not Exist (2023), argues the film turns a familiar eco-parable into a perception-challenging experience of aesthetic ambiguity, delivering a message about environmental precarity through formal downstream effects.",abstract-only
Internal Family Systems,Richard C. Schwartz,"Schwartz developed Internal Family Systems to model the mind as autonomous, interconnected parts governed by a core Self, arguing there are no bad parts and that mental health comes from compassionately integrating one's emotional sub-personalities.",No Bad Parts: Forms of Self-Compassion in Inside Out 2,Ramzi Fawaz,Film Quarterly,Vol 78 No 2,2024,https://doi.org/10.1525/fq.2024.78.2.53,"Argues Inside Out 2 (2024) translates mindfulness, holistic medicine and the IFS model into form, presenting emotions as autonomous-but-interconnected parts and modeling an affective life premised on rejecting emotional denial.",OA
skepticism and acknowledgment,Stanley Cavell,"Cavell theorized skepticism (doubt about whether we can know other minds) and argued Hollywood comedies of remarriage stage its overcoming through conversation and mutual acknowledgment, making film a site of moral philosophy.",Suspicious Minds and Dead Bodies: Queer Romance and Skepticism in Rose Glass's Love Lies Bleeding,Michelle Devereaux,Film Quarterly,Vol 78 No 2,2024,https://doi.org/10.1525/fq.2024.78.2.24,"Reads Rose Glass's Love Lies Bleeding (2024) through Cavell, arguing the queer thriller opens a critical space in which doubt and insecurity between lovers are worked through toward Cavellian mutual acknowledgment.",abstract-only
cinema of poetry,Pier Paolo Pasolini,"Pasolini coined the cinema of poetry to describe filmmaking that moves beyond prose-like narrative realism toward a subjective, poetic, image-driven language (the free indirect point-of-view shot) expressing the filmmaker's vision through stylistic excess.",Alice Rohrwacher's Cinema of Poetry,Emma Wilson,Film Quarterly,Vol 77 No 4,2024,https://doi.org/10.1525/fq.2024.77.4.19,"Reading Rohrwacher's La Chimera (2023), argues Pasolini's films and writings are critical for understanding how Rohrwacher uses visual art and moves beyond realism into a poetic register.",abstract-only
infrastructure,Susan Leigh Star,"Star's ethnography of infrastructure argues that infrastructures are the normally invisible, boring sociotechnical relations that sustain practices, a lens for treating cultural practice as material, networked and political.","Cinephile Culture as Infrastructure: Relations and Networks in Hong Kong, 1960s-1980s",Emilie Sin-yi Choi,Film Quarterly,Vol 78 No 3,2025,https://doi.org/10.1525/fq.2025.78.3.23,"Drawing on critical infrastructure studies, argues Hong Kong's mid-century cinephile culture (cineclubs, criticism, experimental film networks) should be read as an infrastructure of relations cultivating alternative mediascapes under colonial governance.",abstract-only
t4t,Hil Malatino,"t4t (trans-for-trans) names a trans-centric ethos of love, care and solidarity, theorized in trans studies to describe how trans people orient toward one another for safety, recognition and mutual world-making rather than toward cisnormative recognition.","Orlando, Desire Lines: In Search of a t4t Documentary Practice",Eliot Dunn,Film Quarterly,Vol 78 No 1,2024,https://doi.org/10.1525/fq.2024.78.1.9,"Argues recent trans documentaries (Preciado's Orlando, My Political Biography and Rosskam's Desire Lines) move beyond representation toward a t4t documentary practice that resists conventional form to deliver care to trans audiences.",abstract-only
ostension,Linda Degh and Andrew Vazsonyi,"Degh and Vazsonyi coined ostension (1983) to describe how people pattern real-life behavior on shared legend models, performing or enacting legends rather than just telling them, explaining the porous boundary between folklore and lived action.",The Surprising Folklore of Analog Horror,Elinor Dolliver,Film Quarterly,Vol 79 No 3,2026,https://doi.org/10.1525/fq.2026.79.3.8,"Argues the YouTube/TikTok subgenre analog horror (e.g. Kris Straub's Local 58) functions like contemporary folklore, performing the social functions of legend through ostension and legend-tripping logics.",abstract-only
plasticity,Catherine Malabou,"Malabou developed plasticity, the dual capacity to both receive and give form (and to explode form), to theorize how living matter and the self are open to transformation rather than fixed.",Plastic Flesh and the Biological Oeuvre,Mitchell Herrmann,October,No 191,2025,https://doi.org/10.1162/octo_a_00545,"Reads the bio-art of Lynn Hershman Leeson, Anicka Yi and Juliana Huxtable as exposing the plasticity of living biology, arguing biotechnology's apparent mastery over life is undone by that plasticity and troubles the human/non-human distinction.",abstract-only
visceral economy,Georges Bataille,"Bataille's base materialism and economy of expenditure theorize matter and affect operating below idealist visual/rational form, energies of attraction and repulsion irreducible to ideal order.","Visceral Economies, Queer Dialectics: Eisenstein Meets Bataille",Elena Vogman,October,No 188,2024,https://doi.org/10.1162/octo_a_00520,"Maps the 1930 Paris encounter of Eisenstein and Bataille, arguing both share a cannibalistic and visceral model of mimesis constituting a visceral economy that administers affect as an aesthetic resource, and that Eisenstein embraced a queer dialectics.",abstract-only
base materialism,Georges Bataille,Bataille's informe and expenditure name an anti-idealist materialism; here invoked alongside Annette Michelson's countervailing principle that theory should not be imposed a priori on artworks.,Bataille and Eisenstein: In Defense of Michelson's View,Malcolm Turvey,October,No 189,2024,https://doi.org/10.1162/octo_a_00528,"A direct rebuttal to Vogman (No. 188): argues there is no real affinity between Eisenstein's and Bataille's thought and that Bataille's concepts should not be applied top-down to Eisenstein's films, defending Michelson's view.",abstract-only
reflexology,Ivan Pavlov,"Pavlov's reflex conditioning explained behavior as physiologically determined stimulus-response, which 1920s Soviet thinkers generalized into a materialist theory of how art conditions its audience.",The Reflex Republic: Physiologies of Art in the Early Soviet Union,Matthew Vollgraff,October,No 188,2024,https://doi.org/10.1162/octo_a_00519,"Recovers the 1920s reflexology of art that applied Pavlovian physiology to drama, cinema and literature (Meyerhold, Eisenstein, Tret'iakov), aiming to mold atomized individual subjectivities into a corporeal collective.",abstract-only
autopoiesis,Humberto Maturana and Francisco Varela,Maturana and Varela coined autopoiesis to name a system that continuously produces and maintains itself through its own recursive operations.,Cycle and Citation: What Hanne Darboven Calls Thinking,William Stewart,October,No 187,2024,https://doi.org/10.1162/octo_a_00507,"Reads Hanne Darboven's numerical paper machines as self-organizing, autopoietic systems, reframing Constructivism in her work and tracing El Lissitzky's influence.",abstract-only
counterpublic,Michael Warner,"The counterpublic names alternative discursive arenas formed by subordinated groups against a dominant bourgeois public sphere, theorizing how excluded voices circulate critique.",Counterpublics in Search of Infrastructures: Lessons from German Anti-Antisemitism,Sven Lutticken,October,No 189,2024,https://doi.org/10.1162/octo_a_00527,"Analyzes new forms of counterpublicness on social media and in art/academic groupings amid the suppression of criticism of Zionism in Germany, using historical theories of the counterpublic to read contemporary public-sphere infrastructure.",abstract-only
slow violence,Rob Nixon,"Nixon coined slow violence for harm that is gradual, attritional and dispersed across time and out of sight (e.g. environmental/structural damage), as opposed to spectacular, instantaneous violence.",On Indiana: A Disorientation Guide,Faye R. Gleisser,October,No 190,2024,https://doi.org/10.1162/octo_a_00539,"Critiques the artworld's at-risk discourse for fixating on acute crisis while ignoring the slow violence of colonial, anti-Black and neoliberal museum/university funding and lawfare, arguing the artworld is itself a riskocracy.",abstract-only
late fascism,Alberto Toscano,"Toscano coined late fascism (echoing late capitalism) to theorize fascism not as a fixed interwar type but as a recurring, plural formation entangled with race, colonialism, capitalism and crisis.",Six Propositions After Trump's Second Victory,David Joselit and Pamela M. Lee,October,No 191,2025,https://doi.org/10.1162/octo_a_00542,"Reading Trump's 2024 Madison Square Garden rally against the German American Bund's 1939 Pro American Rally in the same arena, mobilize lateness/late fascism to argue the US ignores fascism's homegrown nativist history at its peril.",OA
twofoldness,Richard Wollheim,"Wollheim coined twofoldness to describe how seeing a picture involves simultaneously seeing the marked surface and the depicted object, one doubled perceptual experience.","Surface, Material Bodies, and the Avant-Garde in Philosophy of Film",Byron Davies,October,No 191,2025,https://doi.org/10.1162/octo_a_00547,"Reads avant-garde cinema and Annette Michelson's film criticism through Wollheim's twofoldness, arguing both understand their medium as a site of doubled perception and both recur to Kleinian ideas of infancy and the body to ground filmic materiality.",abstract-only
soundscape,R. Murray Schafer,"Schafer's soundscape/schizophonia frame hearing as the sense best able to disclose one's embodied relation to the sonic environment, and name the modern severing of sounds from their sources.",Ears in the Cloud: Fantasies of Networked Perception,Harry Burson,October,No 193,2025,https://doi.org/10.1162/OCTO.a.14,"Reads Christina Kubisch's installation Cloud (2017) and her Electrical Walks within the Cage/Schafer tradition, as exemplifying a tendency to credit hearing with the power to apprehend invisible network infrastructure.",abstract-only
attachment theory / internal working models,John Bowlby,Bowlby coined 'attachment' and 'internal working models' to explain how the infant-caregiver bond forms enduring mental templates governing later emotional and social development,Attachment Theory and Mentalization in Richard Linklater's Boyhood,Maya Balakirsky Katz,American Imago,"Vol. 82, No. 1",2025,https://doi.org/10.1353/aim.2025.a962856,"Argues that Boyhood's classroom scenes overtly stage Bowlby's developmental paradigm, using attachment research's empirical apparatus to dramatize cinematic character development across the lifespan",OA
mentalization,Peter Fonagy,"Fonagy developed 'mentalization' (reflective functioning) to describe the capacity to understand oneself and others in terms of mental states, rooted in secure attachment",Attachment Theory and Mentalization in Richard Linklater's Boyhood,Maya Balakirsky Katz,American Imago,"Vol. 82, No. 1",2025,https://doi.org/10.1353/aim.2025.a962856,Contends that Linklater implicitly and perhaps unconsciously leans on Fonagy's mentalization model in the transitions between scenes to convey interior development,OA
transitional space / transitional object,Donald Winnicott,"Winnicott coined the 'transitional object' and 'transitional space' to theorize the intermediate area of experience between inner reality and the external world, the seat of play and culture",The Representation of Holocaust Trauma in The Song of Terezin by Franz Waxman: A Psychoanalytic Listening,Susanna Valimaki and Wojciech Stepien,American Imago,"Vol. 82, No. 1",2025,https://doi.org/10.1353/aim.2025.a962857,"Uses transitional space to argue that Waxman's musical memorial opens an ethical, intermediate zone where listeners can encounter the trauma of the Other through attentive (psychoanalytic) listening",OA
cultural trauma,Cathy Caruth / cultural trauma studies,"Cultural trauma theory explains how collective catastrophes are non-verbally and belatedly registered and transmitted, exceeding ordinary representation",The Representation of Holocaust Trauma in The Song of Terezin by Franz Waxman: A Psychoanalytic Listening,Susanna Valimaki and Wojciech Stepien,American Imago,"Vol. 82, No. 1",2025,https://doi.org/10.1353/aim.2025.a962857,"Argues that music, through its affective and bodily means, constructs a discourse of Holocaust trauma and mourning that words cannot, making The Song of Terezin a sonic mechanism of cultural memory",OA
the uncanny,Sigmund Freud,"Freud's 'the uncanny' (das Unheimliche) names the disturbing return of the familiar made strange, tied to repression and the death drive","Whistler's Mothers: Painters, Models, and Uncanny Arrangements",Max Cavitch,American Imago,"Vol. 82, No. 1",2025,https://doi.org/10.1353/aim.2025.a962855,"Reads Whistler's maternal portraiture through the Freudian uncanny to analyze the unsettling psychic arrangements between painter, model and viewer",OA
spectacular silence / sonic economy of moviegoing,Carlo Cenciarelli (building on cinema sound studies),The notion of 'spectacular silence' is advanced to explain a shift in how silence (vs. loudness) is marketed as the unique value of the cinematic listening experience,Spectacular Silence and the Ends of Moviegoing: The Cinema as A Quiet Place (c. 2021),Carlo Cenciarelli,"Music, Sound, and the Moving Image","Vol. 19, No. 1",2025,https://doi.org/10.3828/msmi.2025.1,"Argues that the A Quiet Place franchise's reversed sonic economy, foregrounding silence over spectacular sound, marks a broader transformation in the meanings and values of cinema as a place for listening after COVID-19 closures",OA
liminality,Victor Turner (after Arnold van Gennep),"Turner adapted van Gennep's rites-of-passage 'liminality' to theorize the ambiguous, in-between, threshold state that suspends ordinary social structure",Ambiguity and Liminality as Sonic Strategies in The Bridge,Kaapo Huttunen,"Music, Sound, and the Moving Image","Vol. 19, No. 1",2025,https://doi.org/10.3828/msmi.2025.2,"Argues that The Bridge's soundtrack consciously breaks conventional boundaries of music and sound design to create a liminal, ambiguous atmosphere mirroring the series' border setting and the 'gaps' between people",abstract-only
abjection / Powers of Horror,Julia Kristeva,"Kristeva theorized 'abjection' as the visceral horror at the breakdown of meaning and the self-other boundary, explaining attraction-repulsion toward the impure",Blood as a Fashion Statement: On the Trend of 'Abjection Chic' in Contemporary Horror Cinema,Milo Farragher-Hanks,Frames Cinema Journal,Issue 21,2023,https://doi.org/10.15664/fcj.v21.i0.2706,"Coins 'abjection chic' to argue that films like Last Night in Soho and Men evoke abject cult-horror conventions only to disembody and aestheticize them, neutralizing the subversive potential of cinematic abjection",OA
body genres / film excess,Linda Williams,"Williams coined the 'body genres' (horror, melodrama, pornography) to explain how excessive bodily affect is culturally dismissed yet central to these forms' appeal",Blood as a Fashion Statement: On the Trend of 'Abjection Chic' in Contemporary Horror Cinema,Milo Farragher-Hanks,Frames Cinema Journal,Issue 21,2023,https://doi.org/10.15664/fcj.v21.i0.2706,Draws on Williams's body genres to situate horror's sensory excess as the very quality that 'abjection chic' suppresses in pursuit of mainstream respectability and cultural capital,OA
