theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Lina Khan,New Brandeisianism,,Reviving structural antitrust against concentrated economic power,Politics,Political Economy & Comparative Politics,A. Political Economy & Neoliberalism,Contemporary,Knowledge,med
Linda Williams,Body Genres,,"Horror, melodrama and porn move bodies to excess",Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,Contemporary,DB,high
Linda Williams,Hard Core,,Pornography's drive to make pleasure visible,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,Contemporary,DB,high
Linda Williams,Playing the Race Card,,Melodrama staging racial injury as American spectacle,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,Contemporary,DB,high
Linda Williams,Frenzy of the Visible,,Cinema's compulsion to render the body fully visible,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,Contemporary,Knowledge,med
Linda Woodhead,Spiritual Revolution,,Shift from religion to subjective life-centered spirituality,Society,Advanced & Applied Social Theories,Religion,Contemporary,DB,high
Linda Woodhead,Religion and Gender,,Gendered structures and experiences within religious life,Society,Advanced & Applied Social Theories,Religion,Contemporary,DB,high
Linda Woodhead,The Subjective Turn,,Modern culture privileging inner authentic experience,Society,Advanced & Applied Social Theories,Religion,Contemporary,Knowledge,med
Linda Woodhead,No Religion (Nones),,Rise of non-affiliated as a major religious category,Society,Advanced & Applied Social Theories,Religion,Contemporary,Knowledge,med
Lisa Messeri,Placing Outer Space,,Scientists transform cosmic voids into knowable places,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,DB,high
Lisa Messeri,Imaginative Place-Making,,Turning planets and data into meaningful places,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,Web,high
Lisa Messeri,Anthropology of Outer Space,,Ethnographic study of how scientists know other worlds,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,DB,high
Lisa Messeri,In the Land of the Unreal,,Ethnography of virtual reality's promises and illusions,Society,Digital & Network Society,Science & Technology Studies (STS),Contemporary,Knowledge,med
Lisa Nakamura,Cybertypes,,Racial stereotypes reproduced in internet culture,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Lisa Nakamura,Cyberfeminism,,Feminist analysis of race and gender online,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Lisa Nakamura,Race After the Internet,,Digital technologies remaking racial formation,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Lisa Nakamura,Identity Tourism,,Users playing at racial otherness in online spaces,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,Knowledge,high
Liz Giuffre,Music and Nostalgia,,Popular music as vehicle for cultural memory,ART,Music & Sound Studies,A. Sociology & Politics of Music,Contemporary,DB,med
Liz Giuffre,Popular Music and Parenting,,Music as shared experience between caregivers and children,ART,Music & Sound Studies,A. Sociology & Politics of Music,Contemporary,Web,med
Liz Giuffre,Music in Television,,Theme tunes and scoring shaping televisual meaning,ART,Music & Sound Studies,A. Sociology & Politics of Music,Contemporary,Web,med
Loïc Wacquant,Territorial Stigmatization,,Spatial taint marking residents of degraded urban areas,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,DB,high
Loïc Wacquant,Body & Soul,,Carnal ethnography of boxing and embodied apprenticeship,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,DB,high
Loïc Wacquant,Prisons of Poverty,,Penal state managing insecurity produced by neoliberalism,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,DB,high
Loïc Wacquant,Advanced Marginality,,New urban poverty rooted in deindustrialized exclusion,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,Knowledge,high
Loïc Wacquant,Carnal Sociology,,Knowing the social world through the trained body,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,Knowledge,med
Luc Boltanski,The New Spirit of Capitalism,,Capitalism absorbing critique to renew its legitimacy,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,DB,high
Luc Boltanski,Distant Suffering,,Moral dilemmas of spectating others' mediated pain,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,DB,high
Luc Boltanski,On Critique,,Sociology of how actors justify and contest worth,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,DB,high
Luc Boltanski,Orders of Worth,,Plural regimes of justification actors invoke in disputes,Society,Contemporary Social Theories,Cultural Sociology (Bourdieu),Contemporary,Knowledge,high
Ludwig von Mises,Economic Calculation Problem,,Socialism cannot rationally allocate without market prices,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,Modern,DB,high
Ludwig von Mises,Praxeology,Praxeologie,Economics deduced from the logic of human action,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,Modern,DB,high
Ludwig von Mises,Human Action,,Purposeful action as the foundation of economics,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,Modern,DB,high
Ludwig von Mises,Methodological Individualism,,Social phenomena explained through individual acting subjects,Economics,"Welfare, Happiness & Heterodox Economics",Marxist & Heterodox Traditions,Modern,Knowledge,high
Madhav Prasad,Ideology of the Hindi Film,,Materialist analysis of Bombay cinema's narrative form,Critics,Historical & Cultural Materialist,B. Cultural Studies,Contemporary,DB,high
Madhav Prasad,Feudal Family Romance,,Dominant Hindi-film form upholding patriarchal social authority,Critics,Historical & Cultural Materialist,B. Cultural Studies,Contemporary,Web,high
Madhav Prasad,The Absolutist Gaze,,Darsanic spectatorship positioning viewers before symbolic authority,Critics,Historical & Cultural Materialist,B. Cultural Studies,Contemporary,Web,high
Madhav Prasad,Cinema of State,,Cinema's entanglement with the project of the nation-state,Critics,Historical & Cultural Materialist,B. Cultural Studies,Contemporary,DB,med
Mae Ngai,Impossible Subjects,,Illegal aliens produced by modern immigration law,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,DB,high
Mae Ngai,The Lucky Few,,Constrained inclusion of select immigrants under restriction,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,DB,high
Mae Ngai,Alien Citizenship,,Citizens racialized as perpetual foreigners,History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,Knowledge,high
Mae Ngai,Migration History,,"Historical study of borders, law and human movement",History,"Political, Legal & Global History",C. Global & Transnational,Contemporary,DB,med
Malcolm Gladwell,The Tipping Point,,Small changes trigger sudden social epidemics,Society,Contemporary Sociological Perspectives,,Contemporary,DB,high
Malcolm Gladwell,David and Goliath,,Apparent disadvantages can become hidden strengths,Society,Contemporary Sociological Perspectives,,Contemporary,DB,high
Malcolm Gladwell,Underdog Tactics,,Weaker actors winning by changing the rules of contest,Society,Contemporary Sociological Perspectives,,Contemporary,DB,med
Malcolm Gladwell,Blink,,Rapid intuitive judgment ('thin-slicing') can outperform deliberation,Society,Contemporary Sociological Perspectives,,Contemporary,Knowledge,high
Malcolm Gladwell,Outliers,,"Success arises from context, timing and accumulated advantage",Society,Contemporary Sociological Perspectives,,Contemporary,Knowledge,high
Manuel Castells,The Network Society,,Society organized around digital information networks,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Manuel Castells,Space of Flows,,Power flowing through networks rather than fixed places,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Manuel Castells,Communication Power,,Power exercised through control of communication networks,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Manuel Castells,The Information Society,,Informationalism as the new mode of development,Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Manuel Castells,Timeless Time,,"Network compression dissolving sequential, clock-based time",Society,Digital & Network Society,Social Technology & Data,Contemporary,Knowledge,med
Manuel Castells,Mass Self-Communication,,Networked individuals broadcasting to self-selected publics,Society,Digital & Network Society,Social Technology & Data,Contemporary,Knowledge,med
Marcel Mauss,The Gift,Essai sur le don,"Gift exchange obligates giving, receiving and reciprocating",Society,Classical Sociological Traditions,,Classical,DB,high
Marcel Mauss,Techniques of the Body,Les techniques du corps,Culturally trained ways of using the body,Society,Classical Sociological Traditions,,Classical,DB,high
Marcel Mauss,Total Social Fact,fait social total,Phenomena engaging all dimensions of social life at once,Society,Classical Sociological Traditions,,Classical,DB,high
Marcel Mauss,Habitus,,Acquired bodily dispositions shaped by society,Society,Classical Sociological Traditions,,Classical,Knowledge,high
Margaret Gibson,Objects of the Dead,,Possessions of the deceased mediating grief and memory,Culture,"Material, Spatial & Heritage Culture",A. Material Culture & Objects,Contemporary,DB,high
Margaret Gibson,Digital Graves,,Online platforms as new sites of mourning and memorial,Culture,"Material, Spatial & Heritage Culture",A. Material Culture & Objects,Contemporary,DB,high
Margaret Gibson,Mourning and Material Culture,,Grief enacted through and attached to physical objects,Culture,"Material, Spatial & Heritage Culture",A. Material Culture & Objects,Contemporary,DB,high
Marijke de Valck,Film Festival Network,,Festivals forming a global circuit of value and prestige,ART,Anthropology & Sociology of Art,C. Art Markets & Institutions,Contemporary,DB,high
Marijke de Valck,Film Festivals as Gatekeepers,,Festivals consecrating films and shaping global cinema culture,ART,Anthropology & Sociology of Art,C. Art Markets & Institutions,Contemporary,DB,high
Marijke de Valck,Global Film Culture,,Transnational circulation of art cinema through festivals,ART,Anthropology & Sociology of Art,C. Art Markets & Institutions,Contemporary,DB,med
Marilyn Strathern,The Gender of the Gift,,Melanesian personhood and gender beyond Western categories,Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,high
Marilyn Strathern,Partial Connections,,"Knowledge linked through partial, non-totalizing relations",Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,high
Marilyn Strathern,The Dividual,,Person constituted by relations rather than bounded individuality,Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,Knowledge,high
Marilyn Strathern,Kinship,,Relatedness as a domain of cultural and conceptual analysis,Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,med
Marina Warner,From the Beast to the Blonde,,Fairy tales tracing histories of female storytelling,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,DB,high
Marina Warner,Fairy Tales,,Folk and fairy tales as cultural and gendered forms,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,DB,high
Marina Warner,Myth,,"Myths as living, mutable cultural narratives",ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,DB,high
Marina Warner,Monuments and Maidens,,Female allegory in the public imagery of nation and ideal,ART,Literature & Literary Theory,B. Historicism & Society,Contemporary,Knowledge,med
Mark Andrejevic,Digital Enclosure,,"Online activity captured as monitored, monetizable space",Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,DB,high
Mark Andrejevic,Automated Surveillance,,Algorithmic monitoring as routine condition of digital life,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,DB,high
Mark Andrejevic,Interactive Audience,,Participation harnessed as a form of unpaid labor,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,DB,high
Mark Andrejevic,Infoglut,,Information overload enabling new strategies of control,Culture,"Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,Contemporary,Knowledge,med
Mark Banks,Creative Labour,,Work in cultural industries as ambivalent and precarious,Culture,Cultural Economy & Production,A. Creative & Cultural Industries,Contemporary,DB,high
Mark Banks,Creative Justice,,Fairness and equity in cultural production and work,Culture,Cultural Economy & Production,A. Creative & Cultural Industries,Contemporary,DB,high
Mark Banks,The Politics of Cultural Work,,Cultural work as a site of moral and political struggle,Culture,Cultural Economy & Production,A. Creative & Cultural Industries,Contemporary,DB,high
Mark D. West,"Secrets, Sex, and Spectacle",,Scandal as a window onto Japanese and US legal cultures,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",Contemporary,DB,high
Mark D. West,Law in Everyday Japan,,Ordinary disputes revealing how Japanese law actually works,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",Contemporary,DB,med
Mark D. West,Comparative Legal Culture,,Comparing how societies define and police scandal,LAW,Law and Society & Sociology of Law,"B. Social Control, Deviance & Legal Culture",Contemporary,Knowledge,med
Mark McLelland,Male Homosexuality in Modern Japan,,History of queer male life and media in Japan,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,high
Mark McLelland,Queer Japan,,Diverse sexual and gender cultures across modern Japan,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,high
Mark McLelland,Digital Media in Japan,,Internet and mobile media reshaping Japanese intimacy,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,med
Mark Seltzer,Wound Culture,,Public fascination gathering around trauma and torn bodies,Critics,Affect & Sensory,C. Trauma & Witnessing,Contemporary,DB,high
Mark Seltzer,Serial Killers,,The serial killer as figure of modern machine culture,Critics,Affect & Sensory,C. Trauma & Witnessing,Contemporary,DB,high
Mark Seltzer,True Crime,,True crime as the spectacle of pathological public,Critics,Affect & Sensory,C. Trauma & Witnessing,Contemporary,DB,high
Mark Seltzer,The Pathological Public Sphere,,"Collective life organized around shock, wound and trauma",Critics,Affect & Sensory,C. Trauma & Witnessing,Contemporary,Knowledge,med
Marshall McLuhan,The Medium is the Message,,"The medium itself, not content, shapes society",Culture,Media & Communication,B. Media Archaeology & Materiality,Modern,DB,high
Marshall McLuhan,The Global Village,,Electronic media collapsing the world into one community,Culture,Media & Communication,B. Media Archaeology & Materiality,Modern,DB,high
Marshall McLuhan,Media Ecology,,Media as environments that reshape human perception,Culture,Media & Communication,B. Media Archaeology & Materiality,Modern,DB,high
Marshall McLuhan,Hot and Cool Media,,Media classified by sensory intensity and participation,Culture,Media & Communication,B. Media Archaeology & Materiality,Modern,Knowledge,high
Marshall McLuhan,Media as Extensions of Man,,Technologies extend and amputate human faculties,Culture,Media & Communication,B. Media Archaeology & Materiality,Modern,Knowledge,high
Martha Nussbaum,Capabilities Approach,,Justice measured by what people can actually do and be,Politics,"Justice, Recognition & Community",A. Liberalism & Justice,Contemporary,DB,high
Martha Nussbaum,Fragility of Goodness,,Ethical life vulnerable to luck beyond our control,Politics,"Justice, Recognition & Community",A. Liberalism & Justice,Contemporary,DB,high
Martha Nussbaum,Hiding from Humanity,,Disgust and shame as dangerous bases for law,Politics,"Justice, Recognition & Community",A. Liberalism & Justice,Contemporary,DB,high
Martha Nussbaum,Cosmopolitanism,,Primary moral allegiance to humanity over nation,Politics,"Justice, Recognition & Community",A. Liberalism & Justice,Contemporary,DB,high
Martha Nussbaum,Law and Literature,,Literary imagination cultivating just public reasoning,Politics,"Justice, Recognition & Community",A. Liberalism & Justice,Contemporary,DB,high
Martha Nussbaum,Narrative Imagination,,Empathy through imagining another's life and story,Politics,"Justice, Recognition & Community",A. Liberalism & Justice,Contemporary,Knowledge,high
Martin Seligman,Learned Helplessness,,Repeated uncontrollable adversity produces passivity,Psychology,Positive Psychology,A. Well-being Models,Contemporary,DB,high
Martin Seligman,Positive Psychology,,Scientific study of well-being and human flourishing,Psychology,Positive Psychology,A. Well-being Models,Contemporary,DB,high
Martin Seligman,PERMA Model,,"Well-being from positive emotion, engagement, relationships, meaning, achievement",Psychology,Positive Psychology,A. Well-being Models,Contemporary,DB,high
Martin Seligman,Character Strengths and Virtues,,Classification of universally valued human strengths,Psychology,Positive Psychology,A. Well-being Models,Contemporary,DB,high
Martin Seligman,Learned Optimism,,Optimistic explanatory styles can be cultivated,Psychology,Positive Psychology,A. Well-being Models,Contemporary,Knowledge,high
Mary Beltrán,Latina/o Stars in U.S. Eyes,,Latinx stardom shaped by Hollywood racial logics,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Mary Beltrán,Latina/o Media Studies,,Critical study of Latinx representation across media,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Mary Beltrán,Mixed Race in Media,,Multiracial identity and its screen representations,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,DB,high
Masao Maruyama,System of Irresponsibility,無責任の体系,Diffuse authority where no one bears clear responsibility,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,DB,high
Masao Maruyama,Thought and Behaviour in Modern Japanese Politics,,Analysis of Japanese ultranationalism and fascism,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,DB,high
Masao Maruyama,Modernization,,Japan's incomplete passage to modern political subjectivity,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,DB,med
Masao Maruyama,Bog/Sasara Pattern,,Contrasting forms of cultural-intellectual organization,Politics,"Power, Elites & Classical Democratic Theory",C. Totalitarianism & Authoritarianism,Modern,Knowledge,med
Matt Hills,Fan Cultures,,"Fandom as identity, performance and interpretive community",Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Matt Hills,Cult Cinema,,"Films sustained by devotion, repetition and subcultural value",Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Matt Hills,Fan Studies,,Academic field theorizing fan practices and affect,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Matt Hills,Imagined Subjective Use-Value,,"Personal, affective worth fans assign to their objects",Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,Knowledge,med
Matthew Gentzkow,Media Bias,,"Market demand, not just supply, drives slanted news",Economics,"Platform, Digital & Data Economy",Data & Algorithmic Markets,Contemporary,DB,high
Matthew Gentzkow,Polarization,,Empirical study of rising partisan media division,Economics,"Platform, Digital & Data Economy",Data & Algorithmic Markets,Contemporary,DB,high
Matthew Gentzkow,Digital News,,Economics of online news consumption and competition,Economics,"Platform, Digital & Data Economy",Data & Algorithmic Markets,Contemporary,DB,med
Matthew Gutmann,The Meanings of Macho,,"Mexican masculinity as varied, negotiated and changing",Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,high
Matthew Gutmann,Global Masculinities,,Manhood compared across cultures and political economies,Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,high
Matthew Gutmann,Fixin' Men,,"Men's reproductive health, sexuality and bodily agency",Society,Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,DB,med
Matt Ridley,The Rational Optimist,,Exchange and specialization drive human progress,Nature,Evolutionary Theory & Human Origins,A. Selection & Adaptation,Contemporary,DB,high
