theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Alain Badiou,The Subject,Le sujet,Subject constituted by faithful response to an event,Politics,Radical & Critical Traditions,D. Post-Structuralism & Postmodern Politics,Contemporary,Knowledge,high
Alain Badiou,Being and Event,L'Être et l'Événement,Set-theoretic ontology grounding being as pure multiplicity,Politics,Radical & Critical Traditions,D. Post-Structuralism & Postmodern Politics,Contemporary,Knowledge,high
Albert O. Hirschman,"Exit, Voice, and Loyalty",,"Three responses to decline: leaving, protesting, or staying loyal",Economics,Political Economy & Public Choice,Public Choice & Political Behavior,Modern,DB,high
Albert O. Hirschman,The Passions and the Interests,,How commerce was justified as taming destructive human passions,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,Modern,DB,high
Albert O. Hirschman,Shifting Involvements,,Cyclical oscillation between private pursuits and public action,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,Modern,DB,high
Albert O. Hirschman,The Rhetoric of Reaction,,Three recurring argumentative tropes used against reform,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,Modern,Knowledge,high
Albert O. Hirschman,Linkages,,Development driven by backward and forward economic linkages,Economics,Political Economy & Public Choice,Public Choice & Political Behavior,Modern,Knowledge,med
Alexander Wendt,Constructivism (IR),,"International structure constituted by shared ideas, not just material force",Politics,International Relations & Security,A. International Relations,Contemporary,DB,high
Alexander Wendt,Social Theory of International Politics,,Systematic constructivist account of identities and interests in IR,Politics,International Relations & Security,A. International Relations,Contemporary,DB,high
Alexander Wendt,Anarchy Is What States Make of It,,"Anarchy has no fixed logic; states' interactions define it",Politics,International Relations & Security,A. International Relations,Contemporary,Knowledge,high
Alexander Wendt,Cultures of Anarchy,,"Hobbesian, Lockean, Kantian cultures structuring state relations",Politics,International Relations & Security,A. International Relations,Contemporary,Knowledge,high
Alice E. Marwick,Micro-celebrity,,Self-presentation as a persona managed for an online audience,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Alice E. Marwick,Self-Branding,,Cultivating one's self as a marketable commodity on social media,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Alice E. Marwick,Attention Economy,,Competition for scarce attention as the currency of digital media,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,DB,high
Alice E. Marwick,Context Collapse,,Multiple audiences flattened into one on social platforms,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Knowledge,high
Alice E. Marwick,Networked Privacy,,Privacy as collectively negotiated rather than individually controlled,Culture,"Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Knowledge,med
Alice Miller,The Drama of the Gifted Child,Das Drama des begabten Kindes,How parental needs deform a sensitive child's true self,Psychology,Psychoanalytic & Psychodynamic,B. Object Relations & Self,Modern,DB,high
Alice Miller,Poisonous Pedagogy,Schwarze Pädagogik,Child-rearing that breaks the will through legitimized cruelty,Psychology,Psychoanalytic & Psychodynamic,B. Object Relations & Self,Modern,Knowledge,high
Alice Miller,The Enlightened Witness,,A supportive figure who validates the abused child's reality,Psychology,Psychoanalytic & Psychodynamic,B. Object Relations & Self,Modern,Knowledge,med
Alice Miller,Repression of Childhood Trauma,,Buried childhood suffering resurfacing in adult symptoms,Psychology,Psychoanalytic & Psychodynamic,B. Object Relations & Self,Modern,Knowledge,med
Anders Albrechtslund,Participatory Surveillance,,"Voluntary, sociable self-monitoring reframing surveillance as empowering",Society,Digital & Network Society,Social Technology & Data,Contemporary,DB,high
Anders Albrechtslund,Lateral Surveillance,,Peer-to-peer watching among equals rather than top-down monitoring,Society,Digital & Network Society,Social Technology & Data,Contemporary,Knowledge,med
Anders Albrechtslund,Surveillance as Play,,"Self-tracking experienced as pleasurable, gamified social activity",Society,Digital & Network Society,Social Technology & Data,Contemporary,Knowledge,med
K. Anders Ericsson,Deliberate Practice,,"Focused, feedback-driven training that builds expert performance",Psychology,Cognitive,B. Memory & Attention,Modern,DB,high
K. Anders Ericsson,Expert Performance,,"Elite skill explained by structured practice, not innate talent",Psychology,Cognitive,B. Memory & Attention,Modern,Knowledge,high
K. Anders Ericsson,Mental Representations,,Refined internal models that distinguish experts from novices,Psychology,Cognitive,B. Memory & Attention,Modern,Knowledge,high
K. Anders Ericsson,Long-Term Working Memory,,Skilled retrieval structures expanding effective working memory,Psychology,Cognitive,B. Memory & Attention,Modern,Knowledge,med
Andrea O'Reilly,Matricentric Feminism,,A feminism centering mothers' distinct needs and standpoint,Family,"모성·부성·양육 이론 (Motherhood, Fatherhood & Parenting)",B. 모성·부성 (Motherhood & Fatherhood),Contemporary,DB,high
Andrea O'Reilly,Empowered Mothering,,Mothering practiced as a site of agency and resistance,Family,"모성·부성·양육 이론 (Motherhood, Fatherhood & Parenting)",B. 모성·부성 (Motherhood & Fatherhood),Contemporary,Knowledge,high
Andrea O'Reilly,Motherhood vs. Mothering,,Patriarchal institution distinguished from women's lived practice,Family,"모성·부성·양육 이론 (Motherhood, Fatherhood & Parenting)",B. 모성·부성 (Motherhood & Fatherhood),Contemporary,Knowledge,high
Andrea O'Reilly,Maternal Theory,,Establishing motherhood studies as an academic discipline,Family,"모성·부성·양육 이론 (Motherhood, Fatherhood & Parenting)",B. 모성·부성 (Motherhood & Fatherhood),Contemporary,Knowledge,med
Andreas Malm,How to Blow Up a Pipeline,,Case for property sabotage within the climate movement,Politics,"Postcolonial, Feminist & Environmental Politics",C. Environmental Politics & Justice,Contemporary,DB,high
Andreas Malm,Fossil Capital,,Capitalism's structural dependence on fossil-fueled steam power,Politics,"Postcolonial, Feminist & Environmental Politics",C. Environmental Politics & Justice,Contemporary,Knowledge,high
Andreas Malm,War Communism (Climate),,Emergency state mobilization to confront ecological catastrophe,Politics,"Postcolonial, Feminist & Environmental Politics",C. Environmental Politics & Justice,Contemporary,Knowledge,med
Andreas Malm,The Capitalocene,,"Climate crisis attributed to capital, not undifferentiated humanity",Politics,"Postcolonial, Feminist & Environmental Politics",C. Environmental Politics & Justice,Contemporary,Knowledge,med
Andrew Chadwick,Hybrid Media System,,Old and new media logics interwoven in political communication,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,DB,high
Andrew Chadwick,Political Information Cycle,,News cycle reshaped by overlapping older and newer media,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,Knowledge,med
Andrew Chadwick,Internet Politics,,How digital networks reconfigure power and participation,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,Knowledge,med
André Bazin,The Myth of Total Cinema,Le mythe du cinéma total,Cinema's driving dream of a complete reproduction of reality,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,Modern,DB,high
André Bazin,Ontology of the Photographic Image,Ontologie de l'image photographique,Photograph's existential bond to the reality it imprints,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,Modern,Knowledge,high
André Bazin,Long Take and Deep Focus,Plan-séquence,Realist style preserving spatial unity and viewer's freedom,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,Modern,Knowledge,high
André Bazin,Mummy Complex,Complexe de la momie,Art's primal urge to preserve life against time and death,Critics,Phenomenological & Hermeneutic,B. Aesthetics & Phenomenology of Reading,Modern,Knowledge,med
André Leon Talley,The Chiffon Trenches,,Memoir exposing race and power inside high fashion,ART,Fashion & Dress Studies,B. Fashion as Performance & Spectacle,Contemporary,DB,high
André Leon Talley,Fashion as Spectacle,,Reading runway and editorial as theatrical cultural performance,ART,Fashion & Dress Studies,B. Fashion as Performance & Spectacle,Contemporary,Knowledge,med
André Leon Talley,Style as Cultural Authority,,The fashion arbiter's gatekeeping power over taste and access,ART,Fashion & Dress Studies,B. Fashion as Performance & Spectacle,Contemporary,Knowledge,med
Angela Davis,Are Prisons Obsolete?,,Argument for prison abolition as a transformative project,Politics,Radical & Critical Traditions,A. Marxism & Socialism,Contemporary,DB,high
Angela Davis,Prison Industrial Complex,,Interlocking interests profiting from mass incarceration,Politics,Radical & Critical Traditions,A. Marxism & Socialism,Contemporary,Knowledge,high
Angela Davis,Abolition Democracy,,Building institutions of freedom beyond mere abolition of prisons,Politics,Radical & Critical Traditions,A. Marxism & Socialism,Contemporary,Knowledge,high
Angela Davis,"Intersection of Race, Gender, Class",,Analysis of oppression as interlocking systems of domination,Politics,Radical & Critical Traditions,A. Marxism & Socialism,Contemporary,Knowledge,high
Angela Duckworth,Grit,,Sustained passion and perseverance toward long-term goals,Psychology,Positive Psychology,B. Strengths & Virtues,Contemporary,DB,high
Angela Duckworth,Self-Control and Educational Outcomes,,Self-regulation predicting academic success beyond IQ,Psychology,Positive Psychology,B. Strengths & Virtues,Contemporary,DB,high
Angela Duckworth,Deliberate Practice (Grit),,"Effortful, goal-directed practice as the engine of gritty achievement",Psychology,Positive Psychology,B. Strengths & Virtues,Contemporary,Knowledge,med
Angela McRobbie,Post-Feminism,,Feminism taken into account then repudiated as no longer needed,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Angela McRobbie,The Aftermath of Feminism,,How feminist gains are undone through individualized empowerment,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Angela McRobbie,Precarity,,"Insecure, unprotected labor especially in creative industries",Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,DB,high
Angela McRobbie,The Postfeminist Masquerade,,Performed hyper-femininity that re-secures patriarchal order,Culture,British Cultural Studies (Birmingham School),B. Subculture & Fandom,Contemporary,Knowledge,med
Anne Allison,Precarious Japan,,Social and existential insecurity in post-bubble Japanese life,Society,Advanced & Applied Social Theories,Globalization & Development,Contemporary,DB,high
Anne Allison,Relationships of Dependence (Amae),甘え,Intimate dependency structuring Japanese hostess-club sociality,Society,Advanced & Applied Social Theories,Globalization & Development,Contemporary,Knowledge,med
Anne Allison,Refugee from Belonging,,Loss of secure social attachment in neoliberal Japan,Society,Advanced & Applied Social Theories,Globalization & Development,Contemporary,Knowledge,med
Anne Helen Petersen,Unruly Women,,Female stars who exceed and trouble norms of acceptable femininity,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,high
Anne Helen Petersen,"Too Fat, Too Slutty, Too Loud",,Women policed for being too much against gendered expectations,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,DB,high
Anne Helen Petersen,Burnout (Millennial),,Chronic exhaustion as the structuring condition of a generation,Culture,Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,Knowledge,high
Annette Hill,Reality TV,,Audience engagement with the authenticity and ethics of factual TV,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,DB,high
Annette Hill,Spectacle of the Real,,Viewers' negotiated belief in the truth claims of reality formats,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,Knowledge,med
Annette Hill,Media Experiences,,Audiences as active interpreters across genres and platforms,Culture,Media & Communication,A. Media Effects & Audiences,Contemporary,Knowledge,med
Anthony Giddens,Structuration Theory,,Structure and agency mutually constituted through recurrent practice,Society,Contemporary Sociological Perspectives,—,Modern,DB,high
Anthony Giddens,The Duality of Structure,,Rules and resources as both medium and outcome of action,Society,Contemporary Sociological Perspectives,—,Modern,DB,high
Anthony Giddens,Reflexive Modernization,,Modernity continually revising itself through self-confrontation,Society,Contemporary Sociological Perspectives,—,Modern,DB,high
Anthony Giddens,Disembedding,,Social relations lifted out of local contexts across time-space,Society,Contemporary Sociological Perspectives,—,Modern,DB,high
Anthony Giddens,Reflexive Project of the Self,,"Identity as an ongoing, self-monitored narrative under late modernity",Society,Contemporary Sociological Perspectives,—,Modern,DB,high
Anthony Giddens,The Transformation of Intimacy,,"Shift toward egalitarian, negotiated intimate relationships",Society,Contemporary Sociological Perspectives,—,Modern,DB,high
Anthony Giddens,The Pure Relationship,,"Bond sustained only by mutual satisfaction, not external duty",Society,Contemporary Sociological Perspectives,—,Modern,DB,high
Anthony Giddens,Expert Systems,,Abstract technical systems we trust without understanding,Society,Contemporary Sociological Perspectives,—,Modern,DB,high
Anthony Giddens,Double Hermeneutic,,Social science concepts loop back to reshape the world they describe,Society,Contemporary Sociological Perspectives,—,Modern,DB,high
Anthony Giddens,Ontological Security,,Basic sense of continuity and trust grounding everyday confidence,Society,Contemporary Sociological Perspectives,—,Modern,Knowledge,high
Antonio Gramsci,Hegemony,Egemonia,Rule sustained by manufactured consent more than coercion,Politics,Radical & Critical Traditions,C. Critical Theory & Neo-Marxism,Modern,DB,high
Antonio Gramsci,Organic Intellectuals,Intellettuali organici,Thinkers arising from and articulating a class's interests,Politics,Radical & Critical Traditions,C. Critical Theory & Neo-Marxism,Modern,DB,high
Antonio Gramsci,Ideology,,Lived system of meanings securing a class's social leadership,Politics,Radical & Critical Traditions,C. Critical Theory & Neo-Marxism,Modern,DB,high
Antonio Gramsci,War of Position,Guerra di posizione,Slow cultural struggle to win hegemony across civil society,Politics,Radical & Critical Traditions,C. Critical Theory & Neo-Marxism,Modern,Knowledge,high
Antonio Gramsci,Passive Revolution,Rivoluzione passiva,Change managed from above to absorb and neutralize challenges,Politics,Radical & Critical Traditions,C. Critical Theory & Neo-Marxism,Modern,Knowledge,high
Antonio Gramsci,The Subaltern,Subalterno,Groups excluded from hegemonic power and historical voice,Politics,Radical & Critical Traditions,C. Critical Theory & Neo-Marxism,Modern,Knowledge,high
Arjun Appadurai,Global Cultural Flows,,Disjunctive global circulation along five interacting -scapes,Culture,Global & Transnational Culture,B. Diaspora & Deterritorialization,Contemporary,DB,high
Arjun Appadurai,Mediascapes,,Image-flows and narratives distributed by global media,Culture,Global & Transnational Culture,B. Diaspora & Deterritorialization,Contemporary,DB,high
Arjun Appadurai,Deterritorialization,,Loosening of culture from fixed places under globalization,Culture,Global & Transnational Culture,B. Diaspora & Deterritorialization,Contemporary,DB,high
Arjun Appadurai,Modernity at Large,,Globalization reworking imagination as a social practice,Culture,Global & Transnational Culture,B. Diaspora & Deterritorialization,Contemporary,DB,high
Arjun Appadurai,Production of Locality,,Locality actively produced rather than naturally given,Culture,Global & Transnational Culture,B. Diaspora & Deterritorialization,Contemporary,DB,high
Arjun Appadurai,The Social Life of Things,,Commodities understood through their changing biographies,Culture,Global & Transnational Culture,B. Diaspora & Deterritorialization,Contemporary,DB,high
Arjun Appadurai,Ethnoscapes,,"Global landscape of moving persons: migrants, tourists, refugees",Culture,Global & Transnational Culture,B. Diaspora & Deterritorialization,Contemporary,Knowledge,high
Arlie Russell Hochschild,Emotional Labor,,Managing feelings to meet the emotional demands of a job,Society,Contemporary Social Theories,Emotion & Affect,Modern,DB,high
Arlie Russell Hochschild,The Managed Heart,,Commercialization of feeling in service work,Society,Contemporary Social Theories,Emotion & Affect,Modern,DB,high
Arlie Russell Hochschild,The Second Shift,,Women's unpaid domestic labor after the paid workday,Society,Contemporary Social Theories,Emotion & Affect,Modern,DB,high
Arlie Russell Hochschild,Deep Acting,,Inducing genuine feeling to perform an emotional role,Society,Contemporary Social Theories,Emotion & Affect,Modern,DB,high
Arlie Russell Hochschild,Global Care Chains,,Transnational chains transferring care labor across borders,Society,Contemporary Social Theories,Emotion & Affect,Modern,DB,high
Arlie Russell Hochschild,Feeling Rules,,Social norms governing what one should feel in given situations,Society,Contemporary Social Theories,Emotion & Affect,Modern,DB,high
Arlie Russell Hochschild,Time Bind,,Workplace becoming home and home becoming work,Society,Contemporary Social Theories,Emotion & Affect,Modern,DB,high
Arthur Frank,The Wounded Storyteller,,Illness reclaimed through the patient telling their own story,Medicine,Critical Medical Humanities,A. Narrative Medicine & Illness Narratives,Contemporary,DB,high
Arthur Frank,The Quest Narrative,,Illness narrated as a journey yielding insight and transformation,Medicine,Critical Medical Humanities,A. Narrative Medicine & Illness Narratives,Contemporary,DB,high
Arthur Frank,The Restitution Narrative,,Illness story expecting a return to prior health,Medicine,Critical Medical Humanities,A. Narrative Medicine & Illness Narratives,Contemporary,DB,high
Arthur Frank,The Chaos Narrative,,"Illness account without sequence, control, or recoverable order",Medicine,Critical Medical Humanities,A. Narrative Medicine & Illness Narratives,Contemporary,Knowledge,high
Arthur Koestler,Bisociation,,Creativity as colliding two unrelated frames of reference,Psychology,Cognitive,C. Decision-Making & Heuristics,Modern,DB,high
Arthur Koestler,Creativity (Act of Creation),,"Unified theory linking humor, discovery, and art",Psychology,Cognitive,C. Decision-Making & Heuristics,Modern,DB,high
Arthur Koestler,The Holon,,Entity that is simultaneously a whole and a part,Psychology,Cognitive,C. Decision-Making & Heuristics,Modern,Knowledge,high
Arthur Koestler,The Ghost in the Machine,,"Critique of the unintegrated, conflict-prone human brain",Psychology,Cognitive,C. Decision-Making & Heuristics,Modern,Knowledge,med
Ashis Nandy,The Intimate Enemy,,Colonialism's psychological grip on both colonizer and colonized,Politics,"Postcolonial, Feminist & Environmental Politics",A. Postcolonial & Decolonial Politics,Contemporary,DB,high
Ashis Nandy,The Loss and Recovery of Self,,Recovering a colonized psyche split by Western models of selfhood,Politics,"Postcolonial, Feminist & Environmental Politics",A. Postcolonial & Decolonial Politics,Contemporary,Knowledge,med
Ashis Nandy,Critique of Modernity,,Challenge to Western modernity as a universal civilizational norm,Politics,"Postcolonial, Feminist & Environmental Politics",A. Postcolonial & Decolonial Politics,Contemporary,Knowledge,med
Mikhail Bakhtin,Dialogism,Диалогизм,Meaning arises only in the interplay of multiple voices,Critics,Intertextual & Comparative,A. Intertextuality,Modern,DB,high
Mikhail Bakhtin,Carnival,Карнавал,Festive inversion that suspends hierarchy and official order,Critics,Intertextual & Comparative,A. Intertextuality,Modern,DB,high
Mikhail Bakhtin,Carnivalesque,Карнавальное,"Literary mode importing carnival's subversive, irreverent energy",Critics,Intertextual & Comparative,A. Intertextuality,Modern,DB,high
Mikhail Bakhtin,Grotesque Realism,Гротескный реализм,Imagery of the lower body degrading and renewing the world,Critics,Intertextual & Comparative,A. Intertextuality,Modern,DB,high
Mikhail Bakhtin,Heteroglossia,Разноречие,The novel's stratified clash of competing social languages,Critics,Intertextual & Comparative,A. Intertextuality,Modern,Knowledge,high
Mikhail Bakhtin,The Chronotope,Хронотоп,Intrinsic connectedness of time and space in narrative,Critics,Intertextual & Comparative,A. Intertextuality,Modern,Knowledge,high
Mikhail Bakhtin,Polyphony,Полифония,Many independent consciousnesses coexisting unmerged in a novel,Critics,Intertextual & Comparative,A. Intertextuality,Modern,Knowledge,high
Barbara Browning,Samba: Resistance in Motion,,Afro-Brazilian dance as embodied cultural resistance,ART,Dance & Embodiment Studies,"B. Dance, Politics & Society",Contemporary,DB,high
Barbara Browning,Infectious Rhythm,,Metaphors of contagion in racialized narratives of culture,ART,Dance & Embodiment Studies,"B. Dance, Politics & Society",Contemporary,Knowledge,med
Barbara Browning,Embodied Knowledge,,Dance as a way of knowing and transmitting cultural memory,ART,Dance & Embodiment Studies,"B. Dance, Politics & Society",Contemporary,Knowledge,med
Jean Baudrillard,Simulacra and Simulation,Simulacres et simulation,Copies without originals replacing and obscuring the real,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Modern,DB,high
Jean Baudrillard,Hyperreality,Hyperréalité,A condition where simulation feels more real than reality itself,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Modern,DB,high
Jean Baudrillard,The Consumer Society,La société de consommation,Consumption as a system of signs organizing social life,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Modern,DB,high
Jean Baudrillard,Seduction,Séduction,"Play of appearances that subverts depth, meaning, and production",Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Modern,DB,high
Jean Baudrillard,Symbolic Exchange,Échange symbolique,Reciprocal gift logic opposed to capitalist value and accumulation,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Modern,Knowledge,high
Jean Baudrillard,The Precession of Simulacra,Précession des simulacres,The map precedes and generates the territory,Culture,Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Modern,Knowledge,high
Beatriz Sarlo,Scenes from Postmodern Life,Escenas de la vida posmoderna,Cultural critique of media-saturated postmodern Argentina,Culture,Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,DB,high
Beatriz Sarlo,Peripheral Modernity,Modernidad periférica,Latin American modernity formed at the cultural margins,Culture,Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,Knowledge,high
Beatriz Sarlo,Cultural Technologies of Memory,,How media and narrative shape collective memory and the past,Culture,Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,Knowledge,med
Bella DePaulo,Singled Out,,Critique of singlism: stigma and stereotyping of single people,Society,Advanced & Applied Social Theories,Family,Contemporary,DB,high
Bella DePaulo,Singlism,,Discrimination and bias against people who are single,Society,Advanced & Applied Social Theories,Family,Contemporary,Knowledge,high
Bella DePaulo,Matrimania,,Cultural over-celebration and privileging of marriage,Society,Advanced & Applied Social Theories,Family,Contemporary,Knowledge,med
Ben Carrington,"Race, Sport and Politics",,Sport as a contested arena of racial meaning and politics,ART,Sport & Physical Culture,"C. Gender, Race & Identity in Sport",Contemporary,DB,high
Ben Carrington,Racialized Bodies in Sport,,The Black athletic body as a site of racial projection,ART,Sport & Physical Culture,"C. Gender, Race & Identity in Sport",Contemporary,DB,high
Ben Carrington,The Sporting Black Diaspora,,Sport as a transnational space of Black identity and resistance,ART,Sport & Physical Culture,"C. Gender, Race & Identity in Sport",Contemporary,Knowledge,med
Benedict Anderson,Imagined Communities,,Nation as a community imagined by people who never meet,Politics,"Power, Elites & Classical Democratic Theory",B. Early Democratic Theory,Modern,DB,high
Benedict Anderson,Print Capitalism,,Print markets fostering shared national consciousness,Politics,"Power, Elites & Classical Democratic Theory",B. Early Democratic Theory,Modern,Knowledge,high
Benedict Anderson,Official Nationalism,,State-managed nationalism imposed from above to preserve power,Politics,"Power, Elites & Classical Democratic Theory",B. Early Democratic Theory,Modern,Knowledge,med
Benedict Anderson,Homogeneous Empty Time,,Simultaneity of calendar time enabling the national imagination,Politics,"Power, Elites & Classical Democratic Theory",B. Early Democratic Theory,Modern,Knowledge,med
William L. Benoit,Image Restoration Theory,,Strategies actors use to repair a damaged reputation,MANAGEMENT,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,Contemporary,DB,high
William L. Benoit,Image Repair Strategies,,"Typology of denial, evasion, and corrective response after attack",MANAGEMENT,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,Contemporary,Knowledge,high
