theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Karl Grammer,Nonverbal Courtship Signaling,,Subtle nonverbal cues regulate human courtship interactions,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1990s,Knowledge,med
David Berliner,Human Pheromone Hypothesis,,Vomeronasal chemical signals affect human mood and behavior,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1990s,DB,high
David Berliner,Human Vomeronasal Organ Function,,Claimed functional VNO detects pheromones in adult humans,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1990s,Web,med
Kenneth Blum,Reward Deficiency Syndrome Theory,,Dopamine receptor deficiency drives addiction and compulsive behaviors,Nature,Neuro-Evolutionary Affect,"A. Reward, Addiction & Motivation",1990s,DB,high
Kenneth Blum,DRD2 A1 Allele and Addiction,,Specific dopamine gene variant associates with alcoholism and addiction,Nature,Neuro-Evolutionary Affect,"A. Reward, Addiction & Motivation",1990s,Knowledge,med
Kenneth Blum,Brain Reward Cascade,,Sequential neurotransmitter interactions produce feelings of well-being,Nature,Neuro-Evolutionary Affect,"A. Reward, Addiction & Motivation",1990s-2000s,Knowledge,med
Joseph Schildkraut,Neurotransmitter Imbalance Theory (Mental Illness),,Mood disorders arise from catecholamine deficiency in brain,Nature,Biological Basis of Mind & Behavior,C. Mental Health & Psychopathology,1960s,DB,high
Joseph Schildkraut,Catecholamine Hypothesis of Depression,,Depression results from norepinephrine deficiency at synapses,Nature,Biological Basis of Mind & Behavior,C. Mental Health & Psychopathology,1965,Knowledge,high
Joseph Schildkraut,Biological Psychiatry Framework,,Mental illness has identifiable biochemical neurochemical bases,Nature,Biological Basis of Mind & Behavior,C. Mental Health & Psychopathology,1960s-1970s,Knowledge,med
Simon LeVay,Brain Sex Theory,,Sexual orientation linked to hypothalamic structural differences,Nature,Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",1990s,DB,high
Simon LeVay,INAH-3 and Sexual Orientation,,Third interstitial nucleus differs between gay and straight men,Nature,Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",1991,Knowledge,high
Simon LeVay,Biological Basis of Homosexuality,,Sexual orientation rooted in prenatal neurodevelopment,Nature,Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",1990s,Knowledge,med
Dick Swaab,Brain Sex Theory,,Prenatal brain sexual differentiation shapes gender identity and orientation,Nature,Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",1990s-2000s,DB,high
Dick Swaab,We Are Our Brains,,Identity personality and behavior determined by brain development,Nature,Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",2010s,Knowledge,high
Dick Swaab,Prenatal Hormones and Gender Identity,,Fetal hormone exposure programs gender identity in hypothalamus,Nature,Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",1990s-2000s,Knowledge,high
Simon Fisher,FOXP2 Gene Theory (Language),,FOXP2 gene mutations impair speech and language ability,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,2000s,DB,high
Simon Fisher,Molecular Genetics of Language,,Specific genes contribute to neural circuits underlying language,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,2000s-2010s,Knowledge,high
Simon Fisher,KE Family Speech Disorder,,Inherited speech disorder traced to single FOXP2 gene,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,2001,Knowledge,high
S. Boyd Eaton,Mismatch Theory (Evolutionary Medicine),,Modern environments mismatch our Paleolithic-adapted biology causing disease,Nature,Human Ecology & Evolutionary Medicine,B. Evolutionary Medicine & Pathogen Coevolution,1980s-1990s,DB,high
S. Boyd Eaton,Paleolithic Nutrition,,Ancestral diet model informs optimal modern human nutrition,Nature,Human Ecology & Evolutionary Medicine,B. Evolutionary Medicine & Pathogen Coevolution,1985,Knowledge,high
S. Boyd Eaton,Discordance Hypothesis,,Disease arises from discordance between genes and modern lifestyle,Nature,Human Ecology & Evolutionary Medicine,B. Evolutionary Medicine & Pathogen Coevolution,1980s-1990s,Knowledge,med
J.J.C. Smart,Identity Theory (Mind-Brain),,Mental states are identical to physical brain states,Nature,Neuroeconomics & Neurophilosophy,B. Neurophilosophy & Mind-Brain,1950s-1960s,DB,high
J.J.C. Smart,Sensations and Brain Processes,,Sensations are nothing over and above brain processes,Nature,Neuroeconomics & Neurophilosophy,B. Neurophilosophy & Mind-Brain,1959,Knowledge,high
J.J.C. Smart,Topic-Neutral Analysis,,Mental terms describe states neutrally without committing to dualism,Nature,Neuroeconomics & Neurophilosophy,B. Neurophilosophy & Mind-Brain,1960s,Knowledge,med
J.J.C. Smart,Scientific Realism,,Science describes real mind-independent physical world,Nature,Neuroeconomics & Neurophilosophy,B. Neurophilosophy & Mind-Brain,1960s-1970s,Knowledge,med
U.T. Place,Identity Theory (Mind-Brain),,"Consciousness is a brain process, identity not correlation",Nature,Neuroeconomics & Neurophilosophy,B. Neurophilosophy & Mind-Brain,1950s,DB,high
U.T. Place,Is Consciousness a Brain Process?,,Foundational paper arguing consciousness identical to neural activity,Nature,Neuroeconomics & Neurophilosophy,B. Neurophilosophy & Mind-Brain,1956,Knowledge,high
U.T. Place,Phenomenological Fallacy,,Mistaking how things appear for properties of inner objects,Nature,Neuroeconomics & Neurophilosophy,B. Neurophilosophy & Mind-Brain,1950s-1960s,Knowledge,med
Esther M. Sternberg,Immune System and Behavior Theory,,Brain and immune system communicate bidirectionally affecting health,Nature,Psychoneuroimmunology & Microbiome,A. Immune-Behavior Interface,1990s-2000s,DB,high
Esther M. Sternberg,Stress-Immune Connection,,Chronic stress hormones suppress and dysregulate immune function,Nature,Psychoneuroimmunology & Microbiome,A. Immune-Behavior Interface,1990s-2000s,Knowledge,high
Esther M. Sternberg,The Balance Within,,Emotions and health connected through neuroendocrine-immune pathways,Nature,Psychoneuroimmunology & Microbiome,A. Immune-Behavior Interface,2000,Knowledge,med
Marc Hauser,Moral Grammar Theory (Biological),,Innate universal moral faculty generates intuitive ethical judgments,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2000s,DB,high
Marc Hauser,Moral Minds,,Humans possess evolved unconscious grammar for moral cognition,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2006,Knowledge,high
Marc Hauser,Universal Moral Grammar,,Moral judgments follow innate rules analogous to language,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2000s,Knowledge,high
Richard Axel,Olfactory Memory Theory (Biological),,Odor receptors map to organized neural representations of smell,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1990s-2000s,DB,high
Richard Axel,Olfactory Receptor Gene Family,,Large gene family encodes odorant receptors in nose,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1991,Knowledge,high
Richard Axel,One Receptor One Neuron Rule,,Each olfactory neuron expresses single odorant receptor type,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1990s-2000s,Knowledge,high
Linda Buck,Olfactory Memory Theory (Biological),,Odorant receptors enable combinatorial coding of smells,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1990s-2000s,DB,high
Linda Buck,Combinatorial Coding of Odors,,Multiple receptors combine to encode vast odor diversity,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1990s-2000s,Knowledge,high
Linda Buck,Olfactory Receptor Discovery,,Identified the gene family for mammalian odorant receptors,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1991,Knowledge,high
Jesper Hoffmeyer,Biosemiotics (Human Interpretation),,Life is fundamentally a process of sign interpretation,Nature,Ethology & Human-Animal Studies,C. Human-Animal Bond & Biosemiotics,1990s-2000s,DB,high
Jesper Hoffmeyer,Semiotic Freedom,,Organisms gain increasing capacity to interpret signs evolutionarily,Nature,Ethology & Human-Animal Studies,C. Human-Animal Bond & Biosemiotics,1990s-2000s,Knowledge,high
Jesper Hoffmeyer,Semiosphere,,All life inhabits an interconnected sphere of sign processes,Nature,Ethology & Human-Animal Studies,C. Human-Animal Bond & Biosemiotics,1990s-2000s,Knowledge,med
Thomas A. Sebeok,Biosemiotics (Human Interpretation),,Signs and signification structure all biological communication,Nature,Ethology & Human-Animal Studies,C. Human-Animal Bond & Biosemiotics,1960s-1990s,DB,high
Thomas A. Sebeok,Zoosemiotics,,Study of sign communication systems among animals,Nature,Ethology & Human-Animal Studies,C. Human-Animal Bond & Biosemiotics,1960s,Knowledge,high
Thomas A. Sebeok,Umwelt (Applied),,Each species inhabits its own self-centered semiotic world,Nature,Ethology & Human-Animal Studies,C. Human-Animal Bond & Biosemiotics,1970s-1990s,Knowledge,med
Matthew Lieberman,Social Pain Theory (Neurobiological),,Social rejection activates same neural pain circuits as physical pain,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2000s,DB,high
Matthew Lieberman,Social (The Brain's Need to Connect),,Brain is fundamentally wired for social connection,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2013,Knowledge,high
Matthew Lieberman,Affect Labeling,,Naming emotions dampens amygdala activity and distress,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2000s-2010s,Knowledge,high
Jerome Kagan,Temperament Theory (Biological),,Inborn temperamental dispositions shape lifelong reactivity patterns,Nature,Biological Basis of Mind & Behavior,A. Personality & Temperament,1980s-1990s,DB,high
Jerome Kagan,Behavioral Inhibition,,Some infants are biologically predisposed to shyness and fear,Nature,Biological Basis of Mind & Behavior,A. Personality & Temperament,1980s-1990s,Knowledge,high
Jerome Kagan,High and Low Reactivity,,Infant reactivity to novelty predicts later temperament,Nature,Biological Basis of Mind & Behavior,A. Personality & Temperament,1990s-2000s,Knowledge,high
Mary K. Rothbart,Temperament Theory (Biological),,Temperament reflects reactivity and self-regulation individual differences,Nature,Biological Basis of Mind & Behavior,A. Personality & Temperament,1980s-2000s,DB,high
Mary K. Rothbart,Effortful Control,,Capacity to regulate attention and inhibit dominant responses,Nature,Biological Basis of Mind & Behavior,A. Personality & Temperament,1990s-2000s,Knowledge,high
Mary K. Rothbart,Reactivity and Self-Regulation Model,,Temperament arises from emotional reactivity and regulatory processes,Nature,Biological Basis of Mind & Behavior,A. Personality & Temperament,1980s-2000s,Knowledge,high
Stephen Maxson,Serotonin-Aggression Hypothesis,,Low serotonin function associates with heightened aggression,Nature,Neuro-Evolutionary Affect,C. Aggression & Risk,1990s,DB,high
Stephen Maxson,Genetics of Aggression,,Specific genes influence aggressive behavior in mice and humans,Nature,Neuro-Evolutionary Affect,C. Aggression & Risk,1990s-2000s,Knowledge,med
Stephen Maxson,Y Chromosome and Aggression,,Y chromosome genes modulate offensive aggression in males,Nature,Neuro-Evolutionary Affect,C. Aggression & Risk,1990s,Web,med
Timothy Bliss,Long-Term Potentiation (LTP) Theory,,Repeated stimulation strengthens synaptic connections enabling memory,Nature,Neurobiology & Neuroscience,B. Memory & Learning Neuroscience,1973,DB,high
Timothy Bliss,Hippocampal LTP,,Long-lasting synaptic enhancement discovered in hippocampus,Nature,Neurobiology & Neuroscience,B. Memory & Learning Neuroscience,1973,Knowledge,high
Timothy Bliss,Synaptic Plasticity and Memory,,Memory stored through activity-dependent changes in synaptic strength,Nature,Neurobiology & Neuroscience,B. Memory & Learning Neuroscience,1970s-1990s,Knowledge,high
Terje Lømo,Long-Term Potentiation (LTP) Theory,,Co-discovered enduring synaptic strengthening from high-frequency stimulation,Nature,Neurobiology & Neuroscience,B. Memory & Learning Neuroscience,1966-1973,DB,high
Terje Lømo,Discovery of LTP,,First observed potentiation in dentate gyrus of hippocampus,Nature,Neurobiology & Neuroscience,B. Memory & Learning Neuroscience,1966,Knowledge,high
Paul Broca,Broca's Area and Wernicke's Area Theory,,Speech production localized to left frontal brain region,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,1860s,DB,high
Paul Broca,Broca's Area,,Inferior frontal gyrus controls articulate speech production,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,1861,Knowledge,high
Paul Broca,Cerebral Localization of Function,,Specific mental functions reside in distinct brain regions,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,1860s,Knowledge,high
Paul Broca,Broca's Aphasia,,Lesion causes nonfluent speech with preserved comprehension,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,1860s,Knowledge,high
Carl Wernicke,Broca's Area and Wernicke's Area Theory,,Language comprehension localized to posterior temporal region,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,1870s,DB,high
Carl Wernicke,Wernicke's Area,,Posterior temporal lobe processes language comprehension,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,1874,Knowledge,high
Carl Wernicke,Wernicke's Aphasia,,Fluent but meaningless speech with impaired comprehension,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,1874,Knowledge,high
Carl Wernicke,Connectionist Model of Language,,Language arises from connections between brain language centers,Nature,"Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,1870s,Knowledge,med
Richard L. Doty,Olfactory Acuity and Discrimination (Human),,Human smell ability measurable and declines with age and disease,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1980s-2000s,DB,high
Richard L. Doty,UPSIT Smell Identification Test,,Standardized scratch-and-sniff test quantifies olfactory function,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1984,Knowledge,high
Richard L. Doty,Olfaction and Neurodegeneration,,Smell loss serves as early marker of Parkinson's and Alzheimer's,Nature,Chronobiology & Sensory Biology,C. Olfaction & Chemical Communication,1990s-2000s,Knowledge,high
John Cryan,Psychobiotic Theory,,Beneficial gut bacteria influence mood and mental health,Nature,Psychoneuroimmunology & Microbiome,B. Gut-Brain-Microbiome Axis,2010s,DB,high
John Cryan,Gut-Brain Axis,,Bidirectional communication links gut microbiome and brain function,Nature,Psychoneuroimmunology & Microbiome,B. Gut-Brain-Microbiome Axis,2010s,Knowledge,high
John Cryan,Microbiota-Gut-Brain Communication,,Microbes shape brain development behavior and stress response,Nature,Psychoneuroimmunology & Microbiome,B. Gut-Brain-Microbiome Axis,2010s,Knowledge,high
Daniel L. Everett,Neuroanthropology,,Culture shapes brain and cognition through experience,Nature,Neuroeconomics & Neurophilosophy,C. Neuroanthropology,2000s-2010s,DB,med
Daniel L. Everett,Pirahã Language Claims,,Pirahã language allegedly lacks recursion challenging universal grammar,Nature,Neuroeconomics & Neurophilosophy,C. Neuroanthropology,2005,Knowledge,high
Daniel L. Everett,Immediacy of Experience Principle,,Pirahã grammar constrained to directly experienced events,Nature,Neuroeconomics & Neurophilosophy,C. Neuroanthropology,2005,Knowledge,high
Daniel L. Everett,Language as Cultural Tool,,Language is invented cultural tool not innate instinct,Nature,Neuroeconomics & Neurophilosophy,C. Neuroanthropology,2010s,Knowledge,med
Craig Joseph,Moral Foundations Theory (Evolutionary),,Morality built on several innate evolved psychological foundations,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",2000s,DB,high
Craig Joseph,Intuitive Ethics,,Moral judgments arise from rapid automatic intuitions,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",2000s,Knowledge,med
Craig Joseph,Five Moral Foundations,,Care fairness loyalty authority and sanctity ground morality,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",2004-2007,Knowledge,med
Borbély,Sleep Homeostasis Theory,,Sleep regulated by homeostatic pressure and circadian timing,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,1982,DB,high
Borbély,Two-Process Model of Sleep,,Process S sleep pressure interacts with Process C circadian rhythm,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,1982,Knowledge,high
Borbély,Sleep Pressure (Process S),,Sleep need accumulates during waking and dissipates during sleep,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,1980s,Knowledge,high
Daan,Sleep Homeostasis Theory,,Co-developed two-process model integrating circadian and homeostatic sleep,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,1982,DB,high
Daan,Circadian Pacemaker Entrainment,,Internal clock synchronizes to environmental light-dark cycles,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,1970s-1980s,Knowledge,med
Daan,Temporal Organization of Behavior,,Biological clocks organize timing of physiology and behavior,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,1970s-1990s,Knowledge,med
Barry Bogin,Life History Theory (Developmental),,Human childhood and adolescence are distinct evolved life stages,Nature,Evolutionary Theory & Human Origins,C. Life History & Demography,1990s-2000s,DB,high
Barry Bogin,Evolution of Human Childhood,,Childhood evolved as unique developmental stage for learning,Nature,Evolutionary Theory & Human Origins,C. Life History & Demography,1990s-2000s,Knowledge,high
Barry Bogin,Patterns of Human Growth,,Human growth follows distinctive multistage developmental pattern,Nature,Evolutionary Theory & Human Origins,C. Life History & Demography,1990s,Knowledge,med
Rebecca Saxe,Theory of Mind (Neurobiological),,Specific brain region dedicated to reasoning about others' minds,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2000s,DB,high
Rebecca Saxe,Right Temporoparietal Junction,,RTPJ selectively processes beliefs and mental states of others,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2003,Knowledge,high
Rebecca Saxe,Neural Basis of Belief Attribution,,Distinct neural system represents others' thoughts and intentions,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2000s,Knowledge,high
Joel Paris,Neurodevelopmental Models of Personality Disorders,,Personality disorders emerge from gene-environment developmental interactions,Nature,Biological Basis of Mind & Behavior,A. Personality & Temperament,1990s-2000s,DB,high
Joel Paris,Biopsychosocial Model of Borderline Personality,,Borderline disorder arises from temperament and adverse environments,Nature,Biological Basis of Mind & Behavior,A. Personality & Temperament,1990s-2000s,Knowledge,med
Joel Paris,Stress-Diathesis in Personality,,Vulnerability plus stressors produces personality pathology,Nature,Biological Basis of Mind & Behavior,A. Personality & Temperament,1990s-2000s,Knowledge,med
Sheldon Cohen,Social Support and Immunity Theory,,Social ties buffer stress and enhance immune resistance,Nature,Psychoneuroimmunology & Microbiome,A. Immune-Behavior Interface,1990s-2000s,DB,high
Sheldon Cohen,Stress-Buffering Hypothesis,,Social support protects health by moderating stress effects,Nature,Psychoneuroimmunology & Microbiome,A. Immune-Behavior Interface,1985,Knowledge,high
Sheldon Cohen,Perceived Stress Scale,,Widely used measure quantifying perceived life stress,Nature,Psychoneuroimmunology & Microbiome,A. Immune-Behavior Interface,1983,Knowledge,high
Sheldon Cohen,Stress and Susceptibility to Colds,,Psychological stress increases vulnerability to viral infection,Nature,Psychoneuroimmunology & Microbiome,A. Immune-Behavior Interface,1990s,Knowledge,high
John C. Caldwell,Caldwell's Wealth Flows Theory (Biological Link),,Fertility decline follows reversal of intergenerational wealth flows,Nature,Evolutionary Psychology & Adaptive Mind,"B. Mating, Reproduction & Sexual Strategy",1970s-1980s,DB,high
John C. Caldwell,Demographic Transition Theory (Revision),,Fertility transition driven by changing family economic relations,Nature,Evolutionary Psychology & Adaptive Mind,"B. Mating, Reproduction & Sexual Strategy",1970s-1980s,Knowledge,high
John C. Caldwell,Intergenerational Wealth Flows,,Net direction of family resource flows determines fertility,Nature,Evolutionary Psychology & Adaptive Mind,"B. Mating, Reproduction & Sexual Strategy",1976,Knowledge,high
Paul Glimcher,Neurobiology of Social Decision Making,,Brain computes value to guide economic and social choices,Nature,Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",2000s,DB,high
Paul Glimcher,Neuroeconomics,,Decision-making studied through combined economics and neuroscience,Nature,Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",2000s,Knowledge,high
Paul Glimcher,Neural Encoding of Subjective Value,,Neurons encode expected value to guide choice behavior,Nature,Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",2000s-2010s,Knowledge,high
Jesse Graham,Evolved Morality Theory,,Moral diversity stems from shared evolved foundations weighted differently,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",2000s-2010s,DB,high
Jesse Graham,Moral Foundations Questionnaire,,Instrument measuring individual differences in moral foundations,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",2008-2011,Knowledge,high
Jesse Graham,Liberal-Conservative Moral Differences,,Political ideology reflects different weighting of moral foundations,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",2009,Knowledge,high
Larry Young,Vasopressin and Monogamy (Biological),,Vasopressin receptors regulate pair bonding in monogamous voles,Nature,Behavioral Endocrinology & Stress Biology,A. Hormones & Social Behavior,1990s-2000s,DB,high
Larry Young,Oxytocin and Social Attachment,,Oxytocin mediates partner preference and social bonding,Nature,Behavioral Endocrinology & Stress Biology,A. Hormones & Social Behavior,2000s,Knowledge,high
Larry Young,Neurobiology of Love,,Romantic attachment grounded in evolved neurochemical systems,Nature,Behavioral Endocrinology & Stress Biology,A. Hormones & Social Behavior,2000s-2010s,Knowledge,high
Larry Young,Prairie Vole Pair Bonding Model,,Monogamous voles model neural basis of attachment,Nature,Behavioral Endocrinology & Stress Biology,A. Hormones & Social Behavior,1990s-2000s,Knowledge,high
Elizabeth Phelps,Amygdala and Threat in Prejudice Theory,,Amygdala mediates implicit race-related fear and bias,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2000s,DB,high
Elizabeth Phelps,Emotion and Memory Interaction,,Emotional arousal enhances memory via amygdala-hippocampus interaction,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2000s,Knowledge,high
Elizabeth Phelps,Neuroscience of Fear Learning,,Amygdala central to acquisition and extinction of fear,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,2000s,Knowledge,high
Marvin Zuckerman,Sensation Seeking Theory (Biological),,Trait drives pursuit of novel intense varied experiences,Nature,Neuro-Evolutionary Affect,C. Aggression & Risk,1970s-1990s,DB,high
Marvin Zuckerman,Sensation Seeking Scale,,Questionnaire measuring need for stimulation and risk-taking,Nature,Neuro-Evolutionary Affect,C. Aggression & Risk,1970s,Knowledge,high
Marvin Zuckerman,Optimal Level of Arousal,,Individuals seek preferred level of stimulation and arousal,Nature,Neuro-Evolutionary Affect,C. Aggression & Risk,1970s-1980s,Knowledge,high
Marvin Zuckerman,Alternative Five Factor Model,,Personality structured around five biologically-based dimensions,Nature,Neuro-Evolutionary Affect,C. Aggression & Risk,1990s,Knowledge,med
Paul Andrews,Evolutionary Psychiatry,,Mental disorders understood through evolutionary adaptive functions,Nature,Biological Basis of Mind & Behavior,C. Mental Health & Psychopathology,2000s-2010s,DB,high
Paul Andrews,Analytical Rumination Hypothesis,,Depression evolved to promote analysis of complex problems,Nature,Biological Basis of Mind & Behavior,C. Mental Health & Psychopathology,2009,Knowledge,high
Paul Andrews,Serotonin and Antidepressant Critique,,Reassessed serotonin's role and antidepressant mechanisms evolutionarily,Nature,Biological Basis of Mind & Behavior,C. Mental Health & Psychopathology,2010s,Web,med
Sarah Hrdy,Alloparenting Theory (Evolutionary),,Cooperative childcare by non-parents shaped human evolution,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",1990s-2000s,DB,high
Sarah Hrdy,Cooperative Breeding Hypothesis,,Shared infant care enabled human reproductive and cognitive success,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",2009,Knowledge,high
Sarah Hrdy,Mother Nature (Maternal Ambivalence),,Maternal instinct is flexible and contingent not unconditional,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",1999,Knowledge,high
Sarah Hrdy,Female Reproductive Strategies,,Female primates pursue active flexible reproductive strategies,Nature,Evolutionary Psychology & Adaptive Mind,"C. Cooperation, Morality & Group Living",1980s,Knowledge,high
J. Allan Hobson,Activation-Synthesis Hypothesis (Dreams),,Dreams result from cortex synthesizing random brainstem signals,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,1977,DB,high
J. Allan Hobson,REM Sleep Neurophysiology,,REM sleep generated by brainstem cholinergic-aminergic interaction,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,1970s-1980s,Knowledge,high
J. Allan Hobson,AIM Model of Consciousness,,Conscious states mapped along activation input and modulation dimensions,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,2000s,Knowledge,med
Robert McCarley,Activation-Synthesis Hypothesis (Dreams),,Co-proposed dreams as cortical interpretation of brainstem activity,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,1977,DB,high
Robert McCarley,Reciprocal Interaction Model of REM,,REM cycles driven by interacting cholinergic and aminergic neurons,Nature,Chronobiology & Sensory Biology,A. Circadian Rhythms & Sleep,1970s-1980s,Knowledge,med
Paul W. Ewald,Disease Ecology (Human),,Pathogen virulence evolves based on transmission conditions,Nature,Human Ecology & Evolutionary Medicine,A. Cultural & Disease Ecology,1990s,DB,high
