theorist,concept,native,one_liner,part,major,sub,era,source,confidence
James MacGregor Burns,Moral Leadership,,"Leadership that elevates followers' values, ethics, and aspirations",MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,Knowledge,med
Joan Woodward,Contingency Theory of Organization,,Optimal organizational structure depends on production technology type,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-mid,DB,high
Joan Woodward,Technology-Structure Relationship,,"Unit, mass, and process technologies require different structural forms",MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-mid,Knowledge,high
Joan Woodward,South Essex Studies,,Empirical industrial survey linking technical complexity to organization,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-mid,Knowledge,med
Paul Lawrence,Contingency Theory of Organization,,Organizations fit structure to environmental demands through differentiation and integration,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,DB,high
Paul Lawrence,Differentiation and Integration,,Subunits differentiate to environments while integration mechanisms coordinate them,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,Knowledge,high
Paul Lawrence,Organization and Environment,,Foundational study correlating environmental uncertainty with organizational design,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,Knowledge,med
Jay Lorsch,Contingency Theory of Organization,,Effective structure contingent on matching environmental certainty and uncertainty,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,DB,high
Jay Lorsch,Differentiation-Integration Fit,,High-performing firms balance subunit differentiation with adequate integration,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,Knowledge,high
Jay Lorsch,Board Governance Dynamics,,Behavioral study of how corporate boards actually exercise power,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,Knowledge,med
Frederick Winslow Taylor,Scientific Management Theory,,Systematic study of work to discover the one best way,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-early,DB,high
Frederick Winslow Taylor,Time Study,,Stopwatch measurement of tasks to set efficient standards,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-early,Knowledge,high
Frederick Winslow Taylor,One Best Way,,Belief that every task has a single optimal method,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-early,Knowledge,high
Frederick Winslow Taylor,Functional Foremanship,,Dividing supervision into specialized functional supervisory roles,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-early,Knowledge,med
Frederick Winslow Taylor,Differential Piece-Rate System,,Higher pay rates rewarding workers who exceed output standards,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-early,Knowledge,med
Elton Mayo,Human Relations Movement,,Social factors and group dynamics drive worker productivity,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-early,DB,high
Elton Mayo,Hawthorne Effect,,Workers change behavior when they know they're being observed,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-early,Knowledge,high
Elton Mayo,Informal Work Groups,,Spontaneous social relations shape norms and output more than rules,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-early,Knowledge,high
Elton Mayo,Social Man,,"Workers motivated by belonging and recognition, not just money",MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-mid,Knowledge,med
Bruce Tuckman,Team Development Stages (Tuckman),,"Groups evolve through forming, storming, norming, and performing",MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,DB,high
Bruce Tuckman,Forming-Storming-Norming-Performing,,Sequential model of how teams mature toward effective functioning,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,Knowledge,high
Bruce Tuckman,Adjourning Stage,,Later-added fifth stage covering team dissolution and closure,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,Knowledge,med
Robert Quinn,Competing Values Framework,,"Organizational effectiveness spans tensions of flexibility, control, internal, external",MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,DB,high
Robert Quinn,Four Culture Types,,"Clan, adhocracy, market, and hierarchy cultures within organizations",MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,Knowledge,high
Robert Quinn,Deep Change,,Personal and organizational transformation requiring leaders to fundamentally renew,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,Knowledge,med
Kim Cameron,Competing Values Framework,,Diagnostic mapping culture across competing flexibility and control dimensions,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,20c-late,DB,high
Kim Cameron,Organizational Culture Assessment Instrument,,Survey tool diagnosing current and preferred organizational culture profiles,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,21c,Knowledge,high
Kim Cameron,Positive Organizational Scholarship,,Study of virtuousness and flourishing within organizational life,MANAGEMENT,Organizational Behavior & Work Psychology,A. Motivation & Job Design,21c,Knowledge,med
Jay Barney,Resource-Based View (RBV),,Sustained advantage comes from valuable rare inimitable nonsubstitutable resources,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,20c-late,DB,high
Jay Barney,VRIN/VRIO Framework,,"Resources yield advantage if valuable, rare, inimitable, and organized",MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,20c-late,Knowledge,high
Jay Barney,Firm Resource Heterogeneity,,Firms differ persistently because resources are unevenly distributed and immobile,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,20c-late,Knowledge,med
David Teece,Dynamic Capabilities Theory,,Firms reconfigure competences to address rapidly changing environments,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,20c-late,DB,high
David Teece,Sensing-Seizing-Transforming,,"Microfoundations of capabilities: sense opportunities, seize them, transform assets",MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,21c,Knowledge,high
David Teece,Profiting from Innovation (PFI),,Complementary assets determine who captures value from innovation,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,20c-late,Knowledge,high
Gary Pisano,Dynamic Capabilities Theory,,Capabilities to integrate and reconfigure resources for competitive renewal,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,20c-late,DB,high
Gary Pisano,Science-Based Business,,Managing innovation where deep scientific knowledge drives competition,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,21c,Knowledge,med
Gary Pisano,Architecture of Innovation,,Aligning organizational strategy and structure to sustain innovation capability,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,21c,Knowledge,med
Amy Shuen,Dynamic Capabilities Theory,,Co-author articulating capabilities reconfiguration for fast-moving markets,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,20c-late,DB,high
Amy Shuen,Web 2.0 Strategy,,Network-effect business models leveraging platforms and user-generated value,MANAGEMENT,Strategic Management & Competitive Advantage,A. Competitive Positioning & Resources,21c,Knowledge,med
David Aaker,Brand Equity Theory,,"Brand value built on awareness, loyalty, associations, and perceived quality",MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,20c-late,DB,high
David Aaker,Brand Identity System,,Strategic framework defining what a brand should stand for,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,20c-late,Knowledge,high
David Aaker,Brand Personality,,Set of human characteristics consumers associate with a brand,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,20c-late,Knowledge,high
David Aaker,Brand Portfolio Strategy,,Managing relationships and roles among a company's multiple brands,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,21c,Knowledge,med
J. Bradford DeLong,Managerial Overconfidence (Finance),,"Managers systematically overestimate returns, distorting investment decisions",MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,20c-late,DB,high
J. Bradford DeLong,Noise Trader Risk,,Irrational traders create persistent risk limiting arbitrage in markets,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,20c-late,Knowledge,high
J. Bradford DeLong,Positive Feedback Trading,,Trend-chasing traders amplify mispricing and asset bubbles,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,20c-late,Knowledge,med
Behavioral extensions by others,Agency Theory (Behavioral Finance),,Behavioral biases reshape principal-agent conflicts beyond pure rational self-interest,MANAGEMENT,Behavioral Finance & Decision Making,A. Behavioral Asset Pricing & Markets,21c,DB,med
Frank,Human Factor Theory (Operations),,Motion study reducing wasted movement to improve work efficiency,MANAGEMENT,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,20c-early,DB,high
Frank,Therbligs,,Eighteen elemental hand motions for analyzing and simplifying tasks,MANAGEMENT,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,20c-early,Web,high
Frank,Motion Study,,Filming and analyzing work to eliminate unnecessary physical movements,MANAGEMENT,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,20c-early,Web,high
Lillian Gilbreth,Human Factor Theory (Operations),,Integrating worker psychology and well-being into scientific work design,MANAGEMENT,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,20c-early,DB,high
Lillian Gilbreth,Psychology of Management,,Pioneering application of psychology to workplace efficiency and worker mind,MANAGEMENT,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,20c-early,Web,high
Lillian Gilbreth,Fatigue Study,,Reducing worker fatigue as path to sustainable productivity,MANAGEMENT,"Operations, Quality & Supply Chain",A. Behavioral & Human Factors Operations,20c-early,Knowledge,med
Robert Baron,Entrepreneurial Cognition Theory,,How entrepreneurs' mental processes shape opportunity recognition and action,MANAGEMENT,Innovation & Entrepreneurship,A. Diffusion & Disruptive Innovation,21c,DB,high
Robert Baron,Cognitive Biases in Entrepreneurship,,Overconfidence and heuristics influence how founders perceive opportunities,MANAGEMENT,Innovation & Entrepreneurship,A. Diffusion & Disruptive Innovation,21c,Knowledge,high
Robert Baron,Pattern Recognition (Opportunities),,Entrepreneurs connect dots to perceive opportunities others miss,MANAGEMENT,Innovation & Entrepreneurship,A. Diffusion & Disruptive Innovation,21c,Knowledge,med
Christopher Earley,Cultural Intelligence Theory,,Capability to function effectively across diverse cultural contexts,MANAGEMENT,International Business & Cross-Cultural Management,A. Cross-Cultural Management,21c,DB,high
Christopher Earley,Four CQ Dimensions,,"Metacognitive, cognitive, motivational, and behavioral cultural intelligence",MANAGEMENT,International Business & Cross-Cultural Management,A. Cross-Cultural Management,21c,Knowledge,high
Christopher Earley,Face and Social Order,,Cross-cultural analysis of how face shapes organizational behavior,MANAGEMENT,International Business & Cross-Cultural Management,A. Cross-Cultural Management,20c-late,Knowledge,med
Soon Ang,Cultural Intelligence Theory,,Co-developer of CQ as measurable cross-cultural competence,MANAGEMENT,International Business & Cross-Cultural Management,A. Cross-Cultural Management,21c,DB,high
Soon Ang,Cultural Intelligence Scale,,Validated instrument measuring the four dimensions of CQ,MANAGEMENT,International Business & Cross-Cultural Management,A. Cross-Cultural Management,21c,Knowledge,high
Soon Ang,Cultural Judgment and Decision Making,,How CQ improves adaptation and decisions in intercultural settings,MANAGEMENT,International Business & Cross-Cultural Management,A. Cross-Cultural Management,21c,Knowledge,med
Archie Carroll,Carroll's Pyramid of CSR,,"Corporate responsibility layered as economic, legal, ethical, philanthropic",MANAGEMENT,"Business Ethics, CSR & Governance",A. CSR Frameworks & Shared Value,20c-late,DB,high
Archie Carroll,Four Responsibilities of Business,,"Firms owe economic, legal, ethical, and discretionary obligations to society",MANAGEMENT,"Business Ethics, CSR & Governance",A. CSR Frameworks & Shared Value,20c-late,Knowledge,high
Archie Carroll,Corporate Social Performance,,"Framework linking CSR principles, processes, and observable societal outcomes",MANAGEMENT,"Business Ethics, CSR & Governance",A. CSR Frameworks & Shared Value,20c-late,Knowledge,med
James Rest,Ethical Decision-Making Models (Business),,"Moral action proceeds through awareness, judgment, intention, and behavior",MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,20c-late,DB,high
James Rest,Four Component Model,,"Moral sensitivity, judgment, motivation, and character drive ethical behavior",MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,20c-late,Knowledge,high
James Rest,Defining Issues Test (DIT),,Measuring moral reasoning development through ethical dilemma responses,MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,20c-late,Knowledge,high
Brian Rowan,Decoupling (Management),,Organizations separate formal structures from actual operational practices for legitimacy,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,20c-late,DB,high
Brian Rowan,Institutionalized Organizations,,Formal structures adopted as ceremonial myths to gain legitimacy,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,20c-late,Knowledge,high
Brian Rowan,Rationalized Myths,,Widely believed rules organizations adopt regardless of efficiency effects,MANAGEMENT,Organizational Theory & Design,A. Institutional & Agency Theory,20c-late,Knowledge,med
Hirotaka Takeuchi,SECI Model of Knowledge Creation,,"Knowledge spirals through socialization, externalization, combination, and internalization",MANAGEMENT,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,20c-late,DB,high
Hirotaka Takeuchi,The Knowledge-Creating Company,,Firms generate competitive advantage by converting tacit into explicit knowledge,MANAGEMENT,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,20c-late,Knowledge,high
Hirotaka Takeuchi,New New Product Development Game,,Overlapping rugby-style phases inspiring agile and Scrum methods,MANAGEMENT,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,20c-late,Knowledge,med
Wesley Cohen,Absorptive Capacity Theory,,"Firms' ability to value, assimilate, and apply external knowledge",MANAGEMENT,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,20c-late,DB,high
Wesley Cohen,Prior Related Knowledge,,Existing knowledge base enables recognizing and exploiting new information,MANAGEMENT,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,20c-late,Knowledge,high
Wesley Cohen,Two Faces of R&D,,R&D both innovates and builds capacity to absorb others' research,MANAGEMENT,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,20c-late,Knowledge,med
Daniel Levinthal,Absorptive Capacity Theory,,Co-author framing learning capacity as cumulative and path-dependent,MANAGEMENT,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,20c-late,DB,high
Daniel Levinthal,NK Fitness Landscapes,,Modeling adaptation across rugged landscapes of interdependent organizational choices,MANAGEMENT,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,20c-late,Knowledge,high
Daniel Levinthal,Exploration vs Exploitation,,Tension between searching new options and refining existing competencies,MANAGEMENT,Knowledge Management & Organizational Learning,A. Knowledge Creation & Absorptive Capacity,20c-late,Knowledge,med
W. Timothy Coombs,Situational Crisis Communication Theory (SCCT),,Match crisis response strategy to attributed organizational responsibility,MANAGEMENT,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,21c,DB,high
W. Timothy Coombs,Crisis Responsibility Attribution,,"Stakeholders assign blame, shaping the appropriate communicative response",MANAGEMENT,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,21c,Knowledge,high
W. Timothy Coombs,Crisis Type Clusters,,"Victim, accidental, and preventable crises requiring escalating responses",MANAGEMENT,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,21c,Knowledge,med
William Benoit,Image Repair Theory,,Strategies organizations use to restore reputation after wrongdoing accusations,MANAGEMENT,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,20c-late,DB,high
William Benoit,Five Image Repair Strategies,,"Denial, evasion, reducing offensiveness, corrective action, mortification",MANAGEMENT,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,20c-late,Knowledge,high
William Benoit,Mortification,,Accepting responsibility and apologizing to repair damaged image,MANAGEMENT,"Change, Crisis & Organizational Development",B. Crisis Management & Communication,20c-late,Knowledge,med
Saras Sarasvathy,Effectuation Theory,,"Expert entrepreneurs start from means, not predetermined goals",MANAGEMENT,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,21c,DB,high
Saras Sarasvathy,Bird-in-Hand Principle,,Entrepreneurs begin with available means rather than chasing fixed ends,MANAGEMENT,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,21c,Knowledge,high
Saras Sarasvathy,Affordable Loss,,"Commit only what you can afford to lose, not expected returns",MANAGEMENT,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,21c,Knowledge,high
Saras Sarasvathy,Causation vs Effectuation,,Predictive planning logic contrasted with control-oriented entrepreneurial logic,MANAGEMENT,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,21c,Knowledge,med
Shane,Entrepreneurial Opportunity Recognition,,Opportunities exist objectively and are discovered by alert individuals,MANAGEMENT,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,21c,DB,high
Shane,Individual-Opportunity Nexus,,Entrepreneurship arises from interaction between enterprising individuals and opportunities,MANAGEMENT,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,21c,Knowledge,high
Shane,Knowledge Spillover Entrepreneurship,,New ventures exploit knowledge unutilized by incumbent organizations,MANAGEMENT,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,21c,Knowledge,med
Venkataraman,Entrepreneurial Opportunity Recognition,,"Field studies how opportunities are discovered, evaluated, and exploited",MANAGEMENT,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,21c,DB,high
Venkataraman,Distinctive Domain of Entrepreneurship,,Defining entrepreneurship's scholarly identity around opportunity and enterprising individuals,MANAGEMENT,Innovation & Entrepreneurship,D. Entrepreneurial Opportunity & Effectuation,21c,Knowledge,med
George Graen,Leader-Member Exchange (LMX) Theory,,Leaders form differentiated quality relationships with individual followers,MANAGEMENT,Leadership,A. Relational & Authentic Leadership,20c-late,DB,high
George Graen,In-Group vs Out-Group,,Followers fall into trusted in-groups or distant out-groups,MANAGEMENT,Leadership,A. Relational & Authentic Leadership,20c-late,Knowledge,high
George Graen,Leadership Making,,Developmental process building high-quality exchanges with all followers,MANAGEMENT,Leadership,A. Relational & Authentic Leadership,20c-late,Knowledge,med
David Ulrich,Strategic Human Resource Management (SHRM),,HR delivers value by aligning practices with business strategy,MANAGEMENT,Human Resource Management,D. Strategic HRM & Fit,20c-late,DB,high
David Ulrich,HR Business Partner Model,,"HR organized into strategic partner, change agent, expert, advocate roles",MANAGEMENT,Human Resource Management,D. Strategic HRM & Fit,20c-late,Knowledge,high
David Ulrich,HR Value Proposition,,"HR creates value defined by stakeholders, not by HR activities",MANAGEMENT,Human Resource Management,D. Strategic HRM & Fit,21c,Knowledge,med
Russell Belk,Consumer Culture Theory (CCT),,"Consumption shapes identity, meaning, and social relationships symbolically",MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,20c-late,DB,high
Russell Belk,Extended Self,,Possessions become part of how people define themselves,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,20c-late,Knowledge,high
Russell Belk,Sacred and Profane Consumption,,"Consumers ritualize ordinary objects, treating some as sacred",MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,20c-late,Knowledge,med
Russell Belk,Digital Extended Self,,Online possessions and avatars extend identity into virtual realms,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,21c,Knowledge,med
Albert Muniz Jr.,Brand Community Theory,,Consumers form social bonds organized around shared brand admiration,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,21c,DB,high
Albert Muniz Jr.,Three Markers of Community,,"Shared consciousness, rituals, and moral responsibility unite brand communities",MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,21c,Knowledge,high
Albert Muniz Jr.,Oppositional Brand Loyalty,,Communities define themselves partly against rival competing brands,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,21c,Knowledge,med
Thomas O'Guinn,Brand Community Theory,,Co-author conceptualizing consumer collectives bound by brand devotion,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,21c,DB,high
Thomas O'Guinn,Magazine Cultivation Effect,,Media consumption shapes consumers' perceptions of affluent lifestyles,MANAGEMENT,Marketing & Consumer Behavior,A. Consumer Behavior & Decision Making,20c-late,Knowledge,med
Cadbury Committee,Corporate Governance Theory,,Foundational principles separating oversight roles to protect shareholders,MANAGEMENT,"Business Ethics, CSR & Governance",D. Corporate Governance,20c-late,DB,high
Cadbury Committee,Comply or Explain,,Firms follow governance code or publicly justify deviations,MANAGEMENT,"Business Ethics, CSR & Governance",D. Corporate Governance,20c-late,Knowledge,high
Cadbury Committee,Separation of Chairman and CEO,,Splitting top roles to prevent unchecked concentration of power,MANAGEMENT,"Business Ethics, CSR & Governance",D. Corporate Governance,20c-late,Knowledge,med
Agency Theory,Corporate Governance Theory,,Governance mechanisms align self-interested managers with shareholder interests,MANAGEMENT,"Business Ethics, CSR & Governance",D. Corporate Governance,20c-late,DB,high
Agency Theory,Principal-Agent Problem,,"Owners and managers diverge in goals, creating monitoring costs",MANAGEMENT,"Business Ethics, CSR & Governance",D. Corporate Governance,20c-late,Knowledge,high
Agency Theory,Agency Costs,,"Monitoring, bonding, and residual losses from delegated control",MANAGEMENT,"Business Ethics, CSR & Governance",D. Corporate Governance,20c-late,Knowledge,high
Jay Forrester,Bullwhip Effect (Supply Chain),,Demand variability amplifies upstream along the supply chain,MANAGEMENT,"Operations, Quality & Supply Chain",D. Supply Chain Management,20c-mid,DB,high
Jay Forrester,System Dynamics,,Modeling feedback loops and delays driving complex system behavior,MANAGEMENT,"Operations, Quality & Supply Chain",D. Supply Chain Management,20c-mid,Knowledge,high
Jay Forrester,Industrial Dynamics,,Simulating how information flows and delays destabilize industrial systems,MANAGEMENT,"Operations, Quality & Supply Chain",D. Supply Chain Management,20c-mid,Knowledge,med
Jay Forrester,Urban Dynamics,,Applying feedback modeling to growth and decay of cities,MANAGEMENT,"Operations, Quality & Supply Chain",D. Supply Chain Management,20c-late,Knowledge,med
Laurens van den Berg,Behavioral Strategy Theory,,"Strategy shaped by cognitive limits, biases, and group dynamics",MANAGEMENT,Strategic Management & Competitive Advantage,C. Behavioral & Cognitive Strategy,21c,DB,med
Alasdair MacIntyre,Virtue Ethics (Business),,Moral character and practices cultivated within community-grounded traditions,MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,20c-late,DB,high
Alasdair MacIntyre,Practices and Internal Goods,,Activities yield goods realized only by pursuing excellence within them,MANAGEMENT,"Business Ethics, CSR & Governance",C. Business Ethics & Behavioral Ethics,20c-late,Knowledge,high
