theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Carl Sauer,Culture as Geographic Agent,,"Culture, not environment, is the active force shaping place.",Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,20C,Knowledge,med
Susan Blackmore,Memetics,,"Culture evolves via memes, units replicating like genes.",Culture,Cultural Evolution & Transmission,A. Memetics & Transmission,20-21C,DB,high
Susan Blackmore,The Meme Machine,,"Humans are machines built and driven by competing memes.",Culture,Cultural Evolution & Transmission,A. Memetics & Transmission,20-21C,Knowledge,high
Susan Blackmore,Temes (Technological Memes),,"A third replicator emerging from technology copies information autonomously.",Culture,Cultural Evolution & Transmission,A. Memetics & Transmission,21C,Knowledge,med
Susan Blackmore,Imitation as Replication,,"Human imitation is the copying engine driving memetic evolution.",Culture,Cultural Evolution & Transmission,A. Memetics & Transmission,20-21C,Knowledge,high
Yi-Fu Tuan,Sense of Place Theory,,"Places acquire meaning through human emotion and experience.",Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,20-21C,DB,high
Yi-Fu Tuan,Topophilia,,"The affective bond between people and their physical environment.",Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,20C,Knowledge,high
Yi-Fu Tuan,Space and Place,,"Undifferentiated space becomes place through value and familiarity.",Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,20C,Knowledge,high
Yi-Fu Tuan,Humanistic Geography,,"Geography centered on lived human meaning and experience.",Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,20C,Knowledge,high
Yi-Fu Tuan,Landscapes of Fear,,"Environments carry shared anxieties shaping human spatial behavior.",Culture,"Material, Spatial & Heritage Culture",E. Cultural Geography & Place,20C,Knowledge,med
Jeffrey C. Alexander,Cultural Trauma Theory,,"Collectives reconstruct identity by narrating shared traumatic events.",Culture,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,21C,DB,high
Jeffrey C. Alexander,Cultural Sociology (Strong Program),,"Culture is an autonomous causal force, not a dependent variable.",Culture,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,21C,Knowledge,high
Jeffrey C. Alexander,Social Performance Theory,,"Social action works like theatrical performance seeking cultural fusion.",Culture,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,21C,Knowledge,high
Jeffrey C. Alexander,Civil Sphere,,"A solidaristic moral community underlies democratic civil life.",Culture,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,21C,Knowledge,high
Jeffrey C. Alexander,Iconic Consciousness,,"Material surfaces convey deep cultural meanings through aesthetic feeling.",Culture,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,21C,Knowledge,med
B. Joseph Pine II,Experience Economy,,"Businesses stage memorable experiences as a distinct economic offering.",Culture,Cultural Economy & Production,C. Experience Economy & Consumption,20-21C,DB,high
B. Joseph Pine II,Mass Customization,,"Mass production efficiency combined with individually tailored goods.",Culture,Cultural Economy & Production,C. Experience Economy & Consumption,20-21C,Knowledge,high
B. Joseph Pine II,Authenticity (Rendering),,"Consumers increasingly demand goods perceived as genuine and real.",Culture,Cultural Economy & Production,C. Experience Economy & Consumption,21C,Knowledge,med
B. Joseph Pine II,Transformation Economy,,"The highest offering transforms the customer, not just delights.",Culture,Cultural Economy & Production,C. Experience Economy & Consumption,21C,Knowledge,med
James H. Gilmore,Experience Economy,,"Businesses stage memorable experiences as a distinct economic offering.",Culture,Cultural Economy & Production,C. Experience Economy & Consumption,20-21C,DB,high
James H. Gilmore,Authenticity (Consumer Demand),,"Authenticity becomes the key consumer purchasing criterion today.",Culture,Cultural Economy & Production,C. Experience Economy & Consumption,21C,Knowledge,high
James H. Gilmore,Four Realms of Experience,,"Experiences span entertainment, education, escapist and esthetic realms.",Culture,Cultural Economy & Production,C. Experience Economy & Consumption,20-21C,Knowledge,med
Megan Boler,Affective Publics Theory,,"Publics are mobilized and bound by circulating emotion.",Culture,"Affect, Emotion & Embodiment",C. Affective Publics,21C,DB,high
Megan Boler,Pedagogy of Discomfort,,"Learning requires confronting uncomfortable emotions and habitual assumptions.",Culture,"Affect, Emotion & Embodiment",C. Affective Publics,20-21C,Knowledge,high
Megan Boler,Feeling Power,,"Emotions are sites of social control and political power.",Culture,"Affect, Emotion & Embodiment",C. Affective Publics,20-21C,Knowledge,med
Megan Boler,Witnessing vs. Spectating,,"Ethical witnessing demands engaged response beyond passive spectatorship.",Culture,"Affect, Emotion & Embodiment",C. Affective Publics,21C,Knowledge,med
Joan Y. Chiao,Cultural Neuroscience,,"Culture and brain shape each other bidirectionally.",Culture,Cultural Sociology,D. Cultural Psychology & Self,21C,DB,high
Joan Y. Chiao,Culture-Gene Coevolution (Neural),,"Cultural values and genes coevolve to shape neural function.",Culture,Cultural Sociology,D. Cultural Psychology & Self,21C,Web,high
Joan Y. Chiao,Cultural Variation in Self-Construal,,"Individualist and collectivist selves recruit different brain processes.",Culture,Cultural Sociology,D. Cultural Psychology & Self,21C,Web,med
Alex Mesoudi,Cultural Dynamics (Computational),,"Cultural change modeled with formal evolutionary and population methods.",Culture,Cultural Evolution & Transmission,B. Computational Cultural Dynamics,21C,DB,high
Alex Mesoudi,Cultural Evolution as Darwinian,,"Culture changes through Darwinian variation, selection and inheritance.",Culture,Cultural Evolution & Transmission,B. Computational Cultural Dynamics,21C,Knowledge,high
Alex Mesoudi,Social Learning Strategies,,"People selectively copy whom, when and what to imitate.",Culture,Cultural Evolution & Transmission,B. Computational Cultural Dynamics,21C,Knowledge,med
Milton C. Cummings Jr.,Cultural Diplomacy Theory,,"Exchange of culture builds mutual international understanding.",Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,20-21C,DB,high
Milton C. Cummings Jr.,Culture in Foreign Policy,,"Arts and ideas serve as instruments of statecraft.",Culture,Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,20-21C,Knowledge,med
UNESCO,Intangible Cultural Heritage Theory,,"Living traditions and practices deserve safeguarding as heritage.",Culture,"Material, Spatial & Heritage Culture",F. Heritage & Preservation,21C,DB,high
UNESCO,World Heritage,,"Sites of outstanding universal value protected for humanity.",Culture,"Material, Spatial & Heritage Culture",F. Heritage & Preservation,20-21C,Knowledge,high
UNESCO,Cultural Diversity (Universal Declaration),,"Cultural diversity is common heritage and a human right.",Culture,"Material, Spatial & Heritage Culture",F. Heritage & Preservation,21C,Knowledge,high
UNESCO,Safeguarding,,"Active measures ensure viability of living cultural heritage.",Culture,"Material, Spatial & Heritage Culture",F. Heritage & Preservation,21C,Knowledge,med
Alvin Toffler,Prosumption,,"Consumers increasingly produce what they themselves consume.",Culture,"Digital, Media & Algorithmic Culture",E. Prosumption & Convergence,20C,DB,high
Alvin Toffler,Future Shock,,"Too-rapid change overwhelms individuals and societies psychologically.",Culture,"Digital, Media & Algorithmic Culture",E. Prosumption & Convergence,20C,Knowledge,high
Alvin Toffler,Third Wave,,"Civilization shifts from industrial to information-age society.",Culture,"Digital, Media & Algorithmic Culture",E. Prosumption & Convergence,20C,Knowledge,high
Alvin Toffler,Information Overload,,"Excess information impairs decision-making and comprehension.",Culture,"Digital, Media & Algorithmic Culture",E. Prosumption & Convergence,20C,Knowledge,high
Alvin Toffler,Demassification,,"Mass media and markets fragment into diverse niche segments.",Culture,"Digital, Media & Algorithmic Culture",E. Prosumption & Convergence,20C,Knowledge,med
Aaron Wildavsky,Risk Culture Theory,,"Perception of risk is shaped by cultural worldview.",Culture,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,20C,DB,high
Aaron Wildavsky,Cultural Theory of Risk,,"Four ways of life select which dangers people fear.",Culture,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,20C,Knowledge,high
Aaron Wildavsky,Resilience vs. Anticipation,,"Coping flexibly often beats trying to anticipate all risks.",Culture,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,20C,Knowledge,high
Aaron Wildavsky,Grid-Group Cultural Theory,,"Grid and group dimensions classify social ways of life.",Culture,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,20C,Knowledge,med
Greg Bankoff,Disaster Narratives,,"Cultures frame disasters through enduring shared narratives.",Culture,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,21C,DB,high
Greg Bankoff,Cultures of Disaster,,"Recurrent hazards become normalized into everyday cultural life.",Culture,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,21C,Knowledge,high
Greg Bankoff,Vulnerability as Discourse,,"Western vulnerability framing can pathologize tropical regions.",Culture,"Memory, Time, Trauma & Resilience",B. Cultural Trauma,21C,Knowledge,med
Shannon Mattern,Infrastructure as Culture Theory,,"Urban infrastructures encode and transmit cultural meaning.",Culture,"Material, Spatial & Heritage Culture",D. Infrastructure & Urban Space,21C,DB,high
Shannon Mattern,Code and Clay / Media Archaeology of Cities,,"Cities have always been media, layering communication over millennia.",Culture,"Material, Spatial & Heritage Culture",D. Infrastructure & Urban Space,21C,Knowledge,high
Shannon Mattern,Maintenance and Care,,"Maintenance, not innovation, sustains infrastructure and society.",Culture,"Material, Spatial & Heritage Culture",D. Infrastructure & Urban Space,21C,Knowledge,med
Roger E. Kasperson,Social Amplification of Risk Framework (SARF in Cultural Studies),,"Social processes amplify or attenuate perceived risk signals.",Culture,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,20-21C,DB,high
Roger E. Kasperson,Risk Communication,,"How risk information is conveyed shapes public response.",Culture,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,20-21C,Knowledge,high
Roger E. Kasperson,Ripple Effects of Risk,,"Risk events cascade secondary impacts across society over time.",Culture,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,20-21C,Knowledge,med
Jeanne X. Kasperson,Social Amplification of Risk Framework (SARF in Cultural Studies),,"Social processes amplify or attenuate perceived risk signals.",Culture,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,20-21C,DB,high
Jeanne X. Kasperson,Vulnerability and Global Environmental Change,,"Human vulnerability central to understanding environmental risk.",Culture,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,20-21C,Knowledge,med
Jeanne X. Kasperson,Double Exposure,,"Communities face overlapping environmental and economic stresses.",Culture,"Memory, Time, Trauma & Resilience",D. Resilience & Risk,21C,Knowledge,med
Colin Campbell,Identity Consumption Theory,,"Consumers buy goods to construct and express identity.",Culture,Cultural Sociology,E. Consumption & Taste,20-21C,DB,high
Colin Campbell,Romantic Ethic of Consumption,,"Modern consumerism rooted in romanticism and imaginative pleasure-seeking.",Culture,Cultural Sociology,E. Consumption & Taste,20C,Knowledge,high
Colin Campbell,Modern Hedonism,,"Self-illusory daydreaming fuels insatiable desire for novel goods.",Culture,Cultural Sociology,E. Consumption & Taste,20C,Knowledge,high
Colin Campbell,Craft Consumption,,"Consumers creatively transform purchased goods into personal projects.",Culture,Cultural Sociology,E. Consumption & Taste,21C,Knowledge,med
Richard A. Peterson,Cultural Omnivore Theory,,"High-status taste now spans both highbrow and popular culture.",Culture,Cultural Sociology,B. Taste & Distinction,20-21C,DB,high
Richard A. Peterson,Production of Culture Perspective,,"Cultural products are shaped by their conditions of production.",Culture,Cultural Sociology,B. Taste & Distinction,20C,Knowledge,high
Richard A. Peterson,Fabricating Authenticity,,"Authenticity is socially constructed, as in country music.",Culture,Cultural Sociology,B. Taste & Distinction,20-21C,Knowledge,high
Richard A. Peterson,Omnivore-Univore Distinction,,"Elites consume widely while lower strata consume narrowly.",Culture,Cultural Sociology,B. Taste & Distinction,20-21C,Knowledge,med
Gay Hawkins,Waste and Culture Theory,,"Waste carries ethical and affective cultural meaning.",Culture,"Material, Spatial & Heritage Culture",C. Waste & Discard,21C,DB,high
Gay Hawkins,The Ethics of Waste,,"How we discard things shapes our moral relations.",Culture,"Material, Spatial & Heritage Culture",C. Waste & Discard,21C,Knowledge,high
Gay Hawkins,Plastic Materialities,,"Plastic bottles and bags reshape habits and ethics.",Culture,"Material, Spatial & Heritage Culture",C. Waste & Discard,21C,Knowledge,med
Jack Knetsch,Endowment Effect,,"People value what they own more than identical unowned goods.",Economics,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,20-21C,DB,high
Jack Knetsch,Willingness-to-Pay vs Willingness-to-Accept Gap,,"Selling price exceeds buying price for the same good.",Economics,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,20-21C,Knowledge,high
Jack Knetsch,Loss Aversion (Empirical),,"Losses loom larger than equivalent gains in choice.",Economics,Behavioral & Cognitive Economics,Foundations & Bounded Rationality,20-21C,Knowledge,med
R.H. Strotz,Time Inconsistency,,"Preferences over time reverse, undermining earlier plans.",Economics,Behavioral & Cognitive Economics,Intertemporal Choice & Self-Control,20C,DB,high
R.H. Strotz,Dynamic Inconsistency of Discounting,,"Non-exponential discounting makes future selves disagree with present.",Economics,Behavioral & Cognitive Economics,Intertemporal Choice & Self-Control,20C,Knowledge,high
R.H. Strotz,Precommitment Strategy,,"Rational agents bind future choices to resist temptation.",Economics,Behavioral & Cognitive Economics,Intertemporal Choice & Self-Control,20C,Knowledge,med
Eric J. Johnson,Default Effect,,"Pre-set default options strongly steer people's choices.",Economics,Behavioral & Cognitive Economics,Nudges & Choice Architecture,21C,DB,high
Eric J. Johnson,Defaults and Organ Donation,,"Opt-out defaults dramatically raise organ donation rates.",Economics,Behavioral & Cognitive Economics,Nudges & Choice Architecture,21C,Knowledge,high
Eric J. Johnson,Choice Architecture (Designing Defaults),,"How choices are structured determines what people pick.",Economics,Behavioral & Cognitive Economics,Nudges & Choice Architecture,21C,Knowledge,med
Daniel Goldstein,Default Effect,,"Pre-set default options strongly steer people's choices.",Economics,Behavioral & Cognitive Economics,Nudges & Choice Architecture,21C,DB,high
Daniel Goldstein,Recognition Heuristic,,"People infer value simply from what they recognize.",Economics,Behavioral & Cognitive Economics,Nudges & Choice Architecture,21C,Knowledge,med
Daniel Goldstein,Defaults and Organ Donation,,"Opt-out defaults dramatically raise organ donation rates.",Economics,Behavioral & Cognitive Economics,Nudges & Choice Architecture,21C,Knowledge,med
William Samuelson,Status Quo Bias,,"People disproportionately prefer keeping current state unchanged.",Economics,Behavioral & Cognitive Economics,Other Biases & Heuristics,20-21C,DB,high
William Samuelson,Inertia in Decision-Making,,"Default inaction biases decisions toward the existing option.",Economics,Behavioral & Cognitive Economics,Other Biases & Heuristics,20-21C,Knowledge,med
Richard Zeckhauser,Status Quo Bias,,"People disproportionately prefer keeping current state unchanged.",Economics,Behavioral & Cognitive Economics,Other Biases & Heuristics,20-21C,DB,high
Richard Zeckhauser,Value of a Statistical Life,,"Risk choices reveal the implicit value placed on life.",Economics,Behavioral & Cognitive Economics,Other Biases & Heuristics,20C,Knowledge,med
Richard Zeckhauser,Ambiguity and Decision under Uncertainty,,"Choices differ under unknown versus known probabilities.",Economics,Behavioral & Cognitive Economics,Other Biases & Heuristics,20-21C,Knowledge,med
Joe Herbert,Hormonal Influences on Economic Behavior,,"Hormones like cortisol and testosterone shape financial risk-taking.",Economics,Behavioral & Cognitive Economics,Neuroeconomics & Neuromarketing,21C,DB,high
Joe Herbert,Cortisol and Financial Risk,,"Stress hormones distort traders' appetite for market risk.",Economics,Behavioral & Cognitive Economics,Neuroeconomics & Neuromarketing,21C,Knowledge,med
Joseph Stiglitz,Screening Theory (Behavioral Economics),,"Uninformed parties design mechanisms to extract hidden information.",Economics,Information & Contract Economics,Asymmetric Information,20-21C,DB,high
Joseph Stiglitz,Asymmetric Information,,"Unequal information between parties distorts markets.",Economics,Information & Contract Economics,Asymmetric Information,20-21C,Knowledge,high
Joseph Stiglitz,Efficiency Wages,,"Firms pay above-market wages to boost worker effort.",Economics,Information & Contract Economics,Asymmetric Information,20C,Knowledge,high
Joseph Stiglitz,Adverse Selection (Screening),,"Hidden quality drives bad risks to dominate markets.",Economics,Information & Contract Economics,Asymmetric Information,20C,Knowledge,high
Joseph Stiglitz,Globalization and Its Discontents,,"Mismanaged globalization harms developing economies and stability.",Economics,Information & Contract Economics,Asymmetric Information,21C,Knowledge,med
Kenneth Arrow,Moral Hazard (Behavioral Economics),,"Insured parties take more risk when shielded from consequences.",Economics,Information & Contract Economics,Asymmetric Information,20C,DB,high
Kenneth Arrow,Impossibility Theorem,,"No voting rule fairly aggregates all individual preferences.",Economics,Information & Contract Economics,Asymmetric Information,20C,Knowledge,high
Kenneth Arrow,Arrow-Debreu General Equilibrium,,"Competitive markets can reach a complete general equilibrium.",Economics,Information & Contract Economics,Asymmetric Information,20C,Knowledge,high
Kenneth Arrow,Learning by Doing,,"Productivity rises as experience accumulates through production.",Economics,Information & Contract Economics,Asymmetric Information,20C,Knowledge,high
Sally Guttman,Social Norms,,"Behavior in games is shaped by shared social norms.",Economics,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,21C,DB,med
Werner Güth,Ultimatum Game (Behavioral Economics),,"People reject unfair offers, defying pure self-interest.",Economics,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,20-21C,DB,high
Werner Güth,Fairness and Rejection of Unfair Offers,,"Responders sacrifice money to punish perceived unfairness.",Economics,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,20-21C,Knowledge,high
Werner Güth,Indirect Evolutionary Approach,,"Preferences themselves evolve through their strategic success.",Economics,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,20-21C,Knowledge,med
Drew Fudenberg,Learning in Games,,"Players adapt strategies over time through repeated learning.",Economics,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,20-21C,DB,high
Drew Fudenberg,Folk Theorem (Repeated Games),,"Repeated interaction sustains many cooperative equilibria via patience.",Economics,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,20C,Knowledge,high
Drew Fudenberg,Self-Confirming Equilibrium,,"Beliefs can stay consistent yet objectively wrong off-path.",Economics,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,20-21C,Knowledge,med
David K. Levine,Learning in Games,,"Players adapt strategies over time through repeated learning.",Economics,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,20-21C,DB,high
David K. Levine,Fairness and Reciprocity Model,,"Altruism and spite depend on others' perceived intentions.",Economics,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,20-21C,Knowledge,med
David K. Levine,Is Behavioral Economics Doomed?,,"Standard economics already explains much apparent irrationality.",Economics,Behavioral Game Theory & Strategic Interaction,Behavioral Game Theory,21C,Knowledge,med
Herbert Simon,Consumer Choice Theory (Behavioral),,"Consumers satisfice within cognitive limits rather than optimize.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,DB,high
Herbert Simon,Bounded Rationality,,"Rationality is limited by information, cognition and time.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,Knowledge,high
Herbert Simon,Satisficing,,"People choose good-enough options instead of optimal ones.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,Knowledge,high
Herbert Simon,Administrative Behavior,,"Organizational decisions follow bounded, procedural rationality.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,Knowledge,high
Herbert Simon,Attention Economy,,"Abundant information creates scarcity of human attention.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,Knowledge,med
Morris Holbrook,Hedonic Consumption,,"Consumption driven by emotional, sensory and aesthetic pleasure.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20-21C,DB,high
Morris Holbrook,Experiential View of Consumption,,"Consumption is about fantasies, feelings and fun, not utility.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,Knowledge,high
Morris Holbrook,Consumer Value Typology,,"Consumer value spans efficiency, play, esteem and spirituality.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20-21C,Knowledge,med
Thomas Gilovich,Experiential Consumption,,"Experiences yield more lasting happiness than material goods.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20-21C,DB,high
Thomas Gilovich,Spotlight Effect,,"People overestimate how much others notice them.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20-21C,Knowledge,high
Thomas Gilovich,Hot Hand Fallacy,,"People wrongly perceive streaks in random sequences.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,Knowledge,med
Amit Kumar,Experiential Consumption,,"Experiences yield more lasting happiness than material goods.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,21C,DB,high
Amit Kumar,Waiting for Experiences,,"Anticipating experiences brings more joy than awaiting purchases.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,21C,Knowledge,med
George J. Stigler,Habit Formation,,"Past consumption shapes present tastes and choices.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,DB,high
George J. Stigler,Economics of Information,,"Search costs explain price dispersion and information gathering.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,Knowledge,high
George J. Stigler,Theory of Economic Regulation,,"Industries capture regulation to serve their own interests.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,Knowledge,high
George J. Stigler,De Gustibus Non Est Disputandum,,"Stable tastes, not changing preferences, explain behavior.",Economics,"Marketing, Consumption & Industrial Organization",Psychology of Consumption,20C,Knowledge,med
Terrance Odean,Overconfidence Bias (Finance),,"Overconfident investors trade too much and lose returns.",Economics,Behavioral Finance & Asset Markets,Investor Psychology & Biases,20-21C,DB,high
Terrance Odean,Disposition Effect,,"Investors sell winners early but hold losers too long.",Economics,Behavioral Finance & Asset Markets,Investor Psychology & Biases,20-21C,Knowledge,high
Terrance Odean,Trading Hurts Wealth,,"Frequent trading systematically reduces individual investors' net returns.",Economics,Behavioral Finance & Asset Markets,Investor Psychology & Biases,20-21C,Knowledge,med
Lorenz Goette,Reference-Dependent Labor Supply,,"Workers set income targets, working until reference point met.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,21C,DB,high
Lorenz Goette,Loss Aversion and Labor Supply,,"Workers stop earning once a reference income is reached.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,21C,Web,high
Lorenz Goette,Expectation-Based Reference Points,,"Expected outcomes set the reference shaping effort provision.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,21C,Web,med
John B. Taylor,Search Frictions (Behavioral),,"Job matching is slowed by costly, imperfect search.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,20-21C,DB,med
John B. Taylor,Taylor Rule,,"Central banks should set rates by inflation and output gaps.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,20-21C,Knowledge,high
John B. Taylor,Staggered Contracts (Price Stickiness),,"Overlapping wage contracts make prices adjust sluggishly.",Economics,"Labor, Personnel & Inequality Economics",Behavioral Labor Economics,20C,Knowledge,high
Joel Slemrod,Social Norms and Tax Compliance,,"Social norms and morale shape willingness to pay taxes.",Economics,Political Economy & Public Choice,Behavioral Public Economics,20-21C,DB,high
Joel Slemrod,Tax Salience and Behavioral Responses,,"How taxes are presented changes taxpayer behavior.",Economics,Political Economy & Public Choice,Behavioral Public Economics,21C,Knowledge,med
Joel Slemrod,Optimal Tax Enforcement,,"Audit and enforcement design affects evasion and compliance.",Economics,Political Economy & Public Choice,Behavioral Public Economics,20-21C,Knowledge,med
Eldar Shafir,Poverty Traps (Behavioral),,"Scarcity itself impairs the cognition needed to escape poverty.",Economics,Development & Environmental Economics,Behavioral Development Economics,21C,DB,high
Eldar Shafir,Scarcity (Bandwidth Tax),,"Scarcity captures the mind, reducing mental bandwidth.",Economics,Development & Environmental Economics,Behavioral Development Economics,21C,Knowledge,high
Eldar Shafir,Tunneling,,"Scarcity narrows focus, neglecting things outside the tunnel.",Economics,Development & Environmental Economics,Behavioral Development Economics,21C,Knowledge,med
Kevin Volpp,Nudges in Health,,"Incentives and nudges improve health behaviors and adherence.",Economics,Development & Environmental Economics,Health & Education Economics,21C,DB,high
Kevin Volpp,Financial Incentives for Health,,"Cash incentives can boost smoking cessation and medication adherence.",Economics,Development & Environmental Economics,Health & Education Economics,21C,Knowledge,high
Kevin Volpp,Behavioral Economics of Medication Adherence,,"Lotteries and defaults raise patients' medication-taking rates.",Economics,Development & Environmental Economics,Health & Education Economics,21C,Knowledge,med
James Heckman,Self-Control and Educational Outcomes,,"Non-cognitive skills strongly drive education and life outcomes.",Economics,Development & Environmental Economics,Health & Education Economics,20-21C,DB,high
James Heckman,Heckman Correction (Selection Bias),,"Statistical method correcting bias from non-random sample selection.",Economics,Development & Environmental Economics,Health & Education Economics,20C,Knowledge,high
James Heckman,Early Childhood Investment (Heckman Curve),,"Early childhood investment yields the highest economic returns.",Economics,Development & Environmental Economics,Health & Education Economics,21C,Knowledge,high
