theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Anne-Emanuelle Birn,Critical Global Health,,"Global health analyzed through political economy and historical power",Medicine,Global Health & Postcolonial Medicine,A. Critical & Postcolonial Global Health,Contemporary,DB,high
Anne-Emanuelle Birn,Philanthrocapitalism Critique,,"Private foundations distort global health priorities toward technical fixes",Medicine,Global Health & Postcolonial Medicine,A. Critical & Postcolonial Global Health,Contemporary,Knowledge,high
Anne-Emanuelle Birn,International Health History,,"Colonial and Cold War legacies shape global health institutions",Medicine,Global Health & Postcolonial Medicine,A. Critical & Postcolonial Global Health,Contemporary,Knowledge,med
Anne-Emanuelle Birn,Social Determinants vs Magic Bullets,,"Critique of vertical disease programs over structural social change",Medicine,Global Health & Postcolonial Medicine,A. Critical & Postcolonial Global Health,Contemporary,Knowledge,med
August B. Hollingshead,Social Psychiatry,,"Mental illness distribution tied to social class structure",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,DB,high
August B. Hollingshead,Social Class and Mental Illness,,"Lower class shows higher rates and worse treatment of mental illness",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,Knowledge,high
August B. Hollingshead,Index of Social Position,,"Composite measure of social class using occupation and education",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,Knowledge,high
August B. Hollingshead,Class-Differential Treatment,,"Social class shapes type and quality of psychiatric care received",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,Knowledge,med
Frederick C. Redlich,Social Psychiatry,,"Psychiatric epidemiology linked to social stratification with Hollingshead",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,DB,high
Frederick C. Redlich,Social Class and Mental Illness,,"Co-author of landmark New Haven class-and-mental-illness study",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,Knowledge,high
Frederick C. Redlich,Psychiatric Treatment Disparities,,"Class determines whether patients receive psychotherapy or custodial care",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,Knowledge,med
Christine Vaughn,Expressed Emotion (EE) Theory (Mental Health),,"Family emotional climate predicts schizophrenia relapse rates",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,DB,high
Christine Vaughn,Camberwell Family Interview,,"Standardized interview measuring family expressed emotion levels",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,Web,high
Christine Vaughn,High and Low EE Families,,"Critical comments and over-involvement distinguish high-relapse households",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,Web,high
DSM-5 Cultural Formulation Interview,Cultural Formulation (Mental Health),,"Structured assessment of patient's cultural understanding of distress",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Contemporary,DB,high
DSM-5 Cultural Formulation Interview,Cultural Concepts of Distress,,"Idioms, syndromes, and explanations vary across cultural contexts",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Contemporary,Knowledge,high
DSM-5 Cultural Formulation Interview,Explanatory Models in Diagnosis,,"Patient's own causal models integrated into psychiatric assessment",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Contemporary,Knowledge,med
Ioan M. Lewis,Spirit Possession,,"Possession cults express social marginality and peripheral protest",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,DB,high
Ioan M. Lewis,Ecstatic Religion,,"Trance and possession analyzed as social and political phenomena",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,Knowledge,high
Ioan M. Lewis,Peripheral Possession Cults,,"Marginalized groups use possession to voice grievances indirectly",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,Knowledge,high
Ioan M. Lewis,Central Morality Cults,,"Possession also upholds dominant moral and religious order",Medicine,Psychiatry & Mental Health,A. Sociocultural & Critical Psychiatry,Modern,Knowledge,med
James Birren,Narrative Gerontology,,"Life stories central to understanding aging and meaning",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Modern,DB,high
James Birren,Guided Autobiography,,"Structured life-review method helps elders reconstruct meaning",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Modern,Knowledge,high
James Birren,Psychology of Aging,,"Founding scientific framework for gerontological psychology",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Modern,Knowledge,high
James Birren,Wisdom and Life Span,,"Aging brings developmental potential for wisdom and integration",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Modern,Knowledge,med
Ruth E. Ray,Narrative Gerontology,,"Stories shape how aging is lived and understood",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Contemporary,DB,high
Ruth E. Ray,Feminist Gerontology,,"Gender and power inform critical analysis of aging",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Contemporary,Knowledge,high
Ruth E. Ray,Reflexive Life-Writing,,"Researcher and subject co-construct aging narratives",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Contemporary,Knowledge,med
Robert Butler,Life Review Therapy,,"Reminiscence helps elders integrate and resolve life experiences",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Modern,DB,high
Robert Butler,Ageism,,"Coined term for systematic prejudice against older people",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Modern,Knowledge,high
Robert Butler,Why Survive? Being Old in America,,"Landmark critique of social neglect of the elderly",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Modern,Knowledge,high
Robert Butler,Productive Aging,,"Older adults retain capacity for meaningful contribution",Medicine,Critical Medical Humanities,H. Narrative Gerontology & Aging,Modern,Knowledge,med
Mike Oliver,Social Model of Disability (Medical),,"Disability caused by social barriers, not bodily impairment",Medicine,"Body, Embodiment & Disability",A. Social & Medical Models of Disability,Modern,DB,high
Mike Oliver,Disability as Oppression,,"Disabled people form an oppressed group within society",Medicine,"Body, Embodiment & Disability",A. Social & Medical Models of Disability,Modern,Knowledge,high
Mike Oliver,Impairment vs Disability,,"Impairment is bodily; disability is socially constructed exclusion",Medicine,"Body, Embodiment & Disability",A. Social & Medical Models of Disability,Modern,Knowledge,high
Mike Oliver,Emancipatory Disability Research,,"Research should serve and be controlled by disabled people",Medicine,"Body, Embodiment & Disability",A. Social & Medical Models of Disability,Modern,Knowledge,med
Beauchamp,Principlism,,"Four mid-level principles guide biomedical ethical reasoning",Medicine,Medical Ethics & Bioethics,A. Principlism & Bioethical Debate,Modern,DB,high
Beauchamp,Autonomy Principle,,"Respect for persons grounds informed consent and choice",Medicine,Medical Ethics & Bioethics,A. Principlism & Bioethical Debate,Modern,Knowledge,high
Beauchamp,Beneficence and Nonmaleficence,,"Duty to do good and avoid harm in care",Medicine,Medical Ethics & Bioethics,A. Principlism & Bioethical Debate,Modern,Knowledge,high
Beauchamp,Justice in Healthcare,,"Fair distribution of medical benefits and burdens",Medicine,Medical Ethics & Bioethics,A. Principlism & Bioethical Debate,Modern,Knowledge,med
Childress,Principlism,,"Co-developed four-principle framework for bioethics",Medicine,Medical Ethics & Bioethics,A. Principlism & Bioethical Debate,Modern,DB,high
Childress,Reflective Equilibrium (Bioethics),,"Balancing principles, cases, and intuitions toward coherence",Medicine,Medical Ethics & Bioethics,A. Principlism & Bioethical Debate,Modern,Knowledge,high
Childress,Specification of Principles,,"Abstract principles made concrete for particular cases",Medicine,Medical Ethics & Bioethics,A. Principlism & Bioethical Debate,Modern,Knowledge,med
various critics,Principlism,,"Critiques of four-principle bioethics as abstract and Western",Medicine,Medical Ethics & Bioethics,A. Principlism & Bioethical Debate,Contemporary,DB,med
various critics,Anti-Theory Critique (Bioethics),,"Principles too abstract to resolve concrete clinical dilemmas",Medicine,Medical Ethics & Bioethics,A. Principlism & Bioethical Debate,Contemporary,Knowledge,med
various critics,Casuistry Alternative,,"Case-based reasoning preferred over top-down principles",Medicine,Medical Ethics & Bioethics,A. Principlism & Bioethical Debate,Contemporary,Knowledge,med
W. Douglas Storey,Health Communication Theory,,"Strategic communication drives social and behavior change",Medicine,Public Health & Social Epidemiology,A. Health Behavior Models,Contemporary,DB,high
W. Douglas Storey,Entertainment-Education,,"Embedding health messages in entertaining narratives changes behavior",Medicine,Public Health & Social Epidemiology,A. Health Behavior Models,Contemporary,Web,high
W. Douglas Storey,Communication Campaign Theory,,"Designed campaigns produce population-level health behavior change",Medicine,Public Health & Social Epidemiology,A. Health Behavior Models,Contemporary,Web,high
W. Douglas Storey,Ideation Model,,"Communication shapes the ideas underlying health behavior adoption",Medicine,Public Health & Social Epidemiology,A. Health Behavior Models,Contemporary,Knowledge,med
Rima Rudd,Health Literacy Theory,,"Health literacy is a system demand, not just individual skill",Medicine,Public Health & Social Epidemiology,E. Health Literacy & Participatory Research,Contemporary,DB,high
Rima Rudd,Literacy Demands of Health Systems,,"Institutions impose excessive literacy burdens on patients",Medicine,Public Health & Social Epidemiology,E. Health Literacy & Participatory Research,Contemporary,Knowledge,high
Rima Rudd,Plain Language in Health,,"Simplified materials improve patient comprehension and equity",Medicine,Public Health & Social Epidemiology,E. Health Literacy & Participatory Research,Contemporary,Knowledge,med
Don Nutbeam,Health Literacy Theory,,"Health literacy spans functional, interactive, and critical levels",Medicine,Public Health & Social Epidemiology,E. Health Literacy & Participatory Research,Contemporary,DB,high
Don Nutbeam,Functional Interactive Critical Literacy,,"Three-tier model of health literacy from basic to empowering",Medicine,Public Health & Social Epidemiology,E. Health Literacy & Participatory Research,Contemporary,Knowledge,high
Don Nutbeam,Health Promotion Glossary,,"Standardized conceptual vocabulary for health promotion field",Medicine,Public Health & Social Epidemiology,E. Health Literacy & Participatory Research,Contemporary,Knowledge,med
Don Nutbeam,Health Literacy as Asset,,"Critical literacy empowers people to act on social determinants",Medicine,Public Health & Social Epidemiology,E. Health Literacy & Participatory Research,Contemporary,Knowledge,med
Meredith Minkler,Community-Based Participatory Research (CBPR) Theory (Health),,"Communities co-produce research as equal partners",Medicine,Public Health & Social Epidemiology,E. Health Literacy & Participatory Research,Contemporary,DB,high
Meredith Minkler,Community Organizing for Health,,"Collective action addresses root causes of health inequity",Medicine,Public Health & Social Epidemiology,E. Health Literacy & Participatory Research,Contemporary,Knowledge,high
Meredith Minkler,Empowerment Education,,"Freirean dialogue builds community capacity for health action",Medicine,Public Health & Social Epidemiology,E. Health Literacy & Participatory Research,Contemporary,Knowledge,med
Carlos Novas,Biocitizenship,,"Health identities mobilize citizens around biological conditions",Medicine,"Body, Embodiment & Disability",B. Embodiment & Biocitizenship,Contemporary,DB,high
Carlos Novas,Biological Citizenship,,"Genetic and disease status grounds new forms of belonging",Medicine,"Body, Embodiment & Disability",B. Embodiment & Biocitizenship,Contemporary,Knowledge,high
Carlos Novas,Political Economy of Hope,,"Patient advocacy mobilizes hope to drive biomedical investment",Medicine,"Body, Embodiment & Disability",B. Embodiment & Biocitizenship,Contemporary,Knowledge,med
Derek Summerfield,Decolonizing Global Mental Health Theory,,"Western psychiatric categories wrongly universalized onto other cultures",Medicine,Psychiatry & Mental Health,D. Global & Decolonial Mental Health,Contemporary,DB,high
Derek Summerfield,Critique of PTSD Universalism,,"Trauma model medicalizes normal responses to adversity and war",Medicine,Psychiatry & Mental Health,D. Global & Decolonial Mental Health,Contemporary,Knowledge,high
Derek Summerfield,Medicalization of Distress,,"Social suffering reframed as individual psychiatric disorder",Medicine,Psychiatry & Mental Health,D. Global & Decolonial Mental Health,Contemporary,Knowledge,med
Anne Whitehead,Critical Medical Humanities,,"Humanities interrogate, not just serve, biomedical practice",Medicine,Critical Medical Humanities,C. Critical Medical Humanities (General),Contemporary,DB,high
Anne Whitehead,The Critical Medical Humanities,,"Co-edited manifesto reframing the field as critical inquiry",Medicine,Critical Medical Humanities,C. Critical Medical Humanities (General),Contemporary,Knowledge,high
Anne Whitehead,Narrative and Trauma,,"Literary trauma theory informs understanding of memory and illness",Medicine,Critical Medical Humanities,C. Critical Medical Humanities (General),Contemporary,Knowledge,med
Anne Whitehead,Critique of Empathy,,"Questions assumed therapeutic value of clinical empathy",Medicine,Critical Medical Humanities,C. Critical Medical Humanities (General),Contemporary,Knowledge,med
James Wilson,Ethics of Public Health Interventions Theory,,"Population-level interventions raise distinct ethical justification problems",Medicine,Medical Ethics & Bioethics,B. Public Health & Population Ethics,Contemporary,DB,high
James Wilson,Liberty and Public Health,,"Balancing individual freedom against collective health protection",Medicine,Medical Ethics & Bioethics,B. Public Health & Population Ethics,Contemporary,Knowledge,med
James Wilson,Justice in Health Policy,,"Fair distribution central to public health intervention ethics",Medicine,Medical Ethics & Bioethics,B. Public Health & Population Ethics,Contemporary,Knowledge,med
Dorothy Nelkin,Social Implications of Genomics Theory,,"Genetic science reshapes culture, identity, and social meaning",Medicine,History of Medicine & Science Studies,"B. Genetics, Genomics & Society",Modern,DB,high
Dorothy Nelkin,The DNA Mystique,,"Popular culture treats DNA as sacred essence of self",Medicine,History of Medicine & Science Studies,"B. Genetics, Genomics & Society",Modern,Knowledge,high
Dorothy Nelkin,Selling Science,,"Media shapes public understanding and authority of science",Medicine,History of Medicine & Science Studies,"B. Genetics, Genomics & Society",Modern,Knowledge,high
Dorothy Nelkin,Genetic Essentialism,,"Reducing identity and behavior to genetic determination",Medicine,History of Medicine & Science Studies,"B. Genetics, Genomics & Society",Modern,Knowledge,med
Paul Starr,Professional Dominance Theory,,"Medicine achieved cultural authority and economic sovereignty",Medicine,Medical Sociology,"D. Profession, Expertise & Clinical Encounter",Modern,DB,high
Paul Starr,Social Transformation of American Medicine,,"Pulitzer-winning history of organized medicine's rise to power",Medicine,Medical Sociology,"D. Profession, Expertise & Clinical Encounter",Modern,Knowledge,high
Paul Starr,Cultural Authority of Medicine,,"Medicine's power rests on legitimated expert authority",Medicine,Medical Sociology,"D. Profession, Expertise & Clinical Encounter",Modern,Knowledge,high
Paul Starr,Professional Sovereignty,,"Physicians secured control over markets, institutions, and policy",Medicine,Medical Sociology,"D. Profession, Expertise & Clinical Encounter",Modern,Knowledge,med
Paula Braveman,Health Equity Theory,,"Avoidable, unjust health differences define inequity",Medicine,Public Health & Social Epidemiology,C. Health Equity & Social Justice,Contemporary,DB,high
Paula Braveman,Defining Health Disparities,,"Precise conceptual distinction between disparity and inequity",Medicine,Public Health & Social Epidemiology,C. Health Equity & Social Justice,Contemporary,Knowledge,high
Paula Braveman,Social Determinants of Equity,,"Social conditions systematically produce unfair health gradients",Medicine,Public Health & Social Epidemiology,C. Health Equity & Social Justice,Contemporary,Knowledge,med
Sheila Jasanoff,Bioethical Debates (Sociological),,"Science and law co-produce social and bioethical order",Medicine,Medical Ethics & Bioethics,C. Sociology of Bioethics,Contemporary,DB,high
Sheila Jasanoff,Co-Production,,"Knowledge and social order are produced together",Medicine,Medical Ethics & Bioethics,C. Sociology of Bioethics,Contemporary,Knowledge,high
Sheila Jasanoff,Civic Epistemology,,"Cultures differ in how they validate public knowledge claims",Medicine,Medical Ethics & Bioethics,C. Sociology of Bioethics,Contemporary,Knowledge,high
Sheila Jasanoff,Sociotechnical Imaginaries,,"Shared visions of futures shape science and technology policy",Medicine,Medical Ethics & Bioethics,C. Sociology of Bioethics,Contemporary,Knowledge,med
Nickolas Rose,Pharmaceuticalization Theory,,"Life and selfhood increasingly governed through pharmaceuticals",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,DB,high
Nickolas Rose,Biopolitics of the Molecular,,"Power operates at the level of life itself",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,high
Nickolas Rose,Neurochemical Self,,"Identity reconceived through brain chemistry and psychopharmacology",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,high
Nickolas Rose,Somatic Individuality,,"Selfhood grounded in biological and genetic terms",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,med
David Healy,Pharmaceuticalization Theory,,"Industry shapes psychiatric diagnosis and antidepressant prescribing",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,DB,high
David Healy,Antidepressant Era Critique,,"SSRIs marketed beyond evidence, masking harms and dependence",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,high
David Healy,Ghostwriting and Clinical Trials,,"Industry-funded research and authorship distort drug evidence",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,med
Peter M. Sandman,Health Risk Communication Theory,,"Risk equals hazard plus outrage in public perception",Medicine,Public Health & Social Epidemiology,H. Health Communication,Contemporary,DB,high
Peter M. Sandman,Hazard Plus Outrage,,"Public risk perception driven more by outrage than hazard",Medicine,Public Health & Social Epidemiology,H. Health Communication,Contemporary,Knowledge,high
Peter M. Sandman,Outrage Management,,"Communication should address emotional outrage, not just facts",Medicine,Public Health & Social Epidemiology,H. Health Communication,Contemporary,Knowledge,med
Carl Elliott,Patient Autonomy (Sociological),,"Enhancement and authenticity complicate ideals of patient choice",Medicine,Medical Ethics & Bioethics,C. Sociology of Bioethics,Contemporary,DB,high
Carl Elliott,Enhancement Technologies Ethics,,"Cosmetic and psychiatric enhancement blur treatment and improvement",Medicine,Medical Ethics & Bioethics,C. Sociology of Bioethics,Contemporary,Knowledge,high
Carl Elliott,Pharmaceutical Industry Critique,,"Bioethics compromised by drug industry funding and ghostwriting",Medicine,Medical Ethics & Bioethics,C. Sociology of Bioethics,Contemporary,Knowledge,med
Adriane Fugh-Berman,Direct-to-Consumer Advertising (DTCA) Theory,,"Drug advertising and detailing distort prescribing and demand",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,DB,high
Adriane Fugh-Berman,Pharmaceutical Marketing Critique,,"Industry promotion masquerades as medical education",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,high
Adriane Fugh-Berman,Ghostwriting in Medicine,,"Industry authors articles under physicians' names",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,med
Andrew Scull,Deinstitutionalization Theory (Mental Health),,"Asylum closure driven by economics, not just humane reform",Medicine,Psychiatry & Mental Health,B. Deinstitutionalization & Recovery,Contemporary,DB,high
Andrew Scull,Decarceration,,"Releasing patients shifted costs without ensuring community care",Medicine,Psychiatry & Mental Health,B. Deinstitutionalization & Recovery,Contemporary,Knowledge,high
Andrew Scull,Museums of Madness,,"Asylum history as social control of disorder and dependency",Medicine,Psychiatry & Mental Health,B. Deinstitutionalization & Recovery,Contemporary,Knowledge,high
Andrew Scull,Madness in Civilization,,"Long social history of how societies define and treat insanity",Medicine,Psychiatry & Mental Health,B. Deinstitutionalization & Recovery,Contemporary,Knowledge,med
Derek Parfit,Population Ethics (Public Health),,"Future-people obligations and aggregation in population decisions",Medicine,Medical Ethics & Bioethics,B. Public Health & Population Ethics,Modern,DB,high
Derek Parfit,The Repugnant Conclusion,,"Large barely-worthwhile lives can outweigh few flourishing ones",Medicine,Medical Ethics & Bioethics,B. Public Health & Population Ethics,Modern,Knowledge,high
Derek Parfit,Non-Identity Problem,,"Actions affecting who exists complicate harm and benefit",Medicine,Medical Ethics & Bioethics,B. Public Health & Population Ethics,Modern,Knowledge,high
Derek Parfit,Personal Identity and Ethics,,"Reductionist view of identity reshapes moral concern",Medicine,Medical Ethics & Bioethics,B. Public Health & Population Ethics,Modern,Knowledge,med
Abby Lippman,Geneticization Theory,,"Human conditions increasingly defined and explained as genetic",Medicine,History of Medicine & Science Studies,"B. Genetics, Genomics & Society",Modern,DB,high
Abby Lippman,Geneticization,,"Coined term for reducing differences to genetic origins",Medicine,History of Medicine & Science Studies,"B. Genetics, Genomics & Society",Modern,Knowledge,high
Abby Lippman,Prenatal Testing Critique,,"Genetic screening expands control over reproduction and bodies",Medicine,History of Medicine & Science Studies,"B. Genetics, Genomics & Society",Modern,Knowledge,med
Tod Chambers,Narrative Bioethics Theory,,"Bioethics cases are rhetorical constructions, not neutral facts",Medicine,Medical Ethics & Bioethics,D. Narrative & Care Ethics,Contemporary,DB,high
Tod Chambers,The Fiction of Bioethics,,"Case narratives shaped by literary and rhetorical choices",Medicine,Medical Ethics & Bioethics,D. Narrative & Care Ethics,Contemporary,Knowledge,high
Tod Chambers,Rhetoric of Case Presentation,,"How a case is told determines its ethical conclusion",Medicine,Medical Ethics & Bioethics,D. Narrative & Care Ethics,Contemporary,Knowledge,med
Caroll L. Estes,Sociology of Aging & Health Theory,,"Aging policy shaped by political economy and industry",Medicine,Medical Sociology,"C. Chronic Illness, Aging & Dying",Modern,DB,high
Caroll L. Estes,The Aging Enterprise,,"Services for elderly serve provider interests over elders",Medicine,Medical Sociology,"C. Chronic Illness, Aging & Dying",Modern,Knowledge,high
Caroll L. Estes,Political Economy of Aging,,"Old-age dependency socially constructed through policy and capital",Medicine,Medical Sociology,"C. Chronic Illness, Aging & Dying",Modern,Knowledge,high
Caroll L. Estes,Critical Gerontology,,"Aging analyzed through power, inequality, and structure",Medicine,Medical Sociology,"C. Chronic Illness, Aging & Dying",Modern,Knowledge,med
Ray Moynihan,Disease Mongering Theory,,"Industry widens disease definitions to expand drug markets",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,DB,high
Ray Moynihan,Selling Sickness,,"Pharmaceutical marketing turns ordinary life into treatable illness",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,high
Ray Moynihan,Overdiagnosis,,"Expanding diagnostic thresholds harms healthy people",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,high
Alan Cassels,Disease Mongering Theory,,"Co-authored critique of manufactured illness for profit",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,DB,high
Alan Cassels,Selling Sickness,,"Co-author exposing pharmaceutical expansion of disease categories",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,high
Alan Cassels,Screening Critique,,"Mass screening often medicalizes the healthy without benefit",Medicine,Biomedicalization & Pharmaceutical Industry,B. Pharmaceuticalization & Industry,Contemporary,Knowledge,med
Robert A. Crawford,Healthism,,"Personal health becomes primary moral focus of well-being",Medicine,Critical Medical Humanities,B. Graphic & Visual Medicine,Modern,Web,high
Robert A. Crawford,Medicalization of Everyday Life,,"Health consciousness extends medical logic into daily living",Medicine,Critical Medical Humanities,B. Graphic & Visual Medicine,Modern,Web,high
Robert A. Crawford,Individualization of Responsibility,,"Healthism blames individuals while obscuring social determinants",Medicine,Critical Medical Humanities,B. Graphic & Visual Medicine,Modern,Web,high
Robert A. Crawford,Health as Social Practice,,"Health is a meaningful cultural and moral practice",Medicine,Critical Medical Humanities,B. Graphic & Visual Medicine,Modern,Web,med
Sheldon Krimsky,Genetic Identity Theory,,"Genetic information reshapes notions of self and privacy",Medicine,History of Medicine & Science Studies,"B. Genetics, Genomics & Society",Modern,DB,high
