Film_TMDB_ID,Film_Title,Film_Director_Name,tmdb_title,tmdb_year,tmdb_director,confidence,status,note
1232493,No Other Land,Basel Adra,No Other Land,2024,"Rachel Szor, Yuval Abraham, Hamdan Ballal, Basel Adra",given,exists,tmdb_id supplied
1058616,20 Days in Mariupol,Mstyslav Chernov,20 Days in Mariupol,2023,Mstyslav Chernov,given,exists,tmdb_id supplied
1004663,All the Beauty and the Bloodshed,Laura Poitras,All the Beauty and the Bloodshed,2022,Laura Poitras,given,exists,tmdb_id supplied
615761,Undine,Christian Petzold,Undine,2020,Christian Petzold,given,exists,tmdb_id supplied
576017,For Sama,Waad Al-Kateab,For Sama,2019,"Edward Watts, Waad al-Kateab",given,exists,tmdb_id supplied
501590,Synonyms,Nadav Lapid,Synonyms,2019,Nadav Lapid,given,exists,tmdb_id supplied
517731,3 Faces,Jafar Panahi,3 Faces,2018,Jafar Panahi,given,exists,tmdb_id supplied
483184,Dogman,Matteo Garrone,Dogman,2018,Matteo Garrone,given,exists,tmdb_id supplied
443463,Leave No Trace,Debra Granik,Leave No Trace,2018,Debra Granik,given,exists,tmdb_id supplied
432507,Claire's Camera,Hong Sang-soo,Claire's Camera,2018,Hong Sang-soo,given,exists,tmdb_id supplied
451957,The Day After,Hong Sang-soo,The Day After,2017,Hong Sang-soo,given,exists,tmdb_id supplied
370755,Paterson,Jim Jarmusch,Paterson,2016,Jim Jarmusch,given,exists,tmdb_id supplied
68730,Silence,Martin Scorsese,Silence,2016,Martin Scorsese,given,exists,tmdb_id supplied
157827,Louder Than Bombs,Joachim Trier,Louder Than Bombs,2015,Joachim Trier,given,exists,tmdb_id supplied
221902,"Two Days, One Night",Jean-Pierre Dardenne,"Two Days, One Night",2014,"Jean-Pierre Dardenne, Luc Dardenne",given,exists,tmdb_id supplied
103753,In Another Country,Hong Sang-soo,In Another Country,2012,Hong Sang-soo,given,exists,tmdb_id supplied
102001,Like Someone in Love,Abbas Kiarostami,Like Someone in Love,2012,Abbas Kiarostami,given,exists,tmdb_id supplied
81857,Alps,Yorgos Lanthimos,Alps,2011,Yorgos Lanthimos,given,exists,tmdb_id supplied
75233,"Oslo, August 31st",Joachim Trier,"Oslo, August 31st",2011,Joachim Trier,given,exists,tmdb_id supplied
85743,Play,Ruben Ostlund,Play,2011,Ruben Östlund,given,exists,tmdb_id supplied
65229,Tomboy,Celine Sciamma,Tomboy,2011,Céline Sciamma,given,exists,tmdb_id supplied
48303,Certified Copy,Abbas Kiarostami,Certified Copy,2010,Abbas Kiarostami,given,exists,tmdb_id supplied
402897,The Death of Stalin,Armando Iannucci,The Death of Stalin,2017,Armando Iannucci,given,exists,tmdb_id supplied
338766,Hell or High Water,David Mackenzie,Hell or High Water,2016,David Mackenzie,given,exists,tmdb_id supplied
369557,Sing Street,John Carney,Sing Street,2016,John Carney,given,exists,tmdb_id supplied
331781,Amy,Asif Kapadia,Amy,2015,Asif Kapadia,given,exists,tmdb_id supplied
180299,The Raid 2,Gareth Evans,The Raid 2,2014,Gareth Evans,given,exists,tmdb_id supplied
242828,When Marnie Was There,Hiromasa Yonebayashi,When Marnie Was There,2014,Hiromasa Yonebayashi,given,exists,tmdb_id supplied
152584,Blue Is the Warmest Color,Abdellatif Kechiche,Blue Is the Warmest Color,2013,Abdellatif Kechiche,given,exists,tmdb_id supplied
165213,New World,Park Hoon-jung,New World,2013,Park Hoon-jung,given,exists,tmdb_id supplied
59967,Looper,Rian Johnson,Looper,2012,Rian Johnson,given,exists,tmdb_id supplied
70981,Prometheus,Ridley Scott,Prometheus,2012,Ridley Scott,given,exists,tmdb_id supplied
97367,The Place Beyond the Pines,Derek Cianfrance,The Place Beyond the Pines,2013,Derek Cianfrance,given,exists,tmdb_id supplied
97630,Zero Dark Thirty,Kathryn Bigelow,Zero Dark Thirty,2012,Kathryn Bigelow,given,exists,tmdb_id supplied
39452,Exit Through the Gift Shop,Banksy,Exit Through the Gift Shop,2010,Banksy,given,exists,tmdb_id supplied
22302,Polytechnique,Denis Villeneuve,Polytechnique,2009,Denis Villeneuve,given,exists,tmdb_id supplied
38142,5 Centimeters per Second,Makoto Shinkai,5 Centimeters per Second,2007,Makoto Shinkai,given,exists,tmdb_id supplied
4538,The Darjeeling Limited,Wes Anderson,The Darjeeling Limited,2007,Wes Anderson,given,exists,tmdb_id supplied
11344,A Bittersweet Life,Kim Jee-woon,A Bittersweet Life,2005,Kim Jee-woon,given,exists,tmdb_id supplied
421,The Life Aquatic with Steve Zissou,Wes Anderson,The Life Aquatic with Steve Zissou,2004,Wes Anderson,given,exists,tmdb_id supplied
3131,Gangs of New York,Martin Scorsese,Gangs of New York,2002,Martin Scorsese,given,exists,tmdb_id supplied
9613,Spider,David Cronenberg,Spider,2002,David Cronenberg,given,exists,tmdb_id supplied
2440,Joint Security Area,Park Chan-wook,Joint Security Area,2000,Park Chan-wook,given,exists,tmdb_id supplied
134,"O Brother, Where Art Thou?",Joel Coen,"O Brother, Where Art Thou?",2000,Joel Coen,given,exists,tmdb_id supplied
1900,Traffic,Steven Soderbergh,Traffic,2000,Steven Soderbergh,given,exists,tmdb_id supplied
8649,Bringing Out the Dead,Martin Scorsese,Bringing Out the Dead,1999,Martin Scorsese,given,exists,tmdb_id supplied
1443,The Virgin Suicides,Sofia Coppola,The Virgin Suicides,2000,Sofia Coppola,given,exists,tmdb_id supplied
11660,Following,Christopher Nolan,Following,1999,Christopher Nolan,given,exists,tmdb_id supplied
11831,Amistad,Steven Spielberg,Amistad,1997,Steven Spielberg,given,exists,tmdb_id supplied
8052,Hard Eight,Paul Thomas Anderson,Hard Eight,1997,Paul Thomas Anderson,given,exists,tmdb_id supplied
4307,The Flower of My Secret,Pedro Almodovar,The Flower of My Secret,1995,Pedro Almodóvar,given,exists,tmdb_id supplied
11934,The Hudsucker Proxy,Joel Coen,The Hudsucker Proxy,1994,"Joel Coen, Ethan Coen",given,exists,tmdb_id supplied
10436,The Age of Innocence,Martin Scorsese,The Age of Innocence,1993,Martin Scorsese,given,exists,tmdb_id supplied
8222,High Heels,Pedro Almodovar,High Heels,1991,Pedro Almodóvar,given,exists,tmdb_id supplied
2469,Tie Me Up! Tie Me Down!,Pedro Almodovar,Tie Me Up! Tie Me Down!,1990,Pedro Almodóvar,given,exists,tmdb_id supplied
8047,Matador,Pedro Almodovar,Matador,1986,Pedro Almodóvar,given,exists,tmdb_id supplied
10843,After Hours,Martin Scorsese,After Hours,1985,Martin Scorsese,given,exists,tmdb_id supplied
1955,The Elephant Man,David Lynch,The Elephant Man,1980,David Lynch,given,exists,tmdb_id supplied
16153,Alice Doesn't Live Here Anymore,Martin Scorsese,Alice Doesn't Live Here Anymore,1974,Martin Scorsese,given,exists,tmdb_id supplied
839,Duel,Steven Spielberg,Duel,1971,Steven Spielberg,given,exists,tmdb_id supplied
967,Spartacus,Stanley Kubrick,Spartacus,1960,Stanley Kubrick,given,exists,tmdb_id supplied
1311031,Demon Slayer: Infinity Castle,Haruo Sotozaki,Demon Slayer: Kimetsu no Yaiba Infinity Castle,2025,Haruo Sotozaki,given,exists,tmdb_id supplied
803796,KPop Demon Hunters,Maggie Kang,KPop Demon Hunters,2025,"Chris Appelhans, Maggie Kang",given,exists,tmdb_id supplied
986056,Thunderbolts,Jake Schreier,Thunderbolts*,2025,Jake Schreier,given,exists,tmdb_id supplied
945961,Alien: Romulus,Fede Alvarez,Alien: Romulus,2024,Fede Álvarez,given,exists,tmdb_id supplied
533535,Deadpool & Wolverine,Shawn Levy,Deadpool & Wolverine,2024,Shawn Levy,given,exists,tmdb_id supplied
558449,Gladiator II,Ridley Scott,Gladiator II,2024,Ridley Scott,given,exists,tmdb_id supplied
402431,Wicked,Jon M. Chu,Wicked,2024,Jon M. Chu,given,exists,tmdb_id supplied
940721,Godzilla Minus One,Takashi Yamazaki,Godzilla Minus One,2023,Takashi Yamazaki,given,exists,tmdb_id supplied
603692,John Wick: Chapter 4,Chad Stahelski,John Wick: Chapter 4,2023,Chad Stahelski,given,exists,tmdb_id supplied
575264,Mission: Impossible - Dead Reckoning Part One,Christopher McQuarrie,Mission: Impossible - Dead Reckoning Part One,2023,Christopher McQuarrie,given,exists,tmdb_id supplied
502356,The Super Mario Bros. Movie,Aaron Horvath,The Super Mario Bros. Movie,2023,"Michael Jelenic, Aaron Horvath",given,exists,tmdb_id supplied
787699,Wonka,Paul King,Wonka,2023,Paul King,given,exists,tmdb_id supplied
76600,Avatar: The Way of Water,James Cameron,Avatar: The Way of Water,2022,James Cameron,given,exists,tmdb_id supplied
505642,Black Panther: Wakanda Forever,Ryan Coogler,Black Panther: Wakanda Forever,2022,Ryan Coogler,given,exists,tmdb_id supplied
661374,Glass Onion: A Knives Out Mystery,Rian Johnson,Glass Onion: A Knives Out Mystery,2022,Rian Johnson,given,exists,tmdb_id supplied
370172,No Time to Die,Cary Joji Fukunaga,No Time to Die,2021,Cary Joji Fukunaga,given,exists,tmdb_id supplied
566525,Shang-Chi and the Legend of the Ten Rings,Destin Daniel Cretton,Shang-Chi and the Legend of the Ten Rings,2021,Destin Daniel Cretton,given,exists,tmdb_id supplied
634649,Spider-Man: No Way Home,Jon Watts,Spider-Man: No Way Home,2021,Jon Watts,given,exists,tmdb_id supplied
436969,The Suicide Squad,James Gunn,The Suicide Squad,2021,James Gunn,given,exists,tmdb_id supplied
635302,Demon Slayer: Mugen Train,Haruo Sotozaki,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,Haruo Sotozaki,given,exists,tmdb_id supplied
299537,Captain Marvel,Anna Boden,Captain Marvel,2019,"Ryan Fleck, Anna Boden",given,exists,tmdb_id supplied
330457,Frozen II,Chris Buck,Frozen II,2019,"Jennifer Lee, Chris Buck",given,exists,tmdb_id supplied
458156,John Wick: Chapter 3 - Parabellum,Chad Stahelski,John Wick: Chapter 3 - Parabellum,2019,Chad Stahelski,given,exists,tmdb_id supplied
290859,Terminator: Dark Fate,Tim Miller,Terminator: Dark Fate,2019,Tim Miller,given,exists,tmdb_id supplied
301528,Toy Story 4,Josh Cooley,Toy Story 4,2019,Josh Cooley,given,exists,tmdb_id supplied
297802,Aquaman,James Wan,Aquaman,2018,James Wan,given,exists,tmdb_id supplied
480530,Creed II,Steven Caple Jr.,Creed II,2018,Steven Caple Jr.,given,exists,tmdb_id supplied
260513,Incredibles 2,Brad Bird,Incredibles 2,2018,Brad Bird,given,exists,tmdb_id supplied
353081,Mission: Impossible - Fallout,Christopher McQuarrie,Mission: Impossible - Fallout,2018,Christopher McQuarrie,given,exists,tmdb_id supplied
458737,First Reformed,Paul Schrader,First Reformed,2018,Paul Schrader,given,exists,tmdb_id supplied
429200,Good Time,Benny Safdie,Good Time,2017,"Benny Safdie, Josh Safdie",given,exists,tmdb_id supplied
411019,I Am Not Your Negro,Raoul Peck,I Am Not Your Negro,2017,Raoul Peck,given,exists,tmdb_id supplied
374473,"I, Daniel Blake",Ken Loach,"I, Daniel Blake",2016,Ken Loach,given,exists,tmdb_id supplied
378108,In This Corner of the World,Sunao Katabuchi,In This Corner of the World,2016,Sunao Katabuchi,given,exists,tmdb_id supplied
397598,Arabian Nights,Miguel Gomes,Arabian Nights,2015,Miguel Gomes,given,exists,tmdb_id supplied
110390,A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,A Pigeon Sat on a Branch Reflecting on Existence,2014,Roy Andersson,given,exists,tmdb_id supplied
265180,Leviathan,Andrey Zvyagintsev,Leviathan,2014,Andrey Zvyagintsev,given,exists,tmdb_id supplied
270646,The Kindergarten Teacher,Nadav Lapid,The Kindergarten Teacher,2014,Nadav Lapid,given,exists,tmdb_id supplied
186929,Borgman,Alex van Warmerdam,Borgman,2013,Alex van Warmerdam,given,exists,tmdb_id supplied
187028,Omar,Hany Abu-Assad,Omar,2013,Hany Abu-Assad,given,exists,tmdb_id supplied
209840,Stray Dogs,Tsai Ming-liang,Stray Dogs,2014,Tsai Ming-liang,given,exists,tmdb_id supplied
123377,Pieta,Kim Ki-duk,Pieta,2012,Kim Ki-duk,given,exists,tmdb_id supplied
93858,Tabu,Miguel Gomes,Tabu,2012,Miguel Gomes,given,exists,tmdb_id supplied
129112,Wadjda,Haifaa al-Mansour,Wadjda,2012,Haifaa al-Mansour,given,exists,tmdb_id supplied
62321,Attenberg,Athina Rachel Tsangari,Attenberg,2010,Athina Rachel Tsangari,given,exists,tmdb_id supplied
72721,Nostalgia for the Light,Patricio Guzman,Nostalgia for the Light,2010,Patricio Guzmán,given,exists,tmdb_id supplied
17609,Antichrist,Lars von Trier,Antichrist,2009,Lars von Trier,given,exists,tmdb_id supplied
38810,Dogtooth,Yorgos Lanthimos,Dogtooth,2009,Yorgos Lanthimos,given,exists,tmdb_id supplied
29972,24 City,Jia Zhangke,24 City,2008,Jia Zhangke,given,exists,tmdb_id supplied
12197,Reprise,Joachim Trier,Reprise,2006,Joachim Trier,given,exists,tmdb_id supplied
445,Cache,Michael Haneke,Caché,2005,Michael Haneke,given,exists,tmdb_id supplied
1951,Manderlay,Lars von Trier,Manderlay,2005,Lars von Trier,given,exists,tmdb_id supplied
11554,Three Times,Hou Hsiao-hsien,Three Times,2005,Hou Hsiao-hsien,given,exists,tmdb_id supplied
41292,The World,Jia Zhangke,The World,2004,Jia Zhangke,given,exists,tmdb_id supplied
1807,Elephant,Gus Van Sant,Elephant,2003,Gus Van Sant,given,exists,tmdb_id supplied
24190,Time of the Wolf,Michael Haneke,Time of the Wolf,2003,Michael Haneke,given,exists,tmdb_id supplied
1429,25th Hour,Spike Lee,25th Hour,2002,Spike Lee,given,exists,tmdb_id supplied
10712,Far from Heaven,Todd Haynes,Far from Heaven,2002,Todd Haynes,given,exists,tmdb_id supplied
8051,Punch-Drunk Love,Paul Thomas Anderson,Punch-Drunk Love,2002,Paul Thomas Anderson,given,exists,tmdb_id supplied
14633,Ten,Abbas Kiarostami,Ten,2002,Abbas Kiarostami,given,exists,tmdb_id supplied
80243,Unknown Pleasures,Jia Zhangke,Unknown Pleasures,2002,Jia Zhangke,given,exists,tmdb_id supplied
11553,Millennium Mambo,Hou Hsiao-hsien,Millennium Mambo,2001,Hou Hsiao-hsien,given,exists,tmdb_id supplied
1791,The Piano Teacher,Michael Haneke,The Piano Teacher,2001,Michael Haneke,given,exists,tmdb_id supplied
21531,Barking Dogs Never Bite,Bong Joon Ho,Barking Dogs Never Bite,2000,Bong Joon Ho,given,exists,tmdb_id supplied
16,Dancer in the Dark,Lars von Trier,Dancer in the Dark,2000,Lars von Trier,given,exists,tmdb_id supplied
36210,Not One Less,Zhang Yimou,Not One Less,1999,Zhang Yimou,given,exists,tmdb_id supplied
41245,Peppermint Candy,Lee Chang-dong,Peppermint Candy,2000,Lee Chang-dong,given,exists,tmdb_id supplied
12276,The Road Home,Zhang Yimou,The Road Home,1999,Zhang Yimou,given,exists,tmdb_id supplied
43423,The Wind Will Carry Us,Abbas Kiarostami,The Wind Will Carry Us,1999,Abbas Kiarostami,given,exists,tmdb_id supplied
452,The Idiots,Lars von Trier,The Idiots,1998,Lars von Trier,given,exists,tmdb_id supplied
95482,Green Fish,Lee Chang-dong,Green Fish,1997,Lee Chang-dong,given,exists,tmdb_id supplied
638,Lost Highway,David Lynch,Lost Highway,1997,David Lynch,given,exists,tmdb_id supplied
884,Crash,David Cronenberg,Crash,1996,David Cronenberg,given,exists,tmdb_id supplied
922,Dead Man,Jim Jarmusch,Dead Man,1995,Jim Jarmusch,given,exists,tmdb_id supplied
18872,Maborosi,Hirokazu Kore-eda,Maborosi,1995,Hirokazu Kore-eda,given,exists,tmdb_id supplied
32646,Safe,Todd Haynes,Safe,1995,Todd Haynes,given,exists,tmdb_id supplied
40751,Ashes of Time,Wong Kar-wai,Ashes of Time,1994,Wong Kar-Wai,given,exists,tmdb_id supplied
53200,Lessons of Darkness,Werner Herzog,Lessons of Darkness,1992,Werner Herzog,given,exists,tmdb_id supplied
38143,The Story of Qiu Ju,Zhang Yimou,The Story of Qiu Ju,1992,Zhang Yimou,given,exists,tmdb_id supplied
9065,Europa,Lars von Trier,Europa,1991,Lars von Trier,given,exists,tmdb_id supplied
468,My Own Private Idaho,Gus Van Sant,My Own Private Idaho,1991,Gus Van Sant,given,exists,tmdb_id supplied
1600,The Double Life of Veronique,Krzysztof Kieslowski,The Double Life of Véronique,1991,Krzysztof Kieślowski,given,exists,tmdb_id supplied
10341,Until the End of the World,Wim Wenders,Until the End of the World,1991,Wim Wenders,given,exists,tmdb_id supplied
30017,Close-Up,Abbas Kiarostami,Close-Up,1990,Abbas Kiarostami,given,exists,tmdb_id supplied
118669,Dekalog,Krzysztof Kieslowski,Decalogue IX,1989,Krzysztof Kieślowski,given,exists,tmdb_id supplied
32761,The Seventh Continent,Michael Haneke,The Seventh Continent,1989,Michael Haneke,given,exists,tmdb_id supplied
10754,A Short Film About Killing,Krzysztof Kieslowski,A Short Film About Killing,1988,Krzysztof Kieślowski,given,exists,tmdb_id supplied
24163,As Tears Go By,Wong Kar-wai,As Tears Go By,1988,Wong Kar-Wai,given,exists,tmdb_id supplied
42006,Red Sorghum,Zhang Yimou,Red Sorghum,1988,Zhang Yimou,given,exists,tmdb_id supplied
49964,Where Is the Friend's House?,Abbas Kiarostami,Where Is The Friend's House?,1987,Abbas Kiarostami,given,exists,tmdb_id supplied
45996,Dust in the Wind,Hou Hsiao-hsien,Dust in the Wind,1986,Hou Hsiao-hsien,given,exists,tmdb_id supplied
45999,A Time to Live and a Time to Die,Hou Hsiao-hsien,The Time to Live and the Time to Die,1985,Hou Hsiao-hsien,given,exists,tmdb_id supplied
469,Stranger Than Paradise,Jim Jarmusch,Stranger Than Paradise,1984,Jim Jarmusch,given,exists,tmdb_id supplied
9063,The Element of Crime,Lars von Trier,The Element of Crime,1984,Lars von Trier,given,exists,tmdb_id supplied
42112,L'Argent,Robert Bresson,L'Argent,1983,Robert Bresson,given,exists,tmdb_id supplied
262,The King of Comedy,Martin Scorsese,The King of Comedy,1982,Martin Scorsese,given,exists,tmdb_id supplied
2262,Veronika Voss,Rainer Werner Fassbinder,Veronika Voss,1982,Rainer Werner Fassbinder,given,exists,tmdb_id supplied
11953,Kagemusha,Akira Kurosawa,Kagemusha,1980,Akira Kurosawa,given,exists,tmdb_id supplied
1716,The Last Metro,Francois Truffaut,The Last Metro,1980,François Truffaut,given,exists,tmdb_id supplied
6404,Nosferatu the Vampyre,Werner Herzog,Nosferatu the Vampyre,1979,Werner Herzog,given,exists,tmdb_id supplied
12761,Autumn Sonata,Ingmar Bergman,Autumn Sonata,1978,Ingmar Bergman,given,exists,tmdb_id supplied
42206,In a Year of 13 Moons,Rainer Werner Fassbinder,In a Year with 13 Moons,1978,Rainer Werner Fassbinder,given,exists,tmdb_id supplied
11698,Stroszek,Werner Herzog,Stroszek,1977,Werner Herzog,given,exists,tmdb_id supplied
5781,That Obscure Object of Desire,Luis Bunuel,That Obscure Object of Desire,1977,Luis Buñuel,given,exists,tmdb_id supplied
11222,The American Friend,Wim Wenders,The American Friend,1977,Wim Wenders,given,exists,tmdb_id supplied
27378,Heart of Glass,Werner Herzog,Heart of Glass,1976,Werner Herzog,given,exists,tmdb_id supplied
10834,Kings of the Road,Wim Wenders,Kings of the Road,1976,Wim Wenders,given,exists,tmdb_id supplied
9764,Dersu Uzala,Akira Kurosawa,Dersu Uzala,1975,Akira Kurosawa,given,exists,tmdb_id supplied
42254,Fox and His Friends,Rainer Werner Fassbinder,Fox and His Friends,1975,Rainer Werner Fassbinder,given,exists,tmdb_id supplied
9652,The Passenger,Michelangelo Antonioni,The Passenger,1975,Michelangelo Antonioni,given,exists,tmdb_id supplied
1829,The Story of Adele H.,Francois Truffaut,The Story of Adèle H.,1975,François Truffaut,given,exists,tmdb_id supplied
2204,Alice in the Cities,Wim Wenders,Alice in the Cities,1974,Wim Wenders,given,exists,tmdb_id supplied
706,Effi Briest,Rainer Werner Fassbinder,Effi Briest,1974,Rainer Werner Fassbinder,given,exists,tmdb_id supplied
55848,Lancelot du Lac,Robert Bresson,Lancelot of the Lake,1974,Robert Bresson,given,exists,tmdb_id supplied
11710,The Enigma of Kaspar Hauser,Werner Herzog,The Enigma of Kaspar Hauser,1974,Werner Herzog,given,exists,tmdb_id supplied
5558,The Phantom of Liberty,Luis Bunuel,The Phantom of Liberty,1974,Luis Buñuel,given,exists,tmdb_id supplied
7857,Amarcord,Federico Fellini,Amarcord,1973,Federico Fellini,given,exists,tmdb_id supplied
1675,Day for Night,Francois Truffaut,Day for Night,1973,François Truffaut,given,exists,tmdb_id supplied
573,Frenzy,Alfred Hitchcock,Frenzy,1972,Alfred Hitchcock,given,exists,tmdb_id supplied
10310,The Bitter Tears of Petra von Kant,Rainer Werner Fassbinder,The Bitter Tears of Petra von Kant,1972,Rainer Werner Fassbinder,given,exists,tmdb_id supplied
11900,Even Dwarfs Started Small,Werner Herzog,Even Dwarfs Started Small,1971,Werner Herzog,given,exists,tmdb_id supplied
1627,The Wild Child,Francois Truffaut,The Wild Child,1970,François Truffaut,given,exists,tmdb_id supplied
35838,Tristana,Luis Bunuel,Tristana,1970,Luis Buñuel,given,exists,tmdb_id supplied
2998,Zabriskie Point,Michelangelo Antonioni,Zabriskie Point,1970,Michelangelo Antonioni,given,exists,tmdb_id supplied
11163,Satyricon,Federico Fellini,Satyricon,1969,Federico Fellini,given,exists,tmdb_id supplied
18333,Hour of the Wolf,Ingmar Bergman,Hour of the Wolf,1968,Ingmar Bergman,given,exists,tmdb_id supplied
26372,Shame,Ingmar Bergman,Shame,1968,Ingmar Bergman,given,exists,tmdb_id supplied
255,Stolen Kisses,Francois Truffaut,Stolen Kisses,1968,François Truffaut,given,exists,tmdb_id supplied
1629,La Chinoise,Jean-Luc Godard,La Chinoise,1967,Jean-Luc Godard,given,exists,tmdb_id supplied
1561,Mouchette,Robert Bresson,Mouchette,1967,Robert Bresson,given,exists,tmdb_id supplied
8075,Weekend,Jean-Luc Godard,Weekend,1967,Jean-Luc Godard,given,exists,tmdb_id supplied
4710,Masculin Feminin,Jean-Luc Godard,Masculin Féminin,1966,Jean-Luc Godard,given,exists,tmdb_id supplied
8072,Alphaville,Jean-Luc Godard,Alphaville,1965,Jean-Luc Godard,given,exists,tmdb_id supplied
19120,Juliet of the Spirits,Federico Fellini,Juliet of the Spirits,1965,Federico Fellini,given,exists,tmdb_id supplied
3780,Red Beard,Akira Kurosawa,Red Beard,1965,Akira Kurosawa,given,exists,tmdb_id supplied
36265,Simon of the Desert,Luis Bunuel,Simon of the Desert,1965,Luis Buñuel,given,exists,tmdb_id supplied
506,Marnie,Alfred Hitchcock,Marnie,1964,Alfred Hitchcock,given,exists,tmdb_id supplied
11712,Sanjuro,Akira Kurosawa,Sanjuro,1962,Akira Kurosawa,given,exists,tmdb_id supplied
29264,The Exterminating Angel,Luis Bunuel,The Exterminating Angel,1962,Luis Buñuel,given,exists,tmdb_id supplied
1626,Vivre sa vie,Jean-Luc Godard,Vivre Sa Vie,1962,Jean-Luc Godard,given,exists,tmdb_id supplied
41050,La Notte,Michelangelo Antonioni,La Notte,1961,Michelangelo Antonioni,given,exists,tmdb_id supplied
31522,Une Femme est une Femme,Jean-Luc Godard,A Woman Is a Woman,1961,Jean-Luc Godard,given,exists,tmdb_id supplied
1818,Shoot the Piano Player,Francois Truffaut,Shoot the Piano Player,1960,François Truffaut,given,exists,tmdb_id supplied
31589,The Bad Sleep Well,Akira Kurosawa,The Bad Sleep Well,1960,Akira Kurosawa,given,exists,tmdb_id supplied
11656,The Virgin Spring,Ingmar Bergman,The Virgin Spring,1960,Ingmar Bergman,given,exists,tmdb_id supplied
28276,Good Morning,Yasujiro Ozu,Good Morning,1959,Yasujirō Ozu,given,exists,tmdb_id supplied
35124,Nazarin,Luis Bunuel,Nazarín,1959,Luis Buñuel,given,exists,tmdb_id supplied
28272,Equinox Flower,Yasujiro Ozu,Equinox Flower,1958,Yasujirō Ozu,given,exists,tmdb_id supplied
29453,The Magician,Ingmar Bergman,The Magician,1958,Ingmar Bergman,given,exists,tmdb_id supplied
