Film_TMDB_ID,Film_Title,Film_Director_Name,tmdb_title,tmdb_year,tmdb_director,confidence,status,note
558582,First Cow,Kelly Reichardt,First Cow,2020,Kelly Reichardt,given,new,tmdb_id supplied
823219,Flow,Gints Zilbalodis,Flow,2024,Gints Zilbalodis,given,new,tmdb_id supplied
1000837,I'm Still Here,Walter Salles,I'm Still Here,2024,Walter Salles,given,new,tmdb_id supplied
500840,I'm Thinking of Ending Things,Charlie Kaufman,I'm Thinking of Ending Things,2020,Charlie Kaufman,given,new,tmdb_id supplied
1456349,It Was Just an Accident,Jafar Panahi,It Was Just an Accident,2025,Jafar Panahi,given,new,tmdb_id supplied
523607,Maestro,Bradley Cooper,Maestro,2023,Bradley Cooper,given,new,tmdb_id supplied
614560,Mank,David Fincher,Mank,2020,David Fincher,given,new,tmdb_id supplied
839369,May December,Todd Haynes,May December,2023,Todd Haynes,given,new,tmdb_id supplied
511819,Memoria,Apichatpong Weerasethakul,Memoria,2021,Apichatpong Weerasethakul,given,new,tmdb_id supplied
615643,Minari,Lee Isaac Chung,Minari,2021,Lee Isaac Chung,given,new,tmdb_id supplied
1050035,Monster,Hirokazu Kore-eda,Monster,2023,Hirokazu Kore-eda,given,new,tmdb_id supplied
83666,Moonrise Kingdom,Wes Anderson,Moonrise Kingdom,2012,Wes Anderson,given,new,tmdb_id supplied
1028196,Nickel Boys,RaMell Ross,Nickel Boys,2024,RaMell Ross,given,new,tmdb_id supplied
387426,Okja,Bong Joon Ho,Okja,2017,Bong Joon Ho,given,new,tmdb_id supplied
1054867,One Battle After Another,Paul Thomas Anderson,One Battle After Another,2025,Paul Thomas Anderson,given,new,tmdb_id supplied
749004,Petite Maman,Celine Sciamma,Petite Maman,2021,Céline Sciamma,given,new,tmdb_id supplied
952701,Return to Seoul,Davy Chou,Return to Seoul,2022,Davy Chou,given,new,tmdb_id supplied
925943,Saint Omer,Alice Diop,Saint Omer,2022,Alice Diop,given,new,tmdb_id supplied
1124566,Sentimental Value,Joachim Trier,Sentimental Value,2025,Joachim Trier,given,new,tmdb_id supplied
790416,Showing Up,Kelly Reichardt,Showing Up,2023,Kelly Reichardt,given,new,tmdb_id supplied
1233413,Sinners,Ryan Coogler,Sinners,2025,Ryan Coogler,given,new,tmdb_id supplied
508883,The Boy and the Heron,Hayao Miyazaki,The Boy and the Heron,2023,Hayao Miyazaki,given,new,tmdb_id supplied
549509,The Brutalist,Brady Corbet,The Brutalist,2024,Brady Corbet,given,new,tmdb_id supplied
565310,The Farewell,Lulu Wang,The Farewell,2019,Lulu Wang,given,new,tmdb_id supplied
542178,The French Dispatch,Wes Anderson,"The French Dispatch of the Liberty, Kansas Evening Sun",2021,Wes Anderson,given,new,tmdb_id supplied
559907,The Green Knight,David Lowery,The Green Knight,2021,David Lowery,given,new,tmdb_id supplied
840430,The Holdovers,Alexander Payne,The Holdovers,2023,Alexander Payne,given,new,tmdb_id supplied
554230,The Lost Daughter,Maggie Gyllenhaal,The Lost Daughter,2021,Maggie Gyllenhaal,given,new,tmdb_id supplied
933260,The Substance,Coralie Fargeat,The Substance,2024,Coralie Fargeat,given,new,tmdb_id supplied
556984,The Trial of the Chicago 7,Aaron Sorkin,The Trial of the Chicago 7,2020,Aaron Sorkin,given,new,tmdb_id supplied
785084,The Whale,Darren Aronofsky,The Whale,2022,Darren Aronofsky,given,new,tmdb_id supplied
4552,A Tale of Two Sisters,Kim Jee-woon,A Tale of Two Sisters,2003,Kim Jee-woon,given,new,tmdb_id supplied
348,Alien,Ridley Scott,Alien,1979,Ridley Scott,given,new,tmdb_id supplied
11075,Audition,Takashi Miike,Audition,2000,Takashi Miike,given,new,tmdb_id supplied
299536,Avengers: Infinity War,Anthony Russo,Avengers: Infinity War,2018,"Joe Russo, Anthony Russo",given,new,tmdb_id supplied
840,Close Encounters of the Third Kind,Steven Spielberg,Close Encounters of the Third Kind,1977,Steven Spielberg,given,new,tmdb_id supplied
36095,Cure,Kiyoshi Kurosawa,Cure,1997,Kiyoshi Kurosawa,given,new,tmdb_id supplied
923,Dawn of the Dead,George A. Romero,Dawn of the Dead,1978,George A. Romero,given,new,tmdb_id supplied
438631,Dune,Denis Villeneuve,Dune,2021,Denis Villeneuve,given,exists,tmdb_id supplied
693134,Dune: Part Two,Denis Villeneuve,Dune: Part Two,2024,Denis Villeneuve,given,new,tmdb_id supplied
49797,I Saw the Devil,Kim Jee-woon,I Saw the Devil,2010,Kim Jee-woon,given,new,tmdb_id supplied
87,Indiana Jones and the Temple of Doom,Steven Spielberg,Indiana Jones and the Temple of Doom,1984,Steven Spielberg,given,new,tmdb_id supplied
578,Jaws,Steven Spielberg,Jaws,1975,Steven Spielberg,given,new,tmdb_id supplied
1226578,Longlegs,Osgood Perkins,Longlegs,2024,Osgood Perkins,given,new,tmdb_id supplied
8810,Mad Max 2: The Road Warrior,George Miller,Mad Max 2,1981,George Miller,given,new,tmdb_id supplied
10331,Night of the Living Dead,George A. Romero,Night of the Living Dead,1968,George A. Romero,given,new,tmdb_id supplied
949423,Pearl,Ti West,Pearl,2022,Ti West,given,new,tmdb_id supplied
871,Planet of the Apes,Franklin J. Schaffner,Planet of the Apes,1968,Franklin J. Schaffner,given,new,tmdb_id supplied
21484,Possession,Andrzej Zulawski,Possession,1981,Andrzej Żuławski,given,new,tmdb_id supplied
2671,Ringu,Hideo Nakata,Ring,1998,Hideo Nakata,given,new,tmdb_id supplied
1366,Rocky,John G. Avildsen,Rocky,1976,John G. Avildsen,given,new,tmdb_id supplied
805,Rosemary's Baby,Roman Polanski,Rosemary's Baby,1968,Roman Polanski,given,new,tmdb_id supplied
558,Spider-Man 2,Sam Raimi,Spider-Man 2,2004,Sam Raimi,given,new,tmdb_id supplied
569094,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,Spider-Man: Across the Spider-Verse,2023,"Justin K. Thompson, Kemp Powers, Joaquim Dos Santos",given,new,tmdb_id supplied
11,Star Wars,George Lucas,Star Wars,1977,George Lucas,given,new,tmdb_id supplied
1924,Superman,Richard Donner,Superman,1978,Richard Donner,given,new,tmdb_id supplied
11906,Suspiria,Dario Argento,Suspiria,1977,Dario Argento,given,new,tmdb_id supplied
1008042,Talk to Me,Danny Philippou,Talk to Me,2023,"Michael Philippou, Danny Philippou",given,new,tmdb_id supplied
414906,The Batman,Matt Reeves,The Batman,2022,Matt Reeves,given,new,tmdb_id supplied
764,The Evil Dead,Sam Raimi,The Evil Dead,1981,Sam Raimi,given,new,tmdb_id supplied
9552,The Exorcist,William Friedkin,The Exorcist,1973,William Friedkin,given,new,tmdb_id supplied
1255,The Host,Bong Joon Ho,The Host,2006,Bong Joon Ho,given,new,tmdb_id supplied
122,The Lord of the Rings: The Return of the King,Peter Jackson,The Lord of the Rings: The Return of the King,2003,Peter Jackson,given,new,tmdb_id supplied
121,The Lord of the Rings: The Two Towers,Peter Jackson,The Lord of the Rings: The Two Towers,2002,Peter Jackson,given,new,tmdb_id supplied
30497,The Texas Chain Saw Massacre,Tobe Hooper,The Texas Chain Saw Massacre,1974,Tobe Hooper,given,new,tmdb_id supplied
16307,The Wicker Man,Robin Hardy,The Wicker Man,1973,Robin Hardy,given,new,tmdb_id supplied
22536,Thirst,Park Chan-wook,Thirst,2009,Park Chan-wook,given,new,tmdb_id supplied
760104,X,Ti West,X,2022,Ti West,given,new,tmdb_id supplied
702,A Streetcar Named Desire,Elia Kazan,A Streetcar Named Desire,1951,Elia Kazan,given,new,tmdb_id supplied
29845,A Woman Under the Influence,John Cassavetes,A Woman Under the Influence,1974,John Cassavetes,given,new,tmdb_id supplied
2000,"Aguirre, the Wrath of God",Werner Herzog,"Aguirre, the Wrath of God",1972,Werner Herzog,given,new,tmdb_id supplied
216,Ali: Fear Eats the Soul,Rainer Werner Fassbinder,Ali: Fear Eats the Soul,1974,Rainer Werner Fassbinder,given,new,tmdb_id supplied
705,All About Eve,Joseph L. Mankiewicz,All About Eve,1950,Joseph L. Mankiewicz,given,new,tmdb_id supplied
703,Annie Hall,Woody Allen,Annie Hall,1977,Woody Allen,given,new,tmdb_id supplied
5055,Ashes and Diamonds,Andrzej Wajda,Ashes and Diamonds,1958,Andrzej Wajda,given,new,tmdb_id supplied
3133,Badlands,Terrence Malick,Badlands,1974,Terrence Malick,given,new,tmdb_id supplied
649,Belle de Jour,Luis Bunuel,Belle de Jour,1967,Luis Buñuel,given,new,tmdb_id supplied
475,Bonnie and Clyde,Arthur Penn,Bonnie and Clyde,1967,Arthur Penn,given,new,tmdb_id supplied
900,Bringing Up Baby,Howard Hawks,Bringing Up Baby,1938,Howard Hawks,given,new,tmdb_id supplied
35790,Charulata,Satyajit Ray,Charulata,1964,Satyajit Ray,given,new,tmdb_id supplied
2457,Children of Paradise,Marcel Carne,Children of Paradise,1945,Marcel Carné,given,new,tmdb_id supplied
499,Cleo from 5 to 7,Agnes Varda,Cléo from 5 to 7,1962,Agnès Varda,given,new,tmdb_id supplied
266,Contempt,Jean-Luc Godard,Contempt,1963,Jean-Luc Godard,given,new,tmdb_id supplied
46919,Daisies,Vera Chytilova,Daisies,1966,Věra Chytilová,given,new,tmdb_id supplied
16642,Days of Heaven,Terrence Malick,Days of Heaven,1978,Terrence Malick,given,new,tmdb_id supplied
968,Dog Day Afternoon,Sidney Lumet,Dog Day Afternoon,1975,Sidney Lumet,given,new,tmdb_id supplied
931,Don't Look Now,Nicolas Roeg,Don't Look Now,1973,Nicolas Roeg,given,new,tmdb_id supplied
985,Eraserhead,David Lynch,Eraserhead,1977,David Lynch,given,new,tmdb_id supplied
9343,Fitzcarraldo,Werner Herzog,Fitzcarraldo,1982,Werner Herzog,given,new,tmdb_id supplied
777,Grand Illusion,Jean Renoir,Grand Illusion,1937,Jean Renoir,given,new,tmdb_id supplied
14537,Harakiri,Masaki Kobayashi,Harakiri,1962,Masaki Kobayashi,given,new,tmdb_id supplied
5544,Hiroshima Mon Amour,Alain Resnais,Hiroshima Mon Amour,1959,Alain Resnais,given,new,tmdb_id supplied
5879,In the Realm of the Senses,Nagisa Oshima,In the Realm of the Senses,1976,Nagisa Ōshima,given,new,tmdb_id supplied
1585,It's a Wonderful Life,Frank Capra,It's a Wonderful Life,1946,Frank Capra,given,new,tmdb_id supplied
1628,Jules and Jim,Francois Truffaut,Jules and Jim,1962,François Truffaut,given,new,tmdb_id supplied
4024,Last Year at Marienbad,Alain Resnais,Last Year at Marienbad,1961,Alain Resnais,given,new,tmdb_id supplied
20530,Late Spring,Yasujiro Ozu,Late Spring,1949,Yasujirō Ozu,given,new,tmdb_id supplied
696,Manhattan,Woody Allen,Manhattan,1979,Woody Allen,given,new,tmdb_id supplied
29005,McCabe & Mrs. Miller,Robert Altman,McCabe & Mrs. Miller,1971,Robert Altman,given,new,tmdb_id supplied
203,Mean Streets,Martin Scorsese,Mean Streets,1973,Martin Scorsese,given,new,tmdb_id supplied
3121,Nashville,Robert Altman,Nashville,1975,Robert Altman,given,new,tmdb_id supplied
10774,Network,Sidney Lumet,Network,1976,Sidney Lumet,given,new,tmdb_id supplied
654,On the Waterfront,Elia Kazan,On the Waterfront,1954,Elia Kazan,given,new,tmdb_id supplied
510,One Flew Over the Cuckoo's Nest,Milos Forman,One Flew Over the Cuckoo's Nest,1975,Miloš Forman,given,new,tmdb_id supplied
2786,Pierrot le Fou,Jean-Luc Godard,Pierrot le Fou,1965,Jean-Luc Godard,given,new,tmdb_id supplied
8422,Rocco and His Brothers,Luchino Visconti,Rocco and His Brothers,1960,Luchino Visconti,given,new,tmdb_id supplied
5336,"Salo, or the 120 Days of Sodom",Pier Paolo Pasolini,"Salò, or the 120 Days of Sodom",1976,Pier Paolo Pasolini,given,new,tmdb_id supplied
20532,Sansho the Bailiff,Kenji Mizoguchi,Sansho the Bailiff,1954,Kenji Mizoguchi,given,new,tmdb_id supplied
995,Stagecoach,John Ford,Stagecoach,1939,John Ford,given,new,tmdb_id supplied
26302,The Color of Pomegranates,Sergei Parajanov,The Color of Pomegranates,1969,Sergei Parajanov,given,new,tmdb_id supplied
592,The Conversation,Francis Ford Coppola,The Conversation,1974,Francis Ford Coppola,given,new,tmdb_id supplied
38360,The Cranes Are Flying,Mikhail Kalatozov,The Cranes Are Flying,1957,Mikheil Kalatozishvili,given,new,tmdb_id supplied
4593,The Discreet Charm of the Bourgeoisie,Luis Bunuel,The Discreet Charm of the Bourgeoisie,1972,Luis Buñuel,given,new,tmdb_id supplied
37247,The Graduate,Mike Nichols,The Graduate,1967,Mike Nichols,given,new,tmdb_id supplied
1040,The Leopard,Luchino Visconti,The Leopard,1963,Luchino Visconti,given,new,tmdb_id supplied
661,The Marriage of Maria Braun,Rainer Werner Fassbinder,The Marriage of Maria Braun,1979,Rainer Werner Fassbinder,given,new,tmdb_id supplied
3112,The Night of the Hunter,Charles Laughton,The Night of the Hunter,1955,Charles Laughton,given,new,tmdb_id supplied
4495,The Spirit of the Beehive,Victor Erice,The Spirit of the Beehive,1973,Víctor Erice,given,new,tmdb_id supplied
5967,The Umbrellas of Cherbourg,Jacques Demy,The Umbrellas of Cherbourg,1964,Jacques Demy,given,new,tmdb_id supplied
204,The Wages of Fear,Henri-Georges Clouzot,The Wages of Fear,1953,Henri-Georges Clouzot,given,new,tmdb_id supplied
576,The Wild Bunch,Sam Peckinpah,The Wild Bunch,1969,Sam Peckinpah,given,new,tmdb_id supplied
14696,Ugetsu,Kenji Mizoguchi,Ugetsu,1953,Kenji Mizoguchi,given,new,tmdb_id supplied
4497,Viridiana,Luis Bunuel,Viridiana,1962,Luis Buñuel,given,new,tmdb_id supplied
661539,A Complete Unknown,James Mangold,A Complete Unknown,2024,James Mangold,given,new,tmdb_id supplied
1013850,A Real Pain,Jesse Eisenberg,A Real Pain,2024,Jesse Eisenberg,given,new,tmdb_id supplied
665733,About Dry Grasses,Nuri Bilge Ceylan,About Dry Grasses,2023,Nuri Bilge Ceylan,given,new,tmdb_id supplied
99,All About My Mother,Pedro Almodovar,All About My Mother,1999,Pedro Almodóvar,given,new,tmdb_id supplied
517148,Beanpole,Kantemir Balagov,Beanpole,2019,Kantemir Balagov,given,new,tmdb_id supplied
1128752,Bird,Andrea Arnold,Bird,2024,Andrea Arnold,given,new,tmdb_id supplied
1299655,Blue Moon,Richard Linklater,Blue Moon,2025,Richard Linklater,given,new,tmdb_id supplied
701387,Bugonia,Yorgos Lanthimos,Bugonia,2025,Yorgos Lanthimos,given,new,tmdb_id supplied
937287,Challengers,Luca Guadagnino,Challengers,2024,Luca Guadagnino,given,new,tmdb_id supplied
929590,Civil War,Alex Garland,Civil War,2024,Alex Garland,given,new,tmdb_id supplied
888321,Corsage,Marie Kreutzer,Corsage,2022,Marie Kreutzer,given,new,tmdb_id supplied
1228682,Dreams,Dag Johan Haugerud,Dreams,2024,Dag Johan Haugerud,given,new,tmdb_id supplied
974950,Emilia Perez,Jacques Audiard,Emilia Pérez,2024,Jacques Audiard,given,new,tmdb_id supplied
1159206,Father Mother Sister Brother,Jim Jarmusch,Father Mother Sister Brother,2025,Jim Jarmusch,given,new,tmdb_id supplied
1062722,Frankenstein,Guillermo del Toro,Frankenstein,2025,Guillermo del Toro,given,new,tmdb_id supplied
960206,Godland,Hlynur Palmason,Godland,2022,Hlynur Pálmason,given,new,tmdb_id supplied
835975,Great Freedom,Sebastian Meise,Great Freedom,2021,Sebastian Meise,given,new,tmdb_id supplied
858024,Hamnet,Chloe Zhao,Hamnet,2025,Chloé Zhao,given,new,tmdb_id supplied
1013154,Hard Truths,Mike Leigh,Hard Truths,2024,Mike Leigh,given,new,tmdb_id supplied
1317288,Marty Supreme,Josh Safdie,Marty Supreme,2025,Josh Safdie,given,new,tmdb_id supplied
2517,Nobody Knows,Hirokazu Kore-eda,Nobody Knows,2004,Hirokazu Kore-eda,given,new,tmdb_id supplied
691214,Pacifiction,Albert Serra,Pacifiction,2022,Albert Serra,given,new,tmdb_id supplied
519010,Pain and Glory,Pedro Almodovar,Pain and Glory,2019,Pedro Almodóvar,given,new,tmdb_id supplied
766798,Parallel Mothers,Pedro Almodovar,Parallel Mothers,2021,Pedro Almodóvar,given,new,tmdb_id supplied
958487,Plan 75,Chie Hayakawa,Plan 75,2022,Chie Hayakawa,given,new,tmdb_id supplied
788734,Sick of Myself,Kristoffer Borgli,Sick of Myself,2022,Kristoffer Borgli,given,new,tmdb_id supplied
1155828,Sing Sing,Greg Kwedar,Sing Sing,2024,Greg Kwedar,given,new,tmdb_id supplied
1151272,Sirat,Oliver Laxe,Sirāt,2025,Oliver Laxe,given,new,tmdb_id supplied
1221061,Sound of Falling,Mascha Schilinski,Sound of Falling,2025,Mascha Schilinski,given,new,tmdb_id supplied
25050,Still Walking,Hirokazu Kore-eda,Still Walking,2008,Hirokazu Kore-eda,given,new,tmdb_id supplied
803700,The Eight Mountains,Felix van Groeningen,The Eight Mountains,2022,"Charlotte Vandermeersch, Felix van Groeningen",given,new,tmdb_id supplied
1232827,The Girl with the Needle,Magnus von Horn,The Girl with the Needle,2024,Magnus von Horn,given,new,tmdb_id supplied
660942,The Innocents,Eskil Vogt,The Innocents,2021,Eskil Vogt,given,new,tmdb_id supplied
850165,The Iron Claw,Sean Durkin,The Iron Claw,2023,Sean Durkin,given,new,tmdb_id supplied
1352624,The Mastermind,Kelly Reichardt,The Mastermind,2025,Kelly Reichardt,given,new,tmdb_id supplied
916405,The Quiet Girl,Colm Bairead,The Quiet Girl,2022,Colm Bairéad,given,new,tmdb_id supplied
1088514,The Room Next Door,Pedro Almodovar,The Room Next Door,2024,Pedro Almodóvar,given,new,tmdb_id supplied
1220564,The Secret Agent,Kleber Mendonca Filho,The Secret Agent,2025,Kleber Mendonça Filho,given,new,tmdb_id supplied
760329,The Smashing Machine,Benny Safdie,The Smashing Machine,2025,Benny Safdie,given,new,tmdb_id supplied
473019,The Souvenir,Joanna Hogg,The Souvenir,2019,Joanna Hogg,given,new,tmdb_id supplied
964960,The Taste of Things,Tran Anh Hung,The Taste of Things,2023,Trần Anh Hùng,given,new,tmdb_id supplied
1480382,The Voice of Hind Rajab,Kaouther Ben Hania,The Voice of Hind Rajab,2025,Kaouther Ben Hania,given,new,tmdb_id supplied
1241983,Train Dreams,Clint Bentley,Train Dreams,2025,Clint Bentley,given,new,tmdb_id supplied
219,Volver,Pedro Almodovar,Volver,2006,Pedro Almodóvar,given,new,tmdb_id supplied
812,Aladdin,Ron Clements,Aladdin,1992,"Ron Clements, John Musker",given,new,tmdb_id supplied
10515,Castle in the Sky,Hayao Miyazaki,Castle in the Sky,1986,Hayao Miyazaki,given,new,tmdb_id supplied
568124,Encanto,Jared Bush,Encanto,2021,"Byron Howard, Jared Bush",given,new,tmdb_id supplied
756,Fantasia,James Algar,Fantasia,1940,"Samuel Armstrong, James Algar, Bill Roberts, Paul Satterfield, Hamilton Luske, Jim Handley, T. Hee, Wilfred Jackson, Ben Sharpsteen, Norman Ferguson, David Hand, Ford Beebe Jr.",given,new,tmdb_id supplied
16306,Fantastic Planet,Rene Laloux,Fantastic Planet,1973,René Laloux,given,new,tmdb_id supplied
680813,Flee,Jonas Poher Rasmussen,Flee,2021,Jonas Poher Rasmussen,given,new,tmdb_id supplied
501,Grizzly Man,Werner Herzog,Grizzly Man,2005,Werner Herzog,given,new,tmdb_id supplied
14275,Hoop Dreams,Steve James,Hoop Dreams,1994,Steve James,given,new,tmdb_id supplied
4935,Howl's Moving Castle,Hayao Miyazaki,Howl's Moving Castle,2004,Hayao Miyazaki,given,new,tmdb_id supplied
858017,I Saw the TV Glow,Jane Schoenbrun,I Saw the TV Glow,2024,Jane Schoenbrun,given,new,tmdb_id supplied
16859,Kiki's Delivery Service,Hayao Miyazaki,Kiki's Delivery Service,1989,Hayao Miyazaki,given,new,tmdb_id supplied
33320,Millennium Actress,Satoshi Kon,Millennium Actress,2002,Satoshi Kon,given,new,tmdb_id supplied
277834,Moana,Ron Clements,Moana,2016,"Ron Clements, John Musker",given,new,tmdb_id supplied
585,"Monsters, Inc.",Pete Docter,"Monsters, Inc.",2001,Pete Docter,given,new,tmdb_id supplied
10674,Mulan,Tony Bancroft,Mulan,1998,"Tony Bancroft, Barry Cook",given,new,tmdb_id supplied
