keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
"Afrofuturism","Afrofuturism / Black speculative fiction lineage","A speculative mode that decolonizes the future and imagination to project Black futures and critique present racial subjugation","Black Panther, Afrofuturism, and the (Erased) Memory of Patrice Lumumba","Stephen Casmier","Black Camera","16(2)",2025,https://doi.org/10.2979/blc.00054,"Argues that despite Afrofuturism's decolonizing promise, Coogler's Black Panther imaginatively repeats a Cold War plot in which Western power defeats African longing, leading audiences to forget US militarization of Africa and the 1961 murder of Patrice Lumumba","abstract-only"
"Afterlives of slavery / Black Gothic","Saidiya Hartman (afterlife of slavery) / Black Gothic","Names how the violence of slavery persists in the present (racial mixing, passing, premature death), reworked through Gothic conventions of haunting","The Black/Body Gothic: Exhuming and Transcending Racial Mixing, Passing, and Slavery's Afterlives in Lovecraft Country (2020)","Jacqueline Pinkowitz","Black Camera","16(2)",2025,https://doi.org/10.2979/blc.00055,"Argues that a Black-Lives-Matter-era new wave of Black horror inverts the equation of Blackness with monstrosity, and that Lovecraft Country uses Gothic tropes to exhume and transcend racial passing and slavery's afterlives through Black-centered subjectivity","abstract-only"
"General intellect","Karl Marx / autonomist Marxism","Marx's term for collective social knowledge and cooperation incorporated into production, revived to theorize socialized cognitive and embodied labor","Articulation, Embodiment, and the General Intellect in Charles Burnett's Killer of Sheep","Elijah S. Levine","Black Camera","16(2)",2025,https://doi.org/10.2979/blc.00056,"Reads Charles Burnett's Killer of Sheep through Marx's general intellect, arguing the film renders the articulation and embodiment of socialized Black labor in 1970s Watts as both exploited and a site of collective knowledge","abstract-only"
"Reparative reading","Eve Kosofsky Sedgwick","A non-paranoid, less suspicion-driven mode of critique that seeks to repair rather than only expose damage from prejudice and violence","A Reparative Reading of the Atlantic Ocean in Moonlight","Michael Anthony Turcios","Black Camera","16(2)",2025,https://doi.org/10.2979/blc.00057,"Applies Sedgwick's reparative reading to the recurring Atlantic Ocean in Moonlight, arguing the ocean functions as a reparative space of Black queer becoming rather than only a site of Middle Passage trauma","abstract-only"
"Minor cinema","Gilles Deleuze & Félix Guattari","Names a politicized minor mode of expression by a minority within a major language/cinema that produces another consciousness and collective enunciation","The Cinematic Break: DJ Aesthetics and Political Subjectivity in Melvin Van Peebles","Matthew Holtmeier","Black Camera","16(1)",2024,https://doi.org/10.2979/blc.00040,"Argues Van Peebles's sound/image editing produces a cinematic break (anticipating hip-hop DJ aesthetics) that generates political subjectivity, drawing on Deleuze and Guattari's minor cinema as a means for another consciousness and sensibility","abstract-only"
"Anticolonial / feminist Third Cinema aesthetics","Sarah Maldoror (anticolonial cinema lineage)","Names a militant Black, African, anticolonial and feminist filmmaking practice tied to liberation struggle","Sambizanga (1972): Aesthetics and politics in the film of Sarah Maldoror—Black, African, anticolonialist, feminist","Black Camera editorial feature","Black Camera","16(1)",2024,https://doi.org/10.2979/blc.00028,"Frames Maldoror's Sambizanga as an anticolonialist and feminist landmark, reading its aesthetics and politics through the Angolan liberation struggle and the intersection of Blackness, Africanness and gender","abstract-only"
"Metabolic rift (aesthetic rift)","Karl Marx (developed by John Bellamy Foster)","Names the rupture in the metabolism between humanity and nature produced by capitalist production, depleting the ecological conditions of social reproduction","The Aesthetic Rift: An Eco-Marxist Approach to the Capitalist Spatiality of Art","Alejandro Pedregal and Jaime Vindel","Third Text","37(3)",2023,https://doi.org/10.1080/09528822.2023.2288783,"Extends Marx/Foster's metabolic rift into an aesthetic rift, arguing industrial capitalism produced material and imaginary rifts between economics, ecology and aesthetics that fetishize art and the exhibition space under the Capitalocene","OA"
"Capitalocene / cheap nature","Jason W. Moore","Locates ecological crisis in capitalism's specific organization of power and appropriation of cheap nature, tied to colonial dispossession rather than an undifferentiated humanity","Anthropocene as Capitalocene: Soil, Land and Territory in the Artistic Research of Anca Benera and Arnold Estefán","Cristian Nae","Third Text","37(5-6)",2023,https://doi.org/10.1080/09528822.2023.2296822,"Reads Benera and Estefán's research-based work on devastated landscapes as a Capitalocene critique proposing an alternative epistemology against environmental and political violence rooted in colonial exploitation of cheap nature","abstract-only"
"Transmotion / survivance","Gerald Vizenor","Theorizes Native sovereignty as active sovereign motion and presence that resists the colonial fixity of the vanished Indian","Miss Chief and the Art of Decolonial Tease: The Mixedblood Urban Earthdiver and the Flâneur","Renate Dohmen","Third Text","38(1-2)",2024,https://doi.org/10.1080/09528822.2024.2326393,"Reads Kent Monkman's alter ego Miss Chief Eagle Testickle through Vizenor's transmotion, positing the mixedblood urban earthdiver as a decolonial figurehead displacing the modern flâneur","OA"
"Ecology of knowledges / abyssal line","Boaventura de Sousa Santos","Describes how Western modernity renders Southern and Indigenous knowledges invisible, proposing intercultural translation across knowledge systems as remedy","Miss Chief and the Art of Decolonial Tease: The Mixedblood Urban Earthdiver and the Flâneur","Renate Dohmen","Third Text","38(1-2)",2024,https://doi.org/10.1080/09528822.2024.2326393,"Frames Monkman's parodic art-historical interventions as a post-abyssal ecology of knowledges that uses intercultural translation to displace the canonical authority of Western art history","OA"
"Toxic hospitality","Olivier Marboeuf","Names the unequal condition in which racialized artists are invited into white-dominated institutions on the host's terms, reproducing the exclusion the invitation claims to remedy","A Toxic Hospitality?: Racism, Museums and Decolonial Interventions","Third Text (Vol 38 No 3 contributor)","Third Text","38(3)",2024,https://doi.org/10.1080/09528822.2024.2439230,"Argues commissioning artists to decolonise European museums often reproduces Marboeuf's toxic hospitality, generating spatial and temporal inequality that participates in keeping whiteness in place","abstract-only"
"Non-performativity of diversity","Sara Ahmed","Shows how institutional diversity and inclusion documents function as gestures that let institutions appear committed while leaving racialized power intact","A Toxic Hospitality?: Racism, Museums and Decolonial Interventions","Third Text (Vol 38 No 3 contributor)","Third Text","38(3)",2024,https://doi.org/10.1080/09528822.2024.2439230,"Maps a continuity between Ahmed's critique of diversity policy and the post-2010 decolonial turn, arguing artistic interventions extend the same logic of appearing to change while preserving whiteness","abstract-only"
"Anishinaabe cosmologies (relational ontology)","Anishinaabe cosmology / ecocriticism","Frames land, water and beings as relational animate kin, an ontological alternative to extractive settler-colonial resource economies","Mining Matter/s: Bonnie Devine, Anishinaabe Cosmologies, and Uranium Extraction on the Canadian Shield","Zoe Weldon-Yochim","Third Text","37(1)",2023,https://doi.org/10.1080/09528822.2023.2202590,"Uses ecocritical method and Anishinaabe cosmologies to read Bonnie Devine's film Rooster Rock, arguing it investigates uranium extraction's effect on place, beings and ontologies and ties Cold War extraction to community history","abstract-only"
"Immaterial labor","Antonio Negri (with Michael Hardt)","Names value-producing labor yielding informational, affective and communicative content, theorized by autonomists as central to post-Fordist capitalism","Living Labor and Social Labor: A Marxian Critique of Immaterial-Labor Theory","Zhuoqun Wang","Rethinking Marxism","36(2)",2024,https://doi.org/10.1080/08935696.2024.2328668,"Critiques Negri's productivist reading of immaterial labor as independent of capital, arguing its social form is constituted and mediated by capital valorization and encompasses both domination and resistance","abstract-only"
"General intellect","Antonio Negri (via Marx's Grundrisse)","Marx's term for collective social knowledge in production, revived by autonomists to claim socialized cognitive labor exceeds capital's measure","Living Labor and Social Labor: A Marxian Critique of Immaterial-Labor Theory","Zhuoqun Wang","Rethinking Marxism","36(2)",2024,https://doi.org/10.1080/08935696.2024.2328668,"Argues the autonomist reading of general-intellect labor as inherently postcapitalist sets aside the social form of labor and obscures how such labor remains subsumed under capital valorization","abstract-only"
"Commodity fetishism","Karl Marx","Explains how under capitalism social relations among producers appear as objective value-relations between things, masking the labor that constitutes value","Deciphering the Commodity: The Social Code of Value","Andrea Ricci","Rethinking Marxism","36(1)",2024,https://doi.org/10.1080/08935696.2024.2282396,"Argues value is the objective abstract form of capitalist class relations functioning as an automatic social code, and that the commodity's use-value/exchange-value duality is homologous to the sign's signifier/signified duality in Marx's analysis of fetishism","abstract-only"
"Value-form / real abstraction","Alfred Sohn-Rethel / Neue Marx-Lektüre (Michael Heinrich)","Explains how the exchange process generates an impersonal autonomized structure of abstract value that precedes and conditions conscious thought","Subjects of Exchange: Between Lacan and the Neue Marx-Lektüre","Thomas Waller","Rethinking Marxism","35(2)",2023,https://doi.org/10.1080/08935696.2023.2183683,"Reads Lacan with the Neue Marx-Lektüre to argue a homology between psychoanalysis and the critique of political economy, showing the autonomization of value (real abstraction) parallels the impersonality of the symbolic order","abstract-only"
"Class consciousness","Georg Lukács","Names the proletariat's potential standpoint of the social totality, making the working class the subject-object of history against economistic Marxism","Who Are You Calling Vulgar? Lukács, Kautsky, and the Beginnings of Western Marxism","Edward Baring","Rethinking Marxism","35(4)",2023,https://doi.org/10.1080/08935696.2023.2241345,"Argues Lukács's project of promoting class consciousness paradoxically depends on the vulgar Marxism it denounces, making vulgar Marxism both precondition and obstacle to revolutionary consciousness","abstract-only"
"Theoretical anti-humanism","Louis Althusser","Rejects the human subject/essence as Marxism's foundation, treating Man as an ideological category in order to ground political intervention","Ecology, Politics, and the Crisis of Marxism","Samuel J. R. Mercer","Rethinking Marxism","36(2)",2024,https://doi.org/10.1080/08935696.2024.2328666,"Argues posthumanism and renewed Marxist humanism share an ideological structure producing apoliticism before ecological catastrophe, and that an Althusserian theoretical anti-humanism offers a more effective knowledge of political intervention","abstract-only"
"Structure of feeling / cultural materialism","Raymond Williams","Treats culture as a material productive force and names the lived, emergent, pre-formalized experience of a social moment and the institutions producing meaning","The Making of Marxism Today: Cultural-Materialist Insights for Democratic Socialist Media Creators","Herbert (Hillary) Pimlott","Rethinking Marxism","37(1)",2025,https://doi.org/10.1080/08935696.2024.2435769,"Uses Williams's cultural materialism and structure of feeling under Thatcherism to read the magazine Marxism Today as a counterhegemonic cultural apparatus, drawing lessons for contemporary socialist media against rising fascism","abstract-only"
"Subaltern / Southern Question","Antonio Gramsci","Names classes excluded from hegemony and the uneven regionalized articulation of class, region and the national-popular","The Southern Question and Subaltern Social Groups and Classes","Jordan T. Camp","Rethinking Marxism","37(2)",2025,https://doi.org/10.1080/08935696.2025.2475870,"Argues Gramsci's writings on subaltern groups and the Southern Question supply methodological criteria for analyzing race and class in specific conjunctures and can be translated to confront the present conjuncture","abstract-only"
"Accented cinema","Hamid Naficy","Names exilic, diasporic and postcolonial filmmaking whose multilingual interstitial style accents the dominant cinema and registers displacement","West as home in Ruba Nadda's films","May Telmissany","Transnational Screens","14(2)",2023,https://doi.org/10.1080/25785273.2023.2231777,"Drawing on accented/transnational cinema, reads four films by Syrian-Canadian Ruba Nadda and argues she reconstructs the West as home, building cultural bridges that transcend the exilic poetics of loss and East/West binaries","abstract-only"
"Insider/outsider filmmaker","Trinh T. Minh-ha","Troubles the assumption that a filmmaker sharing a community's identity has unmediated authority to represent it, foregrounding situated partial position","Insider/Outsider: Arlene Bowman's Navajo Talking Picture","Becca Voelcker","Transnational Screens","17(1) A language not their own",2026,https://doi.org/10.1080/25785273.2025.2569203,"Uses Trinh's insider/outsider to argue Arlene Bowman's Navajo Talking Picture foregrounds the filmmaker's troubles with translation (she does not speak Navajo) to examine her estranged Diné identity and indict extractivism and the settler-colonial gaze","OA"
"Hauntology / the spectre","Jacques Derrida","Names a figure suspended between presence and absence used to think unsettled non-belonging that resists full materialization","Specters of migration: haunting anomalies in Jupiter's Moon (2017), Europe (2022) and The Quiet Migration (2023)","Giacomo Toffano","Transnational Screens","16(1)",2025,https://doi.org/10.1080/25785273.2025.2481664,"Mobilizes Derrida's spectre to argue recent migration films turn to the spectral and supernatural (the migrant as ghost/anomaly) to convey displacement, alienation and grief, shifting migration fiction away from documentary realism","abstract-only"
"Cinematic realism","Siegfried Kracauer","Holds that film's vocation is the redemption of physical reality, so location and photographic recording of real places carry historical material meaning","Transnational Marseille: film space and layers of history in Transit","Celestino Deleyto","Transnational Screens","16(3)",2025,https://doi.org/10.1080/25785273.2025.2550101,"Reads Petzold's Transit through Kracauer's realist aesthetics, arguing the film's location shooting collapses past and present and turns Marseille into an instance of messy, actually-existing cosmopolitanism","OA"
"Transnational feminism / scattered hegemonies","Inderpal Grewal & Caren Kaplan (with Ella Shohat)","Rejects a universalizing global sisterhood, analyzing gender through asymmetrical power, colonial history and cross-border circulation","Introduction: Transnational feminist approaches to film and media from the Middle East and North Africa","Zahra Khosroshahi and Sara Saljoughi","Transnational Screens","14(2)",2023,https://doi.org/10.1080/25785273.2023.2231775,"Brings Grewal & Kaplan's transnational-feminist methodology together with Shohat's feminist film scholarship to argue for reading MENA and diasporic cinema through gender and transnationalism rather than nation-bound or Orientalist frames","OA"
"Critical transnationalism","Will Higbee & Song Hwee Lim","Guards against celebratory uses of transnational, insisting transnational filmmaking be analyzed for how it negotiates the national, the local and power","A language not their own: transnational production in 'foreign' dialogue","Hannah Holtzman and Gemma King","Transnational Screens","17(1) A language not their own",2026,https://doi.org/10.1080/25785273.2026.2634419,"Framing studies of multilingual/translingual production, argues authorship and authority in transnational filmmaking are reshaped by language barriers and translation, engaging Naficy's accented cinema and critical-transnationalist attention to language as a site of power","OA"
"Heterotopia","Michel Foucault","Names other spaces that mirror, contest and invert ordinary social space as real counter-sites","Transnational authorship, heterotopia and poetic American West: the practical strategies in Chloé Zhao's Nomadland (2020)","Single author (byline unverified)","Transnational Screens","17(1)",2026,https://doi.org/10.1080/25785273.2026.2629736,"Argues Chloé Zhao constructs a heterotopia of the American West to perform a transnational authorship of mobility and outsiderhood, replacing the real subject with a fictional white protagonist and downplaying the film's politics of race, labor and colonialism","abstract-only"
