keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
postmemory,Marianne Hirsch,"Concept of memory inherited by later generations through images/stories, explaining transgenerational transmission of trauma",Embodied Point of View: The Turn to Personal Expression in Late Soviet Baltic Documentary Cinema,Zane Balčus,Eastern European Screen Studies,Vol 17 No 1,2026,https://www.tandfonline.com/toc/reec20/current,"Argues Baltic documentary filmmakers use archival materials, photographs and animation to voice postmemory-generation narratives of 1940s deportations and Soviet occupation in the first person (exact article DOI unverified; cited to current-issue TOC)",abstract-only
self-reflexivity,(documentary reflexivity / Bill Nichols),"Mode in which the film foregrounds its own construction, explaining the filmmaker's subjective presence in nonfiction",Embodied Point of View: The Turn to Personal Expression in Late Soviet Baltic Documentary Cinema,Zane Balčus,Eastern European Screen Studies,Vol 17 No 1,2026,https://www.tandfonline.com/toc/reec20/current,"Argues that personal expression and on-screen physical presence were exceptions in centralised Soviet Baltic documentary, marking an embodied subjective turn toward microhistory (exact article DOI unverified; cited to current-issue TOC)",abstract-only
modernity critique,Bruno Latour,"Argument that the nature/culture divide is a uniquely modern construct, explaining how 'we have never been modern'",We Have Never Been Modern: (Re)Constructing Debates (on Intersex) in the Past,(author not specified in abstract),Eastern European Screen Studies,Vol 17 No 1,2025,https://www.tandfonline.com/doi/full/10.1080/29974828.2025.2531629,"Uses the Czech film's Latour-derived title to analyse the limited exportability of present-day Czech cinema and how the intersex plot was targeted and communicated to different audiences",abstract-only
performative documentary,Bill Nichols,"Documentary mode emphasising subjective, embodied and affective engagement, explaining presenter-led nonfiction performance",From Weird Weekends to Porn's MeToo: Louis Theroux, performance, and the shifting politics of television documentary,(author),Studies in Documentary Film,Vol 19 (online first),2025,https://www.tandfonline.com/doi/full/10.1080/17503280.2025.2538155,"Traces Theroux's shift from ironic participant to ethically reflexive interlocutor across three porn-themed documentaries, using documentary modes and performance theory",OA
authorship,(presenter-led / auteur theory),"Framework for the author-function in screen media, explaining how a recognisable persona structures meaning and ethics",From Weird Weekends to Porn's MeToo: Louis Theroux, performance, and the shifting politics of television documentary,(author),Studies in Documentary Film,Vol 19 (online first),2025,https://www.tandfonline.com/doi/full/10.1080/17503280.2025.2538155,"Argues Theroux's authorship is materially realised in shot composition, editorial rhythm and on-screen embodiment amid the shift from public-service broadcasting to streaming",OA
indexicality,(C. S. Peirce / documentary indexicality),"Sign that is physically connected to its referent, explaining documentary's evidentiary claim to capture the real",Digitalizing Xianchang: documentary experiments on Shanghai COVID lockdown,Jinyan Zeng,Studies in Documentary Film,Vol 19 No 2,2025,https://www.tandfonline.com/doi/full/10.1080/17503280.2025.2462526,"Argues the documentary The Memo expands the indexicality of image and audio in the digital era, reconstructing a digital xianchang of witnessing and testimony",abstract-only
xianchang,(Chinese documentary theory),"Concept of 'being there / on-the-scene' presence, explaining the immediacy and witnessing aesthetic of Chinese independent documentary",Digitalizing Xianchang: documentary experiments on Shanghai COVID lockdown,Jinyan Zeng,Studies in Documentary Film,Vol 19 No 2,2025,https://www.tandfonline.com/doi/full/10.1080/17503280.2025.2462526,"Theorises a digital xianchang (confined, archived, censored, AI-generated, testimonial, healing) through which The Memo counters dehumanisation of the Shanghai COVID lockdown",abstract-only
ethical witnessing,(witnessing / testimony theory),"Framework for the moral relation between viewer and the suffering other, explaining documentary's claim on the spectator",Ethical witnessing: participatory virtual reality production and the experience of homelessness,(author),Studies in Documentary Film,Vol 19 (online first),2025,https://www.tandfonline.com/doi/full/10.1080/17503280.2025.2470117,"Argues participatory VR documentary (Lost & Found) situates community participants' voices at the centre of production, testing the finished film's impact on viewer empathy",OA
empathy machine,(VR documentary empathy debate / Kate Nash),"Claim that immersive VR generates empathy, examined critically to explain VR documentary's affective and ethical stakes",Ethical witnessing: participatory virtual reality production and the experience of homelessness,(author),Studies in Documentary Film,Vol 19 (online first),2025,https://www.tandfonline.com/doi/full/10.1080/17503280.2025.2470117,"Uses participatory video methodology to interrogate VR's empathy claims, measuring effects on viewer empathy and on the co-creating clients of a homelessness service",OA
intime / intimacy and politics,Michaël Foessel,"Philosophical account of the boundary between intimate and public spheres, explaining how private life grounds political experience",L'intime comme objectif (comment filmer la politique ?),(author),Cinémas: Revue d'études cinématographiques,Vol 31 No 1,2024,https://www.erudit.org/en/journals/cine/2024-v31-n1-cine010154/1119110ar/,"Drawing on Foessel (2008), argues that passing through intimacy is a privileged route to bringing politics onto the screen, via Dans le laboratoire, Pater and Chronique d'une crise",OA
research-creation,(recherche-création / arts-based research),"Methodology fusing creative practice and scholarship, explaining how filmmaking itself produces knowledge",L'intime comme objectif (comment filmer la politique ?),(author),Cinémas: Revue d'études cinématographiques,Vol 31 No 1,2024,https://www.erudit.org/en/journals/cine/2024-v31-n1-cine010154/1119110ar/,"Uses a research-creation approach to theorise the relation between cinema, politics and intimacy through the author's own and others' films",OA
levels of meaning,David Bordwell,"Four levels of filmic meaning (referential, explicit, implicit, symptomatic), explaining how interpretation constructs meaning",The Rezort (2015): Zombies, Refugees and B Protocols,(author),Cinémas: Revue d'études cinématographiques,Vol 30 No 3,2024,https://www.erudit.org/en/journals/cine/2024-v30-n3-cine09299/1111122ar/,"Applies Bordwell's Making Meaning (1989) levels to read The Rezort's zombie/refugee allegory, treating eye-match cues and Holocaust references as textual prompts for explicit and symptomatic meaning",OA
new masculinity,(masculinity studies),"Framework for shifting models of male identity on screen, explaining the move from tough to vulnerable/emotional masculinity",Clint Eastwood and his Performance in The Bridges of Madison County as a Precursor to the New Masculinity,(author),Cinémas: Revue d'études cinématographiques,Vol 30 No 3,2024,https://www.erudit.org/fr/revues/cine/2024-v30-n3-cine09299/1111120ar/,"Argues Eastwood constructs Robert Kincaid as a precursor of a fragile, emotionally available 'new masculinity', departing from his earlier tough personas to enable viewer identification",OA
science fiction as social barometer,(genre theory / national cinema),"Reading genre cinema as an index of social-political tension, explaining how SF registers a nation's conflicts",Vers le futur par le passé ? Singularités contemporaines du cinéma de science-fiction brésilien,Alfredo Suppia,Cinémas: Revue d'études cinématographiques,Vol 30 No 3,2024,https://www.erudit.org/en/journals/cine/2024-v30-n3-cine09299/1111123ar/,"Argues Brazilian SF cinema functions as a 'barometer' of social-political tensions, tracing a critical history tied to conflicts between conservatism and modernity from mid-20th century onward",OA
vraisemblance,(narrative verisimilitude theory),"Concept of plausibility/credibility in narrative, explaining how serial fiction sustains audience adhesion",La vraisemblance dans la série Bates Motel : l'adhésion au récit et la mise en intrigue de la série thriller de type « antépisode »,(author),Cinémas: Revue d'études cinématographiques,Vol 30 No 3,2024,https://www.erudit.org/en/journals/cine/2024-v30-n3-cine09299/1111121ar/,"Analyses how the prequel-thriller series Bates Motel manages verisimilitude and emplotment (mise en intrigue) to secure narrative adhesion to a known story-world",OA
postcolonial memory,(postcolonial theory),"Framework for the cinematic afterlife of empire, explaining how decolonisation reshapes a nation's relation to the past",Mémoires cinématographiques de la Révolution portugaise et de la décolonisation (special issue),(issue editors),Cinémas: Revue d'études cinématographiques,Vol 30 No 2,2023,https://www.erudit.org/en/journals/cine/2023-v30-n2-cine08213/,"Frames Portuguese cinema (e.g. Tabu, The Last Time I Saw Macao) as reworking the colonial past and the Carnation Revolution, theorising how revolution shapes the relation to memory",OA
Deleuzian time-image,Gilles Deleuze,"Concept of cinema as a form of thought via movement- and time-images, explaining how film produces philosophy",Deleuze and Cinema: Moving Images and Movements of Thought,(author),Image [&] Narrative,(archive feature),2023,https://www.imageandnarrative.be/inarchive/thinking_pictures/huygens.htm,"Reads cinema through Deleuze's movement-image and time-image to argue that films think, linking moving images to movements of thought",OA
image afterlife / iconicity,(visual culture / image-memory studies),"Framework for how a single iconic image is reworked and remembered across media, explaining the cultural circulation of icons",Christina's World in the 21st century (thematic cluster introduction),Helena Lamouliatte-Schmitt (cluster editor),Image [&] Narrative,Vol 25 No 2,2024,https://www.imageandnarrative.be/index.php/imagenarrative/article/download/3366/2784/8763,"Introduces a cluster analysing the 21st-century afterlives and reworkings of Andrew Wyeth's iconic painting Christina's World across contemporary visual culture",OA
multimodality,(Kress and van Leeuwen / multimodal social semiotics),"Theory of meaning made across multiple semiotic modes, explaining how images, text and layout co-construct narrative",Narrating Asia Multimodally / Récits multimodaux de l'Asie (thematic issue),"Li-Chi Chen, Matthew M. Mucha (editors)",Image [&] Narrative,Vol 25 No 3,2024,https://www.imageandnarrative.be/index.php/imagenarrative/issue/view/325,"Frames Asian visual-verbal narratives through multimodal social semiotics, analysing how gender, identity and culture are constructed across combined modes",OA
