keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
"transtopia","Howard Chiang","Chiang coined 'transtopia' for a discursive space that shifts debate from what transgender 'is' to what it 'can do' across cultures.","Toward a cinematic transtopia","Victor Fan","Journal of Chinese Cinemas","17(1)","2023","https://doi.org/10.1080/17508061.2024.2312727","Argues that despite near-invisibility of trans self-representation in Chinese independent film, Zhang Wei's The Rib (2019) fosters a visible 'transtopia' reconfiguring trans subjectivity.","OA"
"Sinophone","Shu-mei Shih","Shih's 'Sinophone' reframes Chinese-language production from the margins against Han-centrism and Chinese imperial centrality.","Queering the cinematic border of the PRC and Hong Kong: On Fruit Chan's prostitute trilogy","Alvin K. Wong","Journal of Chinese Cinemas","17(1)","2023","https://doi.org/10.1080/17508061.2024.2312715","Argues Fruit Chan's sex-worker trilogy uses a Sinophone analytic of 'queering borders' to challenge the boundary of Chinese cinema across colonial legacy, nationalism and Hong Kong localism.","abstract-only"
"affect / affective vision","Affect theory (Sara Ahmed lineage)","Affect theory explains how feeling circulates between bodies and images to forge collective attachments outside dominant norms.","Queering community: The affect of visuality in the Sinosphere","Jinyan Zeng","Journal of Chinese Cinemas","17(1)","2023","https://doi.org/10.1080/17508061.2024.2312721","Argues the activist couple Shitou and Mingming's photographs/documentaries construct an 'affective feminist vision' that becomes a community-making practice resisting Han-centric heteronormative norms.","OA"
"queer Asian diaspora","Hongwei Bao","Theorizes how diasporic queer subjects use media to articulate intersectional, transnational identity and politics.","Digital video activism: Fan Popo's queer Asian diasporic politics","Hongwei Bao","Journal of Chinese Cinemas","17(1)","2023","https://doi.org/10.1080/17508061.2024.2312681","Argues Fan Popo's post-2017 Berlin filmmaking enacts a context-specific, transversal queer politics rooted in a queer Asian diaspora subject position.","OA"
"acousmatic sound","Michel Chion","Chion's 'acousmatic' names sound heard without seeing its source, theorizing how cinema decouples sound from image to structure listening and power.","Hou Hsiao-hsien's acousmatic sound: Listening to urban noises and decadent music in Daughter of the Nile","Raymond Kun-Xian Shen","Journal of Chinese Cinemas","17(2)","2023","https://doi.org/10.1080/17508061.2024.2313877","Argues Daughter of the Nile (1987) builds acousmatic urban soundscapes implying an 'ethics of listening' that exposes power dynamics amid 1980s Taiwan noise-control debates.","abstract-only"
"re'nao / 'hot noise'","Anatoly Detwyler (theorizing an indigenous Chinese concept)","Re'nao names the embodied, participatory immersion of an active crowd, set against the alienated individual gaze of modern spectatorship.","Shanghai Fever: Speculation and spectatorship in the 'hot noise' of postsocialist China","Anatoly Detwyler","Journal of Chinese Cinemas","17(2)","2023","https://doi.org/10.1080/17508061.2024.2313353","Argues Shanghai Fever (1994) dramatizes the friction between participatory re'nao and modern spectatorship within postsocialist China's speculative economy.","abstract-only"
"bare life / biopolitics","Giorgio Agamben","Agamben's 'bare life' names life stripped to mere biological existence and exposed to sovereign power.","From bare life to still life: Knife in the Clear Water","Shaowen Zhang","Journal of Chinese Cinemas","online-first","2025","https://doi.org/10.1080/17508061.2025.2521980","Argues Knife in the Clear Water (2016) exposes the limits of 'bare life' for ethnic-minority precarity by reorienting the concept toward the 'bareness' of the arid land itself as a vital life form.","abstract-only"
"Sinophone performativity","Shu-mei Shih; Bill Nichols (performative mode)","Combines Shih's peripheral Sinophone with Nichols's performative documentary mode to read filmmaker-intervention and melancholic affect.","Blue, as in 'melancholy': Blue Island and Sinophone performativity","Chris Berry","Journal of Chinese Cinemas","online-first","2025","https://doi.org/10.1080/17508061.2025.2521977","Argues Chan Tze-woon's Blue Island (2022) stages a melancholic, performative re-enactment of Hong Kong's struggles, recasting the Sinophone as a wider decolonial practice.","OA"
"transcorporeality / somatic intermediality","Stacy Alaimo","Alaimo's transcorporeality theorizes the body as porous and materially interconnected with environment.","Somatic intermediality: Bodies, environment and population policies in Chinese children's science fiction films (1988-1992)","Ziyang Li","Journal of Chinese Cinemas","19(1)","2025","https://doi.org/10.1080/17508061.2025.2564579","Argues children's bodies in late-1980s/early-1990s sci-fi films function as a 'biosemiotic index' where China's population-control, cybernetic and environmental anxieties converge.","OA"
"elemental ideology / affective truth","Chuanhui Meng (engaging affect theory)","Names how socialist political truths were rendered as immediate and affective as natural forces, theorizing affect in propaganda aesthetics.","Documentary art film and affective truth: Genre hybridity, the combination of revolutionary realism and revolutionary romanticism, and elemental ideology in socialist China","Chuanhui Meng","Journal of Chinese Cinemas","18(2-3)","2024","https://doi.org/10.1080/17508061.2025.2513131","Argues the Great Leap Forward's 'documentary art film' genre hybridized documentary and fiction to forge an affective, corporeal link to 'historical truth' under the 2RR principle.","abstract-only"
"implicated subject","Michael Rothberg","Rothberg's 'implicated subject' names those neither victims nor perpetrators but entangled in and benefiting from historical injustice.","Present perfect cinema and the implicated subject: the utilization of photographs in Oshima Nagisa's Diary of Yunbogi","Kevin J. McKiernan","Journal of Japanese and Korean Cinema","17(1)","2025","https://doi.org/10.1080/17564905.2025.2475528","Argues Oshima positions himself as a Japanese 'implicated subject' who asserts solidarity as a citizen of the former colonizing state, linking Japan and South Korea through shared American occupation.","abstract-only"
"structure of feeling","Raymond Williams","Williams's 'structure of feeling' captures the shared, not-yet-articulated affective texture of a historical present.","Recessionary cinema in post-bubble Japan","Patrick Noonan","Journal of Japanese and Korean Cinema","17(1)","2025","https://doi.org/10.1080/17564905.2025.2482515","Argues Yamashita Nobuhiro's films register the 'structure of feeling' of post-bubble Japan, an affective residue of financial precarity beneath everyday life rendered through slow aesthetics.","abstract-only"
"apparatus theory","Jean-Louis Baudry (re-mediated by Theresa Hak Kyung Cha)","1970s apparatus theory analyzes how the cinematic apparatus ideologically constructs the viewing subject.","Theresa Hak Kyung Cha as a re-mediating theoretician-artist: Apparatus (1981), Maya Deren, and the genealogy of women's media art","not confirmed via available sources","Journal of Japanese and Korean Cinema","18(1)","2026","https://doi.org/10.1080/17564905.2026.2634502","Argues Cha absorbed and transformed 1970s apparatus theory through her edited volume Apparatus (1981) into a trans-medial mode of theorization, building a genealogy of women's media art.","abstract-only"
"post-medium condition","Rosalind Krauss","Krauss's 'post-medium condition' names contemporary art no longer defined by a single medium's specificity but operating across media.","Theresa Hak Kyung Cha as a re-mediating theoretician-artist: Apparatus (1981), Maya Deren, and the genealogy of women's media art","not confirmed via available sources","Journal of Japanese and Korean Cinema","18(1)","2026","https://doi.org/10.1080/17564905.2026.2634502","Argues Cha's ritualistic art exemplifies a post-medium condition reactivating media's sensory and affective dimensions beyond medium specificity.","abstract-only"
"film phenomenology / embodied spectatorship","Vivian Sobchack","Film phenomenology theorizes viewing as a bodily, sensorial encounter producing moral and affective response.","Not even human: empathy and ambiguity in Park Chan-wook's Judgement and Sympathy for Mr. Vengeance","Sue Hyon Bae","Journal of Japanese and Korean Cinema","18(1)","2026","https://doi.org/10.1080/17564905.2025.2556351","Argues that through techniques of embodiment and alienation Park draws viewers into moral judgment while denying them a stable ethical position.","abstract-only"
"salaryman masculinity","Romit Dasgupta","Theorizes the hegemonic Japanese male ideal of the corporate male breadwinner and how it organizes gender roles.","Gokushufudo drama from a gender perspective: negotiating salaryman masculinity and affirming the gendered division of labour in Japanese society","Nunuk Endah Srimulyani; E. Matsuoka","Journal of Japanese and Korean Cinema","17(2)","2026","https://doi.org/10.1080/17564905.2026.2614309","Argues the househusband protagonist negotiates salaryman masculinity while the drama ultimately affirms the persistent split between paid labour and unpaid domestic work.","abstract-only"
"division film (genre) / melodrama","Korean division-film scholarship + melodrama theory","The 'division film' genre theorizes how Korean cinema mediates the trauma and politics of national partition.","Shiri and the transformation of division films in South Korea's Post-Cold War era","Eunjin Choi","Journal of Japanese and Korean Cinema","18(1)","2026","https://doi.org/10.1080/17564905.2024.2426310","Argues that under the 1998 Sunshine-Policy regime division films shifted from propaganda to commercial cinema, with Shiri (1999) blending melodrama and action to balance realism and melodramatic fantasy.","abstract-only"
"film noir as mode vs. genre","Genre/mode theory (noir-as-mode lineage)","Distinguishes genre (industrial category) from mode (transhistorical sensibility) to explain how a national cinema appropriates an imported form.","The dark line of Japanese noir: generic appropriation, Matsumoto Seicho, and Nomura Yoshitaro's Stakeout (1958)","Rea Amit","Journal of Japanese and Korean Cinema","16(2)","2024","https://doi.org/10.1080/17564905.2024.2397749","Argues that by conflating genre and mode, Nomura's Stakeout transcends noir-as-subgenre to form an alternative 'line' of Japanese films intertwining social, cultural and national media discourses.","abstract-only"
"non-place (non-lieu)","Marc Auge","Auge coined 'non-place' for the transient, anonymous spaces of supermodernity that lack relational, historical or identitary anchoring.","Between the global and the national: Reading place and non-place in El hombre de al lado/The Man Next Door","Camilo A. Malagon","Studies in Spanish & Latin American Cinemas","20(1-2)","2023","https://doi.org/10.1386/slac_00102_1","Uses Auge's place/non-place distinction to read the neighbours' conflict over the Curutchet House as a tension between the global and the national encoding competing modes of belonging.","abstract-only"
"cultural memory / trauma","Marianne Hirsch; Cathy Caruth","Cultural-memory and trauma theory explain how unprocessed collective traumas persist and structure later individual and national identity.","As if Franco had never existed? The intrusive past in Pedro Almodovar's Tacones lejanos/High Heels","Abraham Hernandez Cubo","Studies in Spanish & Latin American Cinemas","20(1-2)","2023","https://doi.org/10.1386/slac_00100_1","Argues the film's flashbacks stage an inescapable Francoist past, using individual childhood trauma as an analogy for how 1990s Spain under the 'Pact of Forgetting' still had to confront its dictatorial history.","abstract-only"
"material memory / postmemory","Marianne Hirsch; Aleida Assmann","Postmemory/material-memory explains how children of the disappeared remember a traumatic past via engagement with material traces.","Haunting photographs and temporal landscapes: Remembering through traces in La idea de un lago/The Idea of a Lake","Andres Buesa","Studies in Spanish & Latin American Cinemas","20(1-2)","2023","https://doi.org/10.1386/slac_00101_1","Reads the Argentine film's photographs and landscape as 'material memory' embodying the children-of-the-disappeared's relation to an absent parent, reinforcing Kirchnerist memory politics.","abstract-only"
"queer phenomenology / disorientation","Sara Ahmed","Ahmed's queer phenomenology theorizes how bodies are oriented in space and how queer disorientation reorganizes the experience of space.","Oblique desires: Late-Francoist Spanish Fantaterror according to queer phenomenology","Mario Barranco; Sergi Sanchez Marti","Studies in Spanish & Latin American Cinemas","21(1)","2024","https://doi.org/10.1386/slac_00124_1","Applies queer phenomenology to 1969-74 fantaterror mise-en-scene, arguing the queer construction of cinematic space diagnoses the transitional crisis of the late-Francoist film industry and regime.","abstract-only"
"assemblage","Jasbir Puar (after Deleuze & Guattari)","Puar mobilizes 'assemblage' to theorize identity/sexuality/race as fluid, intersecting configurations rather than stable categories.","Love that dares speak its femininity: Trans* representation in Brazil","Carolina Castellanos Gonella","Studies in Spanish & Latin American Cinemas","21(1)","2024","https://doi.org/10.1386/slac_00126_1","Uses Puar's assemblage with trans theory and Black feminism to argue the short film renders a trans*/travesti sex-worker's femininity in a complex, non-reductive way.","abstract-only"
"slow cinema / counter-futurism","Ira Jaffe","'Slow cinema' theorizes a contemplative aesthetic (long takes, minimal narrative) resisting accelerated capitalist time.","Dystopian Contra-Futurismos: Subtle science fiction meets slow cinema in Dead Slow Ahead (Herce 2015) and Jauja (Alonso 2014)","Virginia Luzon-Aguado","Studies in Spanish & Latin American Cinemas","21(1)","2024","https://doi.org/10.1386/slac_00125_1","Argues juxtaposing slow cinema with concealed sci-fi produces a 'counter-futurism': Dead Slow Ahead critiques capitalist exploitation while Jauja interrogates colonialism and cosmic time.","abstract-only"
"agonism / affect","Chantal Mouffe; Lauren Berlant","Mouffe's agonism theorizes ineradicable political antagonism; Berlant's affect theory explains attachment to a damaging present ('cruel optimism').","Mobilizing affect in Spanish film and screen media from the Great Recession to the present (special issue introduction)","special issue editors","Studies in Spanish & Latin American Cinemas","20(1-2)","2023","https://doi.org/10.1386/slac_00091_2","Frames the special issue's analyses through affect theory and Mouffe's agonism/'the passions', reading post-Recession Spanish screen media as sites of antagonistic political feeling.","abstract-only"
"aesthetics of hunger","Glauber Rocha","Rocha's 'estetica da fome' argues the authentic art of the colonized Third World expresses violence and deprivation rather than aestheticizing them.","The aesthetics of childhood hunger and dreams in contemporary Indian cinema: Representation of children in Sahaj Paather Gappo, Kaaka Muttai and Stanley Ka Dabba","Tias Maity; Sayan Dey","Studies in South Asian Film & Media","17(1)","2025","https://doi.org/10.1386/safm_00096_1","Reading three Indian films through Rocha's aesthetics of hunger, argues they render class-, caste- and gender-based marginalization of children visible as everyday resistance against capitalist amnesia.","abstract-only"
"psychoanalysis / psychology of love","Sigmund Freud","Freud's psychoanalytic theory of love and sexuality explains how unconscious drives and infantile sexuality structure adult erotic life.","Margarita with a Straw: Laila's queer liberation","Debarati Byabartta","Studies in South Asian Film & Media","17(1)","2025","https://doi.org/10.1386/safm_00095_1","Reads the disabled bisexual protagonist Laila through Freudian concepts of perversion, narcissism and homoeroticism, arguing her queer-feminist self ultimately transcends classical Freudian frameworks.","abstract-only"
"cultural imperialism","Herbert Schiller / John Tomlinson","The cultural-imperialism thesis explains how dominant media flows homogenize and subordinate local cultures, eroding their autonomy.","Singing Kokborok, dancing Bollywood: Neo-Bollywoodized Tripuri identities and indigenizing the global in contemporary Kokborok music videos","Aloy Deb Barma","Studies in South Asian Film & Media","17(1)","2025","https://doi.org/10.1386/safm_00094_1","Argues Kokborok music videos' 'Bollywoodization' produces hybrid neo-Bollywoodized subjectivities that internalize and reinscribe the very metropolitan gaze they appear to resist.","abstract-only"
"hybridity","Homi K. Bhabha","Bhabha's hybridity explains how colonial encounters produce an ambivalent 'third space' of mixed, unstable identities capable of mimicry and subversion.","Singing Kokborok, dancing Bollywood: Neo-Bollywoodized Tripuri identities and indigenizing the global in contemporary Kokborok music videos","Aloy Deb Barma","Studies in South Asian Film & Media","17(1)","2025","https://doi.org/10.1386/safm_00094_1","Uses hybridity to theorize a 'double indigenizing/double fetishizing' of Tripuri culture, arguing the videos' commercial hybridity risks attenuating Tripuri indigeneity.","abstract-only"
"cinematic cartography / atmosphere","Ranjani Mazumdar (cinematic city framework)","Cinematic cartography theorizes how film maps and produces urban space, scale and atmosphere rather than merely recording it.","Bombay cinema's mapping impulse: Location, suspense and atmosphere","Ranjani Mazumdar","Studies in South Asian Film & Media","16(1)","2024","https://doi.org/10.1386/safm_00077_1","Argues that through suspense films like Ugly, Trapped and Badla, production infrastructures and vertical/horizontal/atmospheric urbanism generate a 'cartographic diversity' in contemporary Indian cinema's spatial imagination.","abstract-only"
"visual economy","Deborah Poole","Poole's 'visual economy' analyzes how images circulate within a transnational system of production, exchange and value linked to political-economic power.","'I am in love, I am in love, I am in looove!': The visual economy of the Indo-Swiss-film-tourism complex around 2000","Andre Schneider","Studies in South Asian Film & Media","16(1)","2024","https://doi.org/10.1386/safm_00076_1","Reads the Indo-Swiss film-tourism complex (the Yash Chopra suite at Viktoria Jungfrau) as a 'visual economy' producing a composite cross-cultural style in visual and design culture.","abstract-only"
