keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
diffraction / cutting-together-apart,Karen Barad,"Barad reworked diffraction into an agential-realist method studying how entities 'intra-act' rather than inter-act, dissolving the subject-object binary.","Unfinished Thinking and the Unfinished Film: Feminist Filmmaking in Cuba, Catalunya, and Scotland",David Archibald and Núria Araüna Baró,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.09,"Uses Barad's 'cutting together-apart' to theorise collaborative filmmaking-at-a-distance among feminist collectives in Havana, Matanzas, Glasgow, and Vilanova i la Geltrú.",OA
poor image,Hito Steyerl,"Steyerl theorised the 'poor image' to value low-resolution, widely circulating images as carriers of alternative knowledge against the hierarchy of high-definition media.","Unfinished Thinking and the Unfinished Film: Feminist Filmmaking in Cuba, Catalunya, and Scotland",David Archibald and Núria Araüna Baró,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.09,"Mobilises the 'poor image' to defend low-budget, mobile-phone feminist filmmaking as a means of distributing epistemic richness despite the US blockade on Cuba.",OA
Third Cinema,Fernando Solanas and Octavio Getino,"Solanas and Getino formulated Third Cinema as a militant, anti-imperialist filmmaking practice of liberation opposed to Hollywood and auteurist European cinema.","Unfinished Thinking and the Unfinished Film: Feminist Filmmaking in Cuba, Catalunya, and Scotland",David Archibald and Núria Araüna Baró,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.09,"Draws on Third Cinema's conception of filmmaking as a generator of theory to ground a participatory, anticolonial feminist film practice across capitalist and communist states.",OA
imperfect cinema,Julio García Espinosa,"García Espinosa called for an 'imperfect cinema' that rejects technical polish and bourgeois aesthetics in favour of a popular art fused with everyday life and struggle.","Unfinished Thinking and the Unfinished Film: Feminist Filmmaking in Cuba, Catalunya, and Scotland",David Archibald and Núria Araüna Baró,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.09,"Adopts 'imperfect cinema' to justify an unfinished, no-budget academic film whose incompleteness is treated as a feminist and anticolonial strength rather than a lack.",OA
metabolic documentary / Indigenous cosmologies,Ursula Biemann,"Biemann developed video essays connecting Indigenous cosmologies and ecology to envision a 'metabolic' interconnection of all life against extractivist Western knowledge.","Cosmologies of the Living Forest: For a Metabolic Documentary",Dennis Hippe,Alphaville: Journal of Film and Screen Media,No. 29-30,2025,https://doi.org/10.33178/alpha.2930.05,"Reads Biemann's Forest Law and Forest Mind as an ecocentric 'metabolic documentary' that confronts Kichwa and Inga cosmologies with Global North science to argue for epistemic justice in the Amazon.",OA
chronotope,Mikhail Bakhtin,"Bakhtin coined the chronotope (time-space) to analyse how literary texts fuse temporal and spatial relations, a concept later extended to film by Robert Stam.","Beyond Identity: A Chronotopic Analysis of the Soviet Latvian Film 'Two in Love' (1965)",Marija Weste,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 19,2024,https://doi.org/10.17892/app.2024.00019.368,"Applies the chronotope to read the Soviet Latvian film Divi as a multilayered 'timespace' product, displacing the binary 'Soviet versus Latvian' identity framing dominant in post-Soviet film studies.",OA
universally developed personality / face,Christian Zehnder,"The article draws on the post-Stalinist socialist-anthropology concept of the 'universally developed personality' formulated by the Communist Party to revise the ideal of self-sacrifice for the collective.","Threatened Faces: Soviet Auteur Cinema and the Anthropology of the Thaw",Christian Zehnder,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 19,2024,https://doi.org/10.17892/app.2024.00019.369,"Argues that the proliferation of facial close-ups in Thaw auteur cinema (Kalatozov, Tarkovsky, Shepit'ko, Romm) both stages the 'universally developed personality' and exposes post-war trauma and vulnerability.",OA
postcolonial critique / coloniality,Nino Dzandzava,"The article uses the postcolonial framework to expose how Soviet-era knowledge production and Russian expansionism embedded colonial codes in film studies and film heritage.","Georgian Cinema Studies: Observations, Challenges, and the Colonial Legacy",Nino Dzandzava,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 19,2024,https://doi.org/10.17892/app.2024.00019.371,"Critiques persistent colonial stereotypes in Soviet Georgian cinema and film scholarship, calling for a decolonising reconstruction of Georgian film heritage.",OA
history of sexuality / queer historiography,Michel Foucault,"Foucault's history of sexuality reframed sexuality as discursively produced and historically situated rather than a natural object simply repressed by power.","Deconstructing the Imagined Queer Censorship in State-Socialist East-Central Europe: The Case of Hungarian Cinema",Kata Benedek,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 21,2025,https://doi.org/10.17892/app.2025.00021.378,"Uses mixed-methods and a constructionist history-of-sexuality lens to dismantle the assumption that socialist Hungary systematically censored queer cinema, showing the state in fact financed and distributed queer films.",OA
structures of feeling,Raymond Williams,"Williams coined 'structures of feeling' to name emergent, lived social experiences and affects not yet codified as formal ideology.","Angels of (Queer) Histories: Synaesthetic Films by Anatoly Belov and Oksana Kazmina",Olena Syaivo Dmytryk,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 21,2025,https://doi.org/10.17892/app.2025.00021.413,"Reads the synaesthetic, haptic films of Belov and Kazmina as capturing emerging queer 'structures of feeling' in Ukraine amid historical upheaval and the Russia-Ukraine war.",OA
synaesthesia / haptic aesthetics,Walter Benjamin,"Benjamin theorised the senses and embodied perception to understand how art reorganises experience and consciousness under historical change.","Angels of (Queer) Histories: Synaesthetic Films by Anatoly Belov and Oksana Kazmina",Olena Syaivo Dmytryk,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 21,2025,https://doi.org/10.17892/app.2025.00021.413,"Argues that the films' symbiosis of sound, vision, and touch works to move and re-orient the audience, fostering queer solidarities and altered consciousness.",OA
archival care / queer audiovisual heritage,Dagmar Brunow,"Brunow theorises archival care and cultural memory to argue that preserving marginalised (queer) film heritage is an active, ethical, memory-making practice.","Queer Memories from Closet to Cloud: Rethinking Archival Care for Film and Video",Dagmar Brunow,"Apparatus. Film, Media and Digital Cultures of Central and Eastern Europe",No. 21,2025,https://doi.org/10.17892/app.2025.00021.415,"Rethinks archival practice as 'care' for queer film and video heritage in Southeastern and Eastern Europe, against the erasure and precarity of LGBTQ audiovisual memory.",OA
anthropological machine,Giorgio Agamben,"Agamben coined the 'anthropological machine' to name the apparatus that ceaselessly produces the 'human' by excluding and capturing the 'animal' within.","La carga epocal de la imagen: la perspectiva animal en 'La mujer sin cabeza', de Lucrecia Martel",Nicolás Podhorzer,Imagofagia,No. 32,2025,https://imagofagia.asaeca.org/index.php/imagofagia/article/view/1108,"Argues that the animal perspective and sound design in Martel's La mujer sin cabeza suspend Agamben's anthropological machine, anticipating a shift from a patriarchal to a post-pandemic 'viral' regime of power.",OA
acousmatic sound / point of audition,Michel Chion,"Chion theorised acousmatic sound and the 'point of audition' to analyse how film sound, detached from its visible source, constructs cinematic space and spectatorial experience.","El oír y hacer oír del cine a través de 'The Zone of Interest'",Miguel Guillermo Jaramillo Ruiz,Imagofagia,No. 32,2025,https://imagofagia.asaeca.org/index.php/imagofagia/article/view/1102,"Analyses how The Zone of Interest desynchronises sound and image to deploy a 'spatial grammar' (spatial signature, ultrafield, point of audition) that represents the off-screen horror of the Holocaust.",OA
media archaeology,Jussi Parikka,"Media archaeology excavates suppressed and obsolete media histories to read images against the grain of dominant narratives and conventions.","Arqueología de los medios y cine de metraje encontrado: descolonizando los archivos",César Ustarroz,Imagofagia,No. 30,2024,https://imagofagia.asaeca.org/index.php/imagofagia/article/view/1048,"Uses media archaeology to read Salloum and Suleiman's found-footage film as a decolonising 'appropriationist' gesture that critically re-reads stereotyped archival images of the Other.",OA
event (acontecimiento),Gilles Deleuze,"Deleuze theorised the 'event' (acontecimiento) as pure potential and becoming, the irruption of novelty that escapes fixed states and identities.","El cine como arte de captar la existencia en delito flagrante",Virginia de León; Agustina De Vera; Gabriela Guillermo; Sofía Monetti Rey,Imagofagia,No. 30,2024,https://imagofagia.asaeca.org/index.php/imagofagia/article/view/1054,"Puts André S. Labarthe's filmmaking into dialogue with Deleuze's notion of the event to theorise cinema as a politics of the image attuned to the irruption of novelty and becoming.",OA
landscape / Anthropocene aesthetics,Harun Farocki,"The article engages Farocki's operational-image practice and Anthropocene-era landscape theory to reconsider how nature becomes an object of the constructed image.","Imaginación paisajística y mundos paralelos. En torno a la serie 'Parallel' de Harun Farocki",Guadalupe Lucero,Imagofagia,No. 31,2025,https://imagofagia.asaeca.org/index.php/imagofagia/article/view/1095,"Analyses Farocki's Parallel series to examine how computer-generated nature-as-landscape raises aesthetic problems of representing the world in the Anthropocene.",OA
coming-of-age cinema,Alistair Fox,"Fox theorised coming-of-age cinema as a genre articulating the psychological passage to maturity and identity formation in adolescence.","Ang pagsapit ng kamuwangan sa pelikula: Isang panimulang pagsipat sa naratibo ng piling coming-of-age films ng Cinemalaya Philippine Independent Film Festival","Concha, Christopher Bryan A.",Plaridel Journal,Volume 21 Issue 01,2024,https://doi.org/10.52518/2022-14cncha,"Uses Fox's coming-of-age concepts to conduct a preliminary narrative analysis of contemporary Cinemalaya films and define the characteristics of a Filipino coming-of-age film.",OA
three dimensions of film narrative,David Bordwell,"Bordwell built a poetics of narrative (narration, plot, story) to analyse formally how films construct and cue narrative comprehension.","Ang pagsapit ng kamuwangan sa pelikula: Isang panimulang pagsipat sa naratibo ng piling coming-of-age films ng Cinemalaya Philippine Independent Film Festival","Concha, Christopher Bryan A.",Plaridel Journal,Volume 21 Issue 01,2024,https://doi.org/10.52518/2022-14cncha,"Frames the narrative analysis of Cinemalaya coming-of-age films within Bordwell's three dimensions of film narrative.",OA
