theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Brian R. Jacobson,Cinema of extractions,cinema of extractions,"Film's material forms bound to oil, mineral, and extractive industries",Culture,"13. Material, Spatial & Heritage Culture",A. Material Culture & Objects,2020s,Web,high
Brian R. Jacobson,Cinematic space control,cinematic space control,Studios fundamentally engineered to dominate and standardize the filmed environment,ART,7. Visual Culture & Media Studies,C. Public Art & Spatial Practice,2010s,Web,med
Brian R. Jacobson,Corporate media of energy,corporate media of energy,Oil and gas industries deploying film to shape public technological imagination,Culture,7. Media & Communication,B. Media Archaeology & Materiality,2020s,Web,med
Cael M. Keegan,Trans aesthetics of the senses,trans aesthetics of the senses,Cinema generating bodily sensation that disrupts fixed gender and racial schemas,ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,2010s,Web,high
Cael M. Keegan,Sensing transgender,sensing transgender,Feeling rather than seeing transness as cinema's co-constitutive aesthetic mode,Critics,III. Identity-Based & Political,B. Queer Theory,2010s,Web,high
Cael M. Keegan,Bad trans objects,bad trans objects,Reclaiming disreputable trans representations against narrow good-representation politics,Culture,9. Identity & Difference,B. Embodiment & Performativity,2020s,Web,high
Cael M. Keegan,Trans of the senses,transgender of the senses,"Transness experienced as perceptual reorganization of space, time, and embodiment",ART,14. Dance & Embodiment Studies,A. Embodiment & Sociology of Dance,2010s,Web,med
Caetlin Benson-Allott,Killer tapes,killer tapes,Home video platforms reshaping horror spectatorship and the viewer's anxious body,ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,2010s,Web,high
Caetlin Benson-Allott,Post-cinematic spectatorship,post-cinematic spectatorship,Viewing platforms from VHS to streaming transforming how films are watched,Culture,7. Media & Communication,A. Media Effects & Audiences,2010s,Web,high
Caetlin Benson-Allott,Stuff of spectatorship,stuff of spectatorship,Material objects like remotes and screens shaping everyday viewing experience,Culture,"13. Material, Spatial & Heritage Culture",A. Material Culture & Objects,2020s,Web,high
Caetlin Benson-Allott,New video studies,new video studies,Platform and apparatus as objects co-determining film texts and audiences,Critics,X. Digital & Media-Specific,C. Platform & Media Studies,2010s,Web,med
Cameron Awkward-Rich,Trans maladjustment,trans maladjustment,The durable bond between trans identity and forms of bad feeling,Critics,III. Identity-Based & Political,B. Queer Theory,2020s,Web,high
Cameron Awkward-Rich,The terrible we,the terrible we,"A trans collectivity formed through shared painful, maladjusted feeling",Critics,XII. Affect & Sensory,A. Affect Theory,2020s,Web,high
Cameron Awkward-Rich,Trans-disability disavowal,trans-disability disavowal,Trans studies founded by splitting itself from madness and disability,Critics,III. Identity-Based & Political,D. Disability Studies,2020s,Web,high
Cameron Awkward-Rich,Misfitting embodiment,misfitting embodiment,The frictional relation between a trans body and an unaccommodating world,Culture,"10. Affect, Emotion & Embodiment",A. Affect & Sensory Studies,2020s,Web,med
Caren Kaplan,Scattered hegemonies,scattered hegemonies,"Global power dispersed unevenly, complicating any single feminist or national standpoint",Politics,"6. Postcolonial, Feminist & Environmental Politics",B. Feminism & Gender in Politics,1990s,Web,high
Caren Kaplan,Transnational feminism,transnational feminism,Linking women's struggles across borders without erasing local difference,Politics,"6. Postcolonial, Feminist & Environmental Politics",A. Postcolonial & Decolonial Politics,1990s,Web,high
Caren Kaplan,Questions of travel,questions of travel,"Tourism, exile, and displacement as distinct postmodern discourses of mobility",Culture,8. Global & Transnational Culture,B. Diaspora & Deterritorialization,1990s,Web,high
Caren Kaplan,Aerial aftermaths,aerial aftermaths,The view from above producing militarized ways of seeing terrain,ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,2010s,Web,high
Caren Kaplan,Drone vision,drone vision,"Remote sensing and targeting reshaping warfare, surveillance, and everyday perception",Politics,10. International Relations & Security,B. Critical Security Studies,2010s,Web,med
Carlo Cenciarelli,Cinematic listening,cinematic listening,Film teaching audiences historically specific ways to hear and attend to sound,ART,4. Music & Sound Studies,A. Sociology & Politics of Music,2020s,Web,high
Carlo Cenciarelli,Remediation of listening,remediation of listening,Cinema as cultural interface importing musical repertoires and audio technologies,Culture,7. Media & Communication,C. Visual & Sound Culture,2020s,Web,med
Carlo Cenciarelli,Audiovisual genealogy,audiovisual genealogy,Tracing how screen practices shaped modern protocols of attentive listening,ART,4. Music & Sound Studies,B. Ethnomusicology & Globalization,2020s,Web,med
Carol A. Senf,Vampire as New Woman anxiety,vampire as New Woman anxiety,Dracula encoding Victorian male fears of female emancipation and sexuality,Critics,V. Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1980s,Web,med
Carol A. Senf,Unreliable Gothic narrator,unreliable Gothic narrator,Dracula's fragmented testimonies undermining the heroes' claim to objective truth,Critics,I. Formalist & Text-Centric,C. Stylistics & Textual Criticism,1980s,Web,med
Carol A. Senf,Dracula between tradition and modernism,Dracula between tradition and modernism,Stoker's vampire poised between Gothic convention and emergent modern anxieties,ART,5. Literature & Literary Theory,B. Historicism & Society,1980s,Web,med
Catherine Malabou,Plasticity,plasticité,"Living form's capacity to receive, give, and explosively destroy its own shape",Critics,II. Post-Structuralist & Deconstructive,A. Deconstruction,2000s,Web,high
Catherine Malabou,Destructive plasticity,plasticité destructrice,Brain injury or trauma forging an unrecognizable new self from rupture,Nature,3. Neurobiology & Neuroscience,A. Neuroplasticity & Systems,2000s,Web,high
Catherine Malabou,The new wounded,les nouveaux blessés,Neurological trauma producing patients whose past selves are wholly severed,Psychology,7. Clinical & Psychopathology,C. Trauma & Resilience,2000s,Web,high
Catherine Malabou,Neuronal self,le moi neuronal,"Subjectivity reconceived through the plastic, self-forming material brain",Nature,8. Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",2000s,Web,high
Catherine Malabou,Plastic reading of Hegel,lecture plastique de Hegel,Recovering Hegelian dialectic as the temporal self-fashioning of subjectivity,Critics,VII. Phenomenological & Hermeneutic,A. Hermeneutics,2000s,Web,med
Cecília Mello,Cinematic intermediality,intermidialidade cinematográfica,"Film absorbing painting, photography, and other media into its impure texture",ART,7. Visual Culture & Media Studies,B. Photography & the Image,2010s,Web,high
Cecília Mello,Audiovisual realism,realismo audiovisual,Cinema's truth-claim located between documentary impulse and layered intermedial form,ART,5. Literature & Literary Theory,A. Critical & Materialist Criticism,2010s,Web,med
Cecília Mello,Memory and space in Chinese film,memória e espaço,Jia Zhangke's demolished cityscapes registering rapid Chinese social transformation,Culture,"13. Material, Spatial & Heritage Culture",D. Infrastructure & Urban Space,2010s,Web,med
Charles Acland,Felt internationalism,felt internationalism,"Globalized cinema arriving everywhere at once, making the world feel synchronized",Culture,8. Global & Transnational Culture,A. Hybridization & World Culture,2000s,Web,high
Charles Acland,Screen traffic,screen traffic,Films circulating as mutating global commodities across theaters and ancillary markets,Culture,12. Cultural Economy & Production,A. Creative & Cultural Industries,2000s,Web,high
Charles Acland,Useful cinema,useful cinema,"Film deployed beyond entertainment in classrooms, museums, and workplaces",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,2010s,Web,high
Charles Acland,Swarm of media,swarm of media,Saturating residual and emergent screens proliferating across everyday environments,Culture,"11. Digital, Media & Algorithmic Culture",E. Prosumption & Convergence,2010s,Web,med
Chenshu Zhou,Atmospheric spectatorship,atmospheric spectatorship,"Embodied moviegoing in open, porous, unpredictable exhibition environments beyond the screen",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,2020s,Web,high
Chenshu Zhou,Cinema off screen,cinema off screen,"Film culture located in surfaces, landscapes, and interfaces around the projection",Culture,7. Media & Communication,B. Media Archaeology & Materiality,2020s,Web,high
Chenshu Zhou,Socialist film exhibition network,socialist film exhibition network,Moviegoing as a material infrastructure organizing collective experience in Maoist China,History,V. Cultural History,C. Art & Visual Culture,2020s,Web,med
Chris Berry,Cinema and the national,cinema and the national,Replacing national cinema with films' ongoing negotiation of nationhood,Culture,8. Global & Transnational Culture,A. Hybridization & World Culture,2000s,Web,high
Chris Berry,Postsocialist cinema,postsocialist cinema,Chinese film reworking revolution and trauma after the Maoist era,ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,2000s,Web,high
Chris Berry,On the public record,on the public record,Independent Chinese documentary archiving marginalized realities the state omits,Critics,V. Historical & Cultural Materialist,B. Cultural Studies,2000s,Web,med
Chris Berry,Sinophone screen cultures,Sinophone screen cultures,Transnational Chinese-language media exceeding any single nation-state frame,Culture,8. Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,2010s,Web,med
Christian Keathley,Cinephiliac moment,cinephiliac moment,"A fugitive, marginal film detail that escapes critical framing and seduces the viewer",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,2000s,Web,high
Christian Keathley,Panoramic perception,panoramic perception,Sweeping the screen to register contingent details beyond the narrative focus,Critics,XII. Affect & Sensory,B. Embodied & Sensory Reading,2000s,Web,high
Christian Keathley,Cinephiliac anecdote,cinephiliac anecdote,Personal storytelling criticism that imitates the fleeting experience of movie love,Critics,VIII. Rhetorical & Discourse,B. Narrative Rhetoric & Ethics,2000s,Web,high
Christian Keathley,Videographic criticism,videographic criticism,Making film arguments through edited audiovisual essays rather than prose,Critics,X. Digital & Media-Specific,A. Digital Humanities & Hypertext,2010s,Web,med
Christopher Craft,Monstrous mouth,monstrous mouth,Dracula's penetrating fanged mouth fusing gender inversion and forbidden desire,Critics,IV. Psychoanalytic & Psychological,A. Freudian & Lacanian,1980s,Web,high
Christopher Craft,Gender inversion in Gothic,gender inversion in Gothic,Vampire fiction coding same-sex desire as both seductive and threatening,Critics,III. Identity-Based & Political,B. Queer Theory,1980s,Web,high
Christopher Craft,Deferred homoerotic triangle,deferred homoerotic triangle,Male same-sex desire routed and disguised through an intervening female body,Critics,IV. Psychoanalytic & Psychological,A. Freudian & Lacanian,1980s,Web,med
Christopher Pinney,Corpothetics,corpothetics,"Bodily, multisensory engagement with images against detached Western aesthetic contemplation",ART,9. Anthropology & Sociology of Art,A. Anthropology of Art & Ritual,2000s,Web,high
Christopher Pinney,Social life of Indian photographs,social life of Indian photographs,Photographs as active social agents circulating through Indian devotional and political life,Culture,"13. Material, Spatial & Heritage Culture",A. Material Culture & Objects,1990s,Web,high
Christopher Pinney,Photos of the gods,photos of the gods,Mass-printed religious images mobilized in India's anticolonial political struggle,ART,"10. Race, Gender & Postcolonial Critique of Art",B. Postcolonial & Decolonial Art,2000s,Web,high
Christopher Pinney,Visual anthropology of India,visual anthropology of India,Chromolithographs and studio portraits revealing vernacular South Asian modernity,ART,2. Art History & Historiography,C. Global & Postcolonial Art History,2000s,Web,med
