theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Paul Schroeder Rodríguez,Triangular flow of images,flujo triangular,"How Latin American cinema circulates between Hollywood, Europe, and the region.",Culture,8. Global & Transnational Culture,A. Hybridization & World Culture,2010s,Web,med
Paul Schroeder Rodríguez,Discourses of modernity,discursos de la modernidad,"Reading film history through competing cultural narratives of being modern.",ART,2. Art History & Historiography,C. Global & Postcolonial Art History,2010s,Web,med
Pauline Kael,Trash aesthetics,trash,"Why disreputable, vulgar movies deliver more vitality than tasteful prestige films.",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,1960s,Knowledge,high
Pauline Kael,Movie love,movie love,"Defending visceral pleasure and emotion over solemn academic film theory.",ART,1. Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,1960s,Knowledge,high
Pauline Kael,Anti-auteurism,anti-auteurism,"Disputing the romantic myth of the all-controlling solitary film director.",Critics,I. Formalist & Text-Centric,A. Formalism & New Criticism,1960s,Knowledge,high
Pauline Kael,Kiss kiss bang bang,kiss kiss bang bang,"How sex and violence define cinema's primal, irreducible mass appeal.",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,1960s,Knowledge,med
Pauline Kael,Conversational criticism,conversational criticism,"Writing reviews in personal, colloquial voice rather than detached judgment.",Critics,I. Formalist & Text-Centric,C. Stylistics & Textual Criticism,1970s,Knowledge,med
Peter Fonagy,Mentalization,mentalization,"Understanding others' behavior through their mental states sustains social bonds.",Psychology,1. Psychoanalytic & Psychodynamic,B. Object Relations & Self,2000s,Knowledge,high
Peter Fonagy,Reflective functioning,reflective functioning,"The measurable capacity to interpret oneself and others mentally.",Psychology,1. Psychoanalytic & Psychodynamic,B. Object Relations & Self,2000s,Knowledge,high
Peter Fonagy,Epistemic trust,epistemic trust,"How willingness to accept social knowledge depends on feeling understood.",Psychology,7. Clinical & Psychopathology,C. Trauma & Resilience,2010s,Knowledge,high
Peter Fonagy,Mentalization-based treatment,mentalization-based treatment,"Therapy restoring the capacity to think about minds in borderline patients.",Psychology,8. Counseling & Psychotherapy,B. Humanistic & Existential,2000s,Knowledge,high
Peter Fonagy,Marked mirroring,marked mirroring,"How caregivers' exaggerated reflection of feelings builds a child's self-regulation.",Family,4. 애착·심리역동 가족이론 (Attachment & Psychodynamic),A. 애착·내적작동모델 (Attachment & Internal Working Models),2000s,Knowledge,med
Peter Fonagy,Alien self,alien self,"How disrupted attachment internalizes a foreign, persecutory part of identity.",Psychology,1. Psychoanalytic & Psychodynamic,B. Object Relations & Self,2000s,Knowledge,med
Pier Paolo Pasolini,Cinema of poetry,cinema di poesia,"How free-indirect subjective camera lets film achieve poetic expression.",ART,1. Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,1960s,Knowledge,high
Pier Paolo Pasolini,Free indirect subjective,soggettiva libera indiretta,"How film fuses character and director's vision in one image.",Critics,I. Formalist & Text-Centric,B. Structuralism & Semiotics,1960s,Knowledge,high
Pier Paolo Pasolini,Reality as language,la realtà come linguaggio,"Treating physical reality itself as cinema's fundamental semiotic medium.",Critics,I. Formalist & Text-Centric,B. Structuralism & Semiotics,1960s,Knowledge,high
Pier Paolo Pasolini,Anthropological mutation,mutazione antropologica,"How consumer capitalism homogenized and destroyed Italy's peasant cultures.",Culture,3. Critical Theory & Frankfurt School,A. Culture Industry & Instrumental Reason,1970s,Knowledge,high
Pier Paolo Pasolini,Homologation,omologazione,"How mass consumption flattens diverse subcultures into uniform conformity.",Culture,3. Critical Theory & Frankfurt School,A. Culture Industry & Instrumental Reason,1970s,Knowledge,high
Pier Paolo Pasolini,Im-signs,im-segni,"How cinema signifies through images drawn from the memory of reality.",Critics,I. Formalist & Text-Centric,B. Structuralism & Semiotics,1960s,Knowledge,med
R. W. B. Lewis,The American Adam,the American Adam,"How American myth imagines an innocent self freed from history.",ART,5. Literature & Literary Theory,B. Historicism & Society,1950s,Knowledge,high
R. W. B. Lewis,Myth-symbol method,myth-symbol method,"Reading national literature for recurring cultural myths and master symbols.",Critics,V. Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,1950s,Knowledge,high
R. W. B. Lewis,Adamic innocence,Adamic innocence,"The recurring American fantasy of starting morally clean and unencumbered.",Culture,2. Philosophy & Aesthetics of Culture,C. Authenticity in Culture,1950s,Knowledge,med
R. W. B. Lewis,The party of hope,the party of hope,"Optimistic cultural voices celebrating new-world possibility against tragic realism.",ART,5. Literature & Literary Theory,B. Historicism & Society,1950s,Knowledge,med
Rachel Monroe,Crime archetypes,crime archetypes,"Why women obsess with crime via Detective, Victim, Defender, Killer roles.",Culture,5. British Cultural Studies (Birmingham School),B. Subculture & Fandom,2010s,Web,high
Rachel Monroe,True crime obsession,true crime obsession,"How women channel fear and empathy into consuming violent crime stories.",Culture,"14. Memory, Time, Trauma & Resilience",B. Cultural Trauma,2010s,Web,high
Rachel Monroe,Crime fandom,crime fandom,"How online communities transform real tragedies into participatory entertainment.",Culture,5. British Cultural Studies (Birmingham School),B. Subculture & Fandom,2010s,Web,med
Rachel Monroe,Vicarious victimhood,vicarious victimhood,"How identifying with crime victims meets unspoken emotional and social needs.",Culture,"10. Affect, Emotion & Embodiment",B. Emotions & Emotionology,2010s,Web,med
Ramon Lobato,Informal media economy,informal media economy,"How piracy, fansubbing, and grey markets drive global media circulation.",Culture,12. Cultural Economy & Production,B. Cultural Value & Economics,2010s,Web,high
Ramon Lobato,Shadow economies of cinema,shadow economies of cinema,"Why understanding film distribution requires looking beyond the legal industry.",ART,9. Anthropology & Sociology of Art,C. Art Markets & Institutions,2010s,Web,high
Ramon Lobato,Geography of digital distribution,geography of digital distribution,"How streaming access varies dramatically across national borders and catalogs.",Culture,"11. Digital, Media & Algorithmic Culture",C. Algorithmic & Platform Culture,2010s,Web,high
Ramon Lobato,Netflix nations,netflix nations,"How global streaming both connects and fragments national media cultures.",Culture,8. Global & Transnational Culture,D. Global Cultural Industries & Diplomacy,2010s,Web,med
Ramzi Fawaz,Queer world-making,queer world-making,"How superhero comics imagined new forms of social belonging and difference.",Critics,III. Identity-Based & Political,B. Queer Theory,2010s,Web,high
Ramzi Fawaz,The superhero as mutant,the superhero as mutant,"How mutant figures dramatized civil-rights and liberation-era political dissent.",ART,"11. Digital, New Media & AI Arts",B. Interactive & Immersive Media,2010s,Web,med
Ramzi Fawaz,Radical imagination of comics,radical imagination,"How postwar comics became a fantasy space for debating social change.",Culture,5. British Cultural Studies (Birmingham School),C. Popular Culture & Politics,2010s,Web,high
Ramzi Fawaz,Fantasy of difference,fantasy of difference,"How monstrous bodies in comics model belonging across radical otherness.",Critics,III. Identity-Based & Political,B. Queer Theory,2010s,Web,med
Ranjani Mazumdar,Cinematic city,cinematic city,"How Bombay film functions as the unofficial archive of urban modernity.",Culture,"13. Material, Spatial & Heritage Culture",D. Infrastructure & Urban Space,2000s,Web,high
Ranjani Mazumdar,Panoramic interior,panoramic interior,"How lavish apartment sets shelter middle-class fantasies from chaotic streets.",ART,12. Architecture & the Built Environment,A. Theory & Phenomenology of Space,2000s,Web,high
Ranjani Mazumdar,Urban warrior,urban warrior,"How the angry cinematic vigilante embodied the city's social rage.",Culture,"13. Material, Spatial & Heritage Culture",E. Cultural Geography & Place,2000s,Web,med
Ranjani Mazumdar,Kinetic city,kinetic city,"How cinema captures the restless, fragmented movement of urban modernity.",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,2000s,Web,med
