theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Gilbert Simondon,Transduction,transduction,"A process propagating structure across a domain, each region grounding the next",Nature,8. Biological Basis of Mind & Behavior,"B. Consciousness, Self & Decision",20th c.,Knowledge,high
Gilbert Simondon,The Pre-Individual,le preindividuel,A charged metastable surplus of potential preceding and exceeding any constituted individual,Culture,2. Philosophy & Aesthetics of Culture,D. Posthuman & Material Philosophy,20th c.,Knowledge,high
Gilbert Simondon,Technical Object and Concretization,objet technique,"Machines evolve toward internal coherence, gaining a mode of existence of their own",Culture,"11. Digital, Media & Algorithmic Culture",D. Technological Culture & STS,20th c.,Knowledge,high
Gilbert Simondon,Transindividual,transindividuel,Collective relations that constitute subjects beyond both pure individual and pure society,Society,IV. Contemporary Social Theories,Posthumanism & New Materialism,20th c.,Knowledge,med
Gilbert Simondon,Allagmatic / Metastability,metastabilite,Systems poised in tension hold the potential for new structure to emerge,Critics,XVI. Post-Humanist & Non-Human,B. Distributed Agency & OOO,20th c.,Knowledge,med
Gillian Rose,Visual Methodologies,visual methodologies,"A toolkit organizing how images are interpreted across production, image, and audience sites",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Knowledge,high
Gillian Rose,Sites and Modalities of the Image,sites and modalities,"Meaning of images is made at distinct sites, each with technological and social modalities",Culture,7. Media & Communication,C. Visual & Sound Culture,Contemporary,Knowledge,high
Gillian Rose,The Audiencing of Images,audiencing,"Images acquire meaning only as audiences view, circulate, and recontextualize them",Culture,7. Media & Communication,A. Media Effects & Audiences,Contemporary,Knowledge,med
Gillian Rose,Domestic Photographic Practice,family photography,"Family snapshots actively perform and maintain kinship, memory, and feminized domestic labor",Culture,"13. Material, Spatial & Heritage Culture",A. Material Culture & Objects,Contemporary,Knowledge,med
Girish Shambu,The New Cinephilia,the new cinephilia,"Internet-era film love is socially diverse, context-attentive, and beyond the auteur cult",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Web,high
Girish Shambu,Manifesto for a New Cinephilia,new cinephilia manifesto,"Cinephilia must move beyond straight-white-male canons toward inclusion, justice, and multiplicity",Critics,III. Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,Web,high
Girish Shambu,Expansive Pleasure,expansive pleasure,"Film pleasure widens from pure aesthetics to social, political, and contextual engagement",Critics,XII. Affect & Sensory,A. Affect Theory,Contemporary,Web,med
Gloria Anzaldua,Borderlands / La Frontera,la frontera,The borderland is an open wound where two worlds bleed and merge,Politics,"6. Postcolonial, Feminist & Environmental Politics",A. Postcolonial & Decolonial Politics,20th c.,Knowledge,high
Gloria Anzaldua,Mestiza Consciousness,la conciencia de la mestiza,A new hybrid awareness tolerating contradiction by straddling multiple cultures and identities,Culture,8. Global & Transnational Culture,A. Hybridization & World Culture,20th c.,Knowledge,high
Gloria Anzaldua,Nepantla,nepantla,The disorienting in-between space of transition where transformation and new identity emerge,Culture,9. Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,Knowledge,high
Gloria Anzaldua,La Facultad,la facultad,"A survival sensitivity, the marginalized capacity to read hidden meanings beneath surfaces",Critics,III. Identity-Based & Political,C. Postcolonial & Critical Race,20th c.,Knowledge,med
Gloria Anzaldua,Linguistic Terrorism,linguistic terrorism,Suppressing border tongues like Chicano Spanish wounds and silences a people's identity,Culture,9. Identity & Difference,D. Cultural Citizenship & Politics,20th c.,Knowledge,high
Gloria Anzaldua,Coatlicue State,el estado Coatlicue,A paralyzing depressive descent that precedes psychic rupture and creative rebirth,Psychology,1. Psychoanalytic & Psychodynamic,B. Object Relations & Self,Contemporary,Knowledge,med
Gloria Anzaldua,Spiritual Activism,spiritual activism,Linking inner spiritual work to outward social-justice transformation across differences,Politics,"6. Postcolonial, Feminist & Environmental Politics",B. Feminism & Gender in Politics,Contemporary,Knowledge,med
Gustavo Subero,Latin American Queer Cinema,cine queer latinoamericano,A regional body of film negotiating homosexuality against Latin American hetero-patriarchal norms,ART,"10. Race, Gender & Postcolonial Critique of Art",C. Feminist & Queer Art,Contemporary,Web,high
Gustavo Subero,Reclaiming the Maricon,maricon,The effeminate gay stereotype can be reclaimed as an authentic queer subjectivity,Culture,9. Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,Web,high
Gustavo Subero,Passing and the Closet in Film,passing,"Cinematic male homosexuals pass as hetero, exposing the workings of hetero-patriarchy",ART,"10. Race, Gender & Postcolonial Critique of Art",C. Feminist & Queer Art,Contemporary,Web,med
Haidee Wasson,Museum Cinema,museum movies,"Museums reframed film as art, inventing the canon and infrastructure of art cinema",ART,9. Anthropology & Sociology of Art,C. Art Markets & Institutions,Contemporary,Web,high
Haidee Wasson,Everyday Movies / Portable Cinema,everyday movies,"Most film viewing happened on small portable projectors in homes, schools, and barracks",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Web,high
Haidee Wasson,Useful Cinema,useful cinema,"Film as a practical tool for education, industry, and governance beyond entertainment",Culture,12. Cultural Economy & Production,A. Creative & Cultural Industries,Contemporary,Web,high
Haidee Wasson,Small Screens / Small Media,small media,"The history of cinema is better told through small, dispersed screens than grand theaters",Culture,7. Media & Communication,B. Media Archaeology & Materiality,Contemporary,Web,med
Harun Farocki,Operational Images,operative Bilder,"Machine-made images that act rather than represent, doing the work of seeing for war",ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Knowledge,high
Harun Farocki,Soft Montage,sanfte Montage,Two adjacent images placed side by side relate without forcing a single meaning,ART,"11. Digital, New Media & AI Arts",B. Interactive & Immersive Media,Contemporary,Knowledge,med
Harun Farocki,Images of the World and Inscription of War,Aufzeichnung des Krieges,Aerial surveillance images record what military and human eyes refuse to recognize,ART,7. Visual Culture & Media Studies,B. Photography & the Image,Contemporary,Knowledge,high
Harun Farocki,Eye/Machine,Auge/Maschine,"Vision increasingly delegated to machines blurs perception, targeting, and automated control",Culture,"11. Digital, Media & Algorithmic Culture",D. Technological Culture & STS,Contemporary,Knowledge,med
Harun Farocki,Workers Leaving the Factory,Arbeiter verlassen die Fabrik,Cinema repeatedly films the factory exit yet never shows labor itself,Critics,VI. Marxist & Materialist,C. Commodity & Political Economy,Contemporary,Knowledge,med
Hongwei Bao,Tongzhi,tongzhi,Comrade as a queer identity fusing China's socialist past with global LGBTQ modernity,Culture,8. Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,Web,high
Hongwei Bao,Queer Socialism,queer socialism,"Reading Chinese queerness through Marxism, recovering collectivity against Western liberal gay identity",Politics,3. Radical & Critical Traditions,A. Marxism & Socialism,Contemporary,Web,high
Hongwei Bao,Postsocialist Queer Subjectivity,postsocialist queerness,Chinese gay identity shaped jointly by market reform and lingering socialist sensibility,Culture,9. Identity & Difference,"A. Gender, Race & Sexuality",Contemporary,Web,high
Hongwei Bao,Queer Media Activism in China,queer media activism,Independent film and digital media build queer publics under state censorship,Culture,"11. Digital, Media & Algorithmic Culture",A. Networked & Participatory Culture,Contemporary,Web,med
Howard Chiang,Transtopia,transtopia,Transgender history reframed geopolitically as an antidote to transphobia across a continuum,History,"XI. Gender, Body & Emotions History",A. Gender & Sexuality,Contemporary,Web,high
Howard Chiang,Sinophone Queerness,Sinophone queer studies,Queer Asian history that decenters China while critiquing Western frames of transness,Culture,8. Global & Transnational Culture,E. Indigenous & Decolonial Culture,Contemporary,Web,high
Howard Chiang,Geo-Body of Sex,geo-body of sex,Sexual normativity and Chinese imperialism are produced through one another historically,History,VI. Postcolonial & Decolonial History,A. Empire & Imperialism,Contemporary,Web,med
Howard Chiang,From Eunuchs to Transgender,eunuch to transgender,Chinese sex transformation knowledge reframes the global genealogy of transgender categories,History,VIII. Intellectual History,C. Reception & Knowledge,Contemporary,Web,med
