theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Richard Wollheim,The Living of a Life,The Living of a Life,A person is the lived process of their own continuing existence,Psychology,5. Personality,C. Self & Self-Concept,20th-century,Knowledge,med
Rielle Navitski,Sensational Modernity,Public Spectacles of Violence,Lurid images of crime and catastrophe helped publics process chaotic modernization,ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Web,high
Rielle Navitski,Intermedial Sensationalism,Intermedial Sensationalism,"Cinema, tabloids, and serial fiction circulated shared spectacles of bodily peril",Culture,7. Media & Communication,C. Visual & Sound Culture,Contemporary,Web,high
Rielle Navitski,Peripheral Film Modernity,Peripheral Film Modernity,Latin American cinema forged its own modernity outside Hollywood's centre,ART,2. Art History & Historiography,C. Global & Postcolonial Art History,Contemporary,Web,med
Rob Nixon,Slow Violence,Slow Violence,"Gradual, invisible environmental harm dispersed across time escapes being seen as violence",Critics,IX. Ecological & Environmental,B. Dark Ecology & Anthropocene,Contemporary,Web,high
Rob Nixon,Environmentalism of the Poor,Environmentalism of the Poor,"The global poor fight ecological harm as survival, not lifestyle choice",Culture,"15. Environment, Nature & Multispecies",A. Ecocriticism & Anthropocene,Contemporary,Web,high
Rob Nixon,Writer-Activist,Writer-Activist,"Engaged authors craft images adequate to slow, elusive environmental catastrophe",Critics,IX. Ecological & Environmental,C. Ecofeminism & Environmental Justice,Contemporary,Web,med
Rob Nixon,Spatial Amnesia,Spatial Amnesia,Displaced communities are erased from official maps of development progress,History,VI. Postcolonial & Decolonial History,A. Empire & Imperialism,Contemporary,Web,med
Robert Barnett,Tibetan Modernities,Tibetan Modernities,Tibet's modern life resists framing as either timeless tradition or Chinese progress,Culture,8. Global & Transnational Culture,E. Indigenous & Decolonial Culture,Contemporary,Web,med
Robert Barnett,Streets with Memories,Lhasa: Streets with Memories,Lhasa's urban fabric encodes contested layers of political and cultural memory,History,"XII. Political, Legal & Global History",C. Global & Transnational,Contemporary,Web,high
Robert Barnett,Image Politics of Tibet,Image Politics of Tibet,Western and Chinese fantasies of Tibet erase actual Tibetan voices,Culture,8. Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,Web,med
Robert E. Weems,Desegregating the Dollar,Desegregating the Dollar,Corporations courted Black consumers while Black-owned business was steadily undermined,History,XIII. Specialized Social Histories,"C. Consumption, Food & Material",Contemporary,Web,high
Robert E. Weems,Black Consumer Market,Black Consumer Market,"Urbanization made African Americans a distinct, profitable target for advertisers",Economics,"XI. Marketing, Consumption & Industrial Organization",Psychology of Consumption,Contemporary,Web,high
Robert E. Weems,Exploitative Targeting,Exploitative Targeting,Liquor and tobacco firms profited by marketing to Black urban distress,Culture,12. Cultural Economy & Production,C. Experience Economy & Consumption,Contemporary,Web,med
Robert L. Allen,Domestic Colonialism,Domestic Colonialism,Black America functions as an underdeveloped colony hemmed in within the nation,Politics,"6. Postcolonial, Feminist & Environmental Politics",A. Postcolonial & Decolonial Politics,20th-century,Web,high
Robert L. Allen,Neocolonial Cooptation,Neocolonial Cooptation,Corporate America defused Black radicalism by funding a dependent comprador elite,Politics,3. Radical & Critical Traditions,A. Marxism & Socialism,20th-century,Web,high
Robert L. Allen,Black Comprador Class,Black Comprador Class,A co-opted Black elite facilitates continued economic dependence of the colony,Society,V. Advanced & Applied Social Theories,Race & Ethnicity,20th-century,Web,med
Robert Pfaller,Interpassivity,Interpassivität,"We delegate our enjoyment to objects, like canned laughter laughing for us",Critics,IV. Psychoanalytic & Psychological,A. Freudian & Lacanian,Contemporary,Web,high
Robert Pfaller,Illusions Without Owners,Illusionen ohne Eigentümer,Cultural beliefs nobody personally holds still govern collective behavior,Culture,4. Post-Structuralism & Postmodernism,B. Performativity & Discourse,Contemporary,Web,high
Robert Pfaller,Delegated Belief,Delegierter Glaube,Rituals let anonymous others believe for us so we needn't ourselves,Society,IV. Contemporary Social Theories,Social Constructionism,Contemporary,Web,med
Robert Pfaller,Adult Pleasure Principle,Erwachsenenkultur,"Mature culture defends sovereign pleasure against a moralizing, self-policing present",Culture,2. Philosophy & Aesthetics of Culture,C. Authenticity in Culture,Contemporary,Web,med
Robin van den Akker,Metamodernism,Metamodernism,Culture now oscillates between modern sincerity and postmodern irony,Culture,4. Post-Structuralism & Postmodernism,A. Simulation & Hyperreality,Contemporary,Web,high
Robin van den Akker,Metamodern Structure of Feeling,Metamodern Structure of Feeling,An emergent sensibility of hopeful naivety felt before it is named,Critics,V. Historical & Cultural Materialist,B. Cultural Studies,Contemporary,Web,high
Robin van den Akker,Metaxic Oscillation,Metaxis,Cultural mood swings like a pendulum between and beyond opposite poles,Culture,2. Philosophy & Aesthetics of Culture,B. Cultural Aesthetics,Contemporary,Web,med
Robin van den Akker,Informed Naivety,Informed Naivety,Knowingly choosing sincerity and hope despite postmodern cynicism,Culture,"10. Affect, Emotion & Embodiment",C. Affective Publics,Contemporary,Web,med
Romit Dasgupta,Salaryman Masculinity,サラリーマン,The corporate white-collar man embodies Japan's hegemonic ideal of manhood,Culture,9. Identity & Difference,B. Embodiment & Performativity,Contemporary,Web,high
Romit Dasgupta,Crafting Masculinities,Crafting Masculinities,Men actively fashion gendered selves through corporate ritual and discipline,Society,V. Advanced & Applied Social Theories,Gender & Sexuality,Contemporary,Web,high
Romit Dasgupta,Corporate Gendered Subject,Corporate Gendered Subject,Company life molds employees into a specific normative masculine identity,Culture,9. Identity & Difference,D. Cultural Citizenship & Politics,Contemporary,Web,med
Rosalind Krauss,The Originality of the Avant-Garde,The Originality of the Avant-Garde,"The avant-garde's cult of originality is itself a repeated, unoriginal myth",ART,2. Art History & Historiography,B. Critical & Feminist Art Historiography,20th-century,Knowledge,high
Rosalind Krauss,Grids,Grids,The grid declares modern art's autonomy and silences narrative and nature,ART,1. Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,20th-century,Knowledge,high
Rosalind Krauss,Sculpture in the Expanded Field,Sculpture in the Expanded Field,Postmodern sculpture escapes the pedestal into landscape and architecture,ART,2. Art History & Historiography,A. Iconology & Social History of Art,20th-century,Knowledge,high
Rosalind Krauss,The Optical Unconscious,The Optical Unconscious,"Surrealism reveals vision's repressed, bodily, formless underside",Critics,IV. Psychoanalytic & Psychological,A. Freudian & Lacanian,20th-century,Knowledge,high
Rosalind Krauss,Indexicality of Photography,Indexicality,"The photograph is a physical trace, like a footprint, not a depiction",Critics,I. Formalist & Text-Centric,B. Structuralism & Semiotics,20th-century,Knowledge,high
Ruth Millikan,Biosemantics,Biosemantics,Mental representations mean what they were biologically designed to track,Nature,"12. Biological Bases of Language, Cognition & Aesthetics",B. Embodied & Biological Cognition,Contemporary,Knowledge,high
Ruth Millikan,Proper Function,Proper Function,A trait's function is what its ancestors did that caused its survival,Nature,1. Evolutionary Theory & Human Origins,A. Selection & Adaptation,Contemporary,Knowledge,high
Ruth Millikan,Pushmi-Pullyu Representations,Pushmi-Pullyu Representations,"Primitive signals describe and direct at once, like an alarm call",Nature,"12. Biological Bases of Language, Cognition & Aesthetics",A. Language & Communication Biology,Contemporary,Knowledge,med
Ruth Millikan,Language Conventions as Reproductions,Language as Reproductions,"Words survive as self-replicating conventions, like biological lineages",Critics,XIII. Systems & Complexity,A. Systems & Autopoiesis,Contemporary,Knowledge,med
Samantha Sheppard,Sporting Blackness,Sporting Blackness,Screened Black athletes contest and embody the meaning of race,ART,6. Sport & Physical Culture,"C. Gender, Race & Identity in Sport",Contemporary,Web,high
Samantha Sheppard,Critical Muscle Memory,Critical Muscle Memory,Black sporting bodies on film carry histories that exceed the plot,ART,6. Sport & Physical Culture,A. Sociology & Politics of Sport,Contemporary,Web,high
Samantha Sheppard,Embodied Black Histories,Embodied Black Histories,The athletic body indexes broader Black experience beyond the playing field,Culture,9. Identity & Difference,B. Embodiment & Performativity,Contemporary,Web,med
Samuel Veissiere,Interactive Ritual of Tulpamancy,Tulpamancy,Imagined companions gain felt sentience through disciplined collective practice,Nature,13. Neuroeconomics & Neurophilosophy,C. Neuroanthropology,Contemporary,Web,high
Samuel Veissiere,Hypersociality,Hypersociality,"The human mind is wired to seek others' attention, fueling smartphone addiction",Culture,"11. Digital, Media & Algorithmic Culture",D. Technological Culture & STS,Contemporary,Web,high
Samuel Veissiere,Interphenomenality,Interphenomenality,"Selfhood is co-constructed through shared, hypnotic intersubjective experience",Nature,13. Neuroeconomics & Neurophilosophy,B. Neurophilosophy & Mind-Brain,Contemporary,Web,med
Samuel Veissiere,Cultural Hypnosis of Personhood,Cultural Hypnosis,"Culture suggestively scripts what counts as a real, bounded person",Culture,16. Cultural Evolution & Transmission,C. Cultural Codes & Semiotics,Contemporary,Web,med
Sara Protasi,Emulative Envy,Emulative Envy,Envy that spurs self-improvement to match an admired rival's good,Psychology,15. Emotion & Motivation,A. Emotion Theory,Contemporary,Web,high
Sara Protasi,Taxonomy of Envy,Taxonomy of Envy,"Envy splits into emulative, inert, aggressive, and spiteful varieties",Psychology,15. Emotion & Motivation,A. Emotion Theory,Contemporary,Web,high
Sara Protasi,Spiteful Envy,Spiteful Envy,The destructive wish to ruin the good one cannot oneself attain,Psychology,15. Emotion & Motivation,B. Emotion Regulation,Contemporary,Web,high
Sara Protasi,Virtuous Envy,Virtuous Envy,"Some envy is morally productive, motivating fairer self-betterment",ART,1. Aesthetics & Philosophy of Art,A. Classical & Philosophical Aesthetics,Contemporary,Web,med
Sarah Keller,Anxious Cinephilia,Anxious Cinephilia,Love of cinema is shadowed by fear of its loss and change,ART,7. Visual Culture & Media Studies,A. Visual Culture & Spectacle,Contemporary,Web,high
Sarah Keller,Pleasure and Peril of Spectatorship,Pleasure and Peril,Film-watching mingles desire with dread as media forms keep shifting,Culture,"10. Affect, Emotion & Embodiment",A. Affect & Sensory Studies,Contemporary,Web,high
Sarah Keller,Nostalgic Spectator,Nostalgic Spectator,Streaming-era viewers mourn the vanishing rituals of theatrical cinema,Culture,7. Media & Communication,A. Media Effects & Audiences,Contemporary,Web,med
