theorist,concept,native,one_liner,part,major,sub,era,source,confidence
Jeffrey Sconce,The Technical Delusion,The Technical Delusion,Electronic media shape psychotic narratives of power and surveillance,Culture,11. Digital Media & Algorithmic Culture,D. Technological Culture & STS,Contemporary,Web,med
Jocelyn Szczepaniak-Gillece,The Optical Vacuum,The Optical Vacuum,Modern theater design neutralizes space for calibrated immersive watching,ART,12. Architecture & the Built Environment,A. Theory & Phenomenology of Space,Contemporary,Web,high
Jocelyn Szczepaniak-Gillece,Neutralized Spectatorship,Neutralized Spectatorship,Stripped-down auditoriums focus attention by erasing decorative distraction,ART,7. Visual Culture & Media Studies,C. Public Art & Spatial Practice,Contemporary,Web,med
Jocelyn Szczepaniak-Gillece,Architecture as Film Theory,Exhibition Architecture,Movie theater space itself constitutes a built theory of viewing,ART,12. Architecture & the Built Environment,B. Architecture Society & Power,Contemporary,Web,med
Johann Wolfgang von Goethe,Weltliteratur,Weltliteratur,National literatures converge into a shared circulating world literature,Critics,XI. Intertextual & Comparative,B. Comparative & Adaptation,Pre-modern,Knowledge,high
Johann Wolfgang von Goethe,Urphänomen,Urphänomen,An archetypal primal phenomenon underlies and unifies natural appearances,Nature,12. Biological Bases of Language Cognition & Aesthetics,C. Evolutionary Aesthetics & Art,Pre-modern,Knowledge,med
Johann Wolfgang von Goethe,Metamorphosis of Plants,Metamorphose der Pflanzen,All plant organs are transformations of one underlying leaf-form,Nature,1. Evolutionary Theory & Human Origins,A. Selection & Adaptation,Pre-modern,Knowledge,med
Johann Wolfgang von Goethe,Theory of Colors,Farbenlehre,Color arises from the lived polarity of light and darkness,ART,1. Aesthetics & Philosophy of Art,C. Cognitive & Neuro Aesthetics,Pre-modern,Knowledge,med
Johann Wolfgang von Goethe,Bildung,Bildung,Self-cultivation unfolds the whole person through formative experience,History,VIII. Intellectual History,A. History of Ideas,Pre-modern,Knowledge,high
Johann Wolfgang von Goethe,Elective Affinities,Wahlverwandtschaften,Human attraction and bonding mirror chemistry's selective combinations,Family,5. Marriage Intimacy & Mating,A. Mating & Homogamy,Pre-modern,Knowledge,med
John Durham Peters,Communication as Dialogue versus Dissemination,Dialogue and Dissemination,Communication oscillates between intimate dialogue and scattered broadcast sowing,Culture,7. Media & Communication,A. Media Effects & Audiences,Contemporary,Knowledge,high
John Durham Peters,The Failure of Communication,Speaking into the Air,Perfect mind-to-mind contact is impossible and that is fine,Culture,7. Media & Communication,A. Media Effects & Audiences,Contemporary,Knowledge,high
John Durham Peters,Elemental Media,Elemental Media,Water fire sky and time are infrastructural media of existence,Culture,13. Material Spatial & Heritage Culture,D. Infrastructure & Urban Space,Contemporary,Knowledge,high
John Durham Peters,The Marvelous Clouds,The Marvelous Clouds,Natural environments themselves are media that organize human life,Culture,15. Environment Nature & Multispecies,C. Cultural Ecology & Adaptation,Contemporary,Knowledge,high
John Durham Peters,Logistical Media,Logistical Media,Calendars clocks and towers quietly arrange people and time,Culture,7. Media & Communication,B. Media Archaeology & Materiality,Contemporary,Knowledge,med
John Tomlinson,Cultural Imperialism Critique,Cultural Imperialism,Reframes media domination as complex deterritorialization not simple cultural takeover,Culture,8. Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,Web,high
John Tomlinson,Complex Connectivity,Complex Connectivity,Globalization is a dense web of interdependent connections and relations,Culture,8. Global & Transnational Culture,A. Hybridization & World Culture,Contemporary,Web,high
John Tomlinson,Deterritorialization of Culture,Deterritorialization,Cultural experience detaches from physical place through media connectivity,Culture,8. Global & Transnational Culture,B. Diaspora & Deterritorialization,Contemporary,Web,high
John Tomlinson,The Culture of Speed,Culture of Immediacy,Modern life accelerates toward instant immediacy collapsing waiting and distance,Culture,14. Memory Time Trauma & Resilience,C. Cultural Time & Rhythms,Contemporary,Web,med
Julio García Espinosa,Imperfect Cinema,Cine imperfecto,Low-budget urgent cinema in dialogue beats Hollywood's polished passivity,ART,10. Race Gender & Postcolonial Critique of Art,B. Postcolonial & Decolonial Art,Modern,Web,high
Julio García Espinosa,Cinema of Urgency,Cine de urgencia,Revolutionary film prioritizes political engagement over technical perfection,ART,3. Performance Studies & Theatre,B. Performance & Politics,Modern,Web,med
Julio García Espinosa,Abolition of Author-Spectator Division,Cine de todos,A cinema made by everyone dissolves the author-spectator hierarchy,Culture,5. British Cultural Studies (Birmingham School),D. Cultural Resistance,Modern,Web,med
Julio García Espinosa,Third World Aesthetics,Estética del Tercer Mundo,Embracing poorer image quality as authentic anti-Hollywood revolutionary aesthetic,ART,10. Race Gender & Postcolonial Critique of Art,B. Postcolonial & Decolonial Art,Modern,Web,med
Kamila Hladíková,Representation of Tibet,藏地表象,Chinese-medium literature and film construct Tibet as exotic landscape,Culture,8. Global & Transnational Culture,E. Indigenous & Decolonial Culture,Contemporary,Web,med
Kamila Hladíková,Shangri-la Deconstructed,香格里拉解构,Pema Tseden's films dismantle romantic Orientalist myths of Tibet,ART,10. Race Gender & Postcolonial Critique of Art,B. Postcolonial & Decolonial Art,Contemporary,Web,med
Kamila Hladíková,Literary Self-Censorship,自我审查,Writers in China internalize censorship shaping what can be said,Critics,II. Post-Structuralist & Deconstructive,B. Discourse & Genealogy,Contemporary,Web,med
Kandice Chuh,Subjectless Critique,Subjectless Critique,Asian American studies defined by its critique not fixed identity,Critics,III. Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,Web,high
Kandice Chuh,Imagine Otherwise,Imagine Otherwise,Defer privileging race in order to advance antiracist justice,Politics,5. Justice Recognition & Community,C. Identity Politics,Contemporary,Web,high
Kandice Chuh,Illiberal Humanism,Illiberal Humanism,Reorganizes the humanities away from Western liberal humanist traditions,Critics,III. Identity-Based & Political,C. Postcolonial & Critical Race,Contemporary,Web,high
Kandice Chuh,The Difference Aesthetics Makes,Difference Aesthetics,Aesthetics can cultivate sensibilities making marginalized lives flourish,ART,10. Race Gender & Postcolonial Critique of Art,A. Critical Race & Representation,Contemporary,Web,med
